number,value,datetime_start,datetime_complete,duration,params_l2_regularization,params_learning_rate,params_max_depth,params_max_iter,params_min_samples_leaf,state,alpha
8,0.0027793161464981257,2024-10-26 15:40:58.910518,2024-10-26 15:41:04.607922,0 days 00:00:05.697404,0.1108324903856126,0.050639797838366474,14,899,6,COMPLETE,0.8
9,0.0028448633511590606,2024-10-26 15:41:04.608081,2024-10-26 15:41:07.900520,0 days 00:00:03.292439,0.8564140686782162,0.04486722023760819,5,254,29,PRUNED,0.8
10,0.008885115253248858,2024-10-26 15:41:07.900687,2024-10-26 15:41:10.069254,0 days 00:00:02.168567,0.3555965897713898,0.010820396840188644,20,101,13,PRUNED,0.8
11,0.002805405015990368,2024-10-26 15:41:10.069368,2024-10-26 15:41:14.535998,0 days 00:00:04.466630,0.20695511556903634,0.058784266105653564,17,706,1,COMPLETE,0.8
12,0.00281525489669549,2024-10-26 15:41:14.536152,2024-10-26 15:41:21.996015,0 days 00:00:07.459863,0.5975359579147126,0.03314691174964359,15,991,2,PRUNED,0.8
13,0.0028773925816824486,2024-10-26 15:41:21.996134,2024-10-26 15:41:28.752837,0 days 00:00:06.756703,0.3565948626103336,0.013106244021988128,18,384,10,PRUNED,0.8
14,0.0027975093698635986,2024-10-26 15:41:28.752954,2024-10-26 15:41:36.154025,0 days 00:00:07.401071,0.01706536478761944,0.03443328839091035,14,715,6,COMPLETE,0.8
15,0.002831746046074932,2024-10-26 15:41:36.154355,2024-10-26 15:41:39.767785,0 days 00:00:03.613430,0.20587961451448167,0.09550526275332867,8,383,18,PRUNED,0.8
16,0.002795427998310444,2024-10-26 15:41:39.767895,2024-10-26 15:41:52.031907,0 days 00:00:12.264012,0.47303978515569683,0.016611312216669234,16,596,22,COMPLETE,0.8
17,0.0028358629079865655,2024-10-26 15:41:52.032063,2024-10-26 15:41:56.780136,0 days 00:00:04.748073,0.19646527691234206,0.06184945236128343,13,848,6,PRUNED,0.8
18,0.002796900782179774,2024-10-26 15:41:56.780249,2024-10-26 15:42:03.986567,0 days 00:00:07.206318,0.3477100639185795,0.028525872200992706,19,349,13,COMPLETE,0.8
19,0.002785857282931319,2024-10-26 15:42:03.986718,2024-10-26 15:42:15.818802,0 days 00:00:11.832084,0.6058418664691697,0.017550733898253398,7,720,4,COMPLETE,0.8
0,0.0017817874228044275,2024-10-26 15:42:16.106805,2024-10-26 15:42:25.330871,0 days 00:00:09.224066,0.4589720963243773,0.03569846031323969,15,462,40,COMPLETE,0.9
1,0.0017864805271960774,2024-10-26 15:42:25.331027,2024-10-26 15:42:28.687139,0 days 00:00:03.356112,0.19892469177633276,0.09084121282572798,15,489,6,COMPLETE,0.9
2,0.0018107098538374473,2024-10-26 15:42:28.687304,2024-10-26 15:42:31.967165,0 days 00:00:03.279861,0.9408378025351676,0.09854213614646559,18,987,11,COMPLETE,0.9
3,0.0018247085539273905,2024-10-26 15:42:31.967332,2024-10-26 15:42:39.191894,0 days 00:00:07.224562,0.7701362339353951,0.020053016243502895,10,349,25,COMPLETE,0.9
4,0.0017714710745246147,2024-10-26 15:42:39.192047,2024-10-26 15:42:55.949974,0 days 00:00:16.757927,0.7392744895637982,0.010688047362030613,8,901,6,COMPLETE,0.9
5,0.0018386008368956473,2024-10-26 15:42:55.950148,2024-10-26 15:43:01.425776,0 days 00:00:05.475628,0.3908326112171576,0.03906658463794784,5,451,19,PRUNED,0.9
6,0.0017927019340328166,2024-10-26 15:43:01.425892,2024-10-26 15:43:15.935280,0 days 00:00:14.509388,0.49525987607526123,0.016769839686606693,20,702,8,PRUNED,0.9
7,0.0018992340840822573,2024-10-26 15:43:15.935441,2024-10-26 15:43:20.908030,0 days 00:00:04.972589,0.8270226346146652,0.020848713834885707,7,261,29,PRUNED,0.9
8,0.0018005755502965945,2024-10-26 15:43:20.908293,2024-10-26 15:43:28.483738,0 days 00:00:07.575445,0.6916104286967195,0.021704425653218475,6,954,18,PRUNED,0.9
9,0.0017806008414625813,2024-10-26 15:43:28.483851,2024-10-26 15:43:39.126174,0 days 00:00:10.642323,0.7451393394706386,0.020066569991412823,6,675,36,COMPLETE,0.9
10,0.0017989608631762493,2024-10-26 15:43:39.126347,2024-10-26 15:43:54.414684,0 days 00:00:15.288337,0.02519728974545099,0.011228508595014768,10,772,3,PRUNED,0.9
11,0.002031952152169073,2024-10-26 15:43:54.414798,2024-10-26 15:43:58.016639,0 days 00:00:03.601841,0.6412776840179961,0.010064110595027355,3,732,37,PRUNED,0.9
12,0.0017915971934519984,2024-10-26 15:43:58.016761,2024-10-26 15:44:13.609405,0 days 00:00:15.592644,0.9760274093626452,0.013934507059906329,8,865,32,PRUNED,0.9
13,0.00212834997244278,2024-10-26 15:44:13.609520,2024-10-26 15:44:14.146213,0 days 00:00:00.536693,0.6177205653442763,0.050456752440626466,3,100,17,PRUNED,0.9
14,0.0017972299174483291,2024-10-26 15:44:14.146351,2024-10-26 15:44:22.935929,0 days 00:00:08.789578,0.8208426747965821,0.02801076344017516,13,652,14,PRUNED,0.9
15,0.0017838153033215098,2024-10-26 15:44:22.936046,2024-10-26 15:44:37.048454,0 days 00:00:14.112408,0.3096653032636305,0.014421826402150482,9,838,1,COMPLETE,0.9
16,0.001869364465343023,2024-10-26 15:44:37.048952,2024-10-26 15:44:44.151128,0 days 00:00:07.102176,0.5843120179994088,0.02851216773419253,5,576,23,PRUNED,0.9
17,0.0018008110649267125,2024-10-26 15:44:44.151344,2024-10-26 15:44:50.505741,0 days 00:00:06.354397,0.7429104816487544,0.05948134424759407,12,840,28,PRUNED,0.9
18,0.0017961380083370657,2024-10-26 15:44:50.505863,2024-10-26 15:45:01.128599,0 days 00:00:10.622736,0.8400264665232609,0.013139434688607118,7,621,34,PRUNED,0.9
19,0.001790372978469843,2024-10-26 15:45:01.128759,2024-10-26 15:45:15.412256,0 days 00:00:14.283497,0.918311754729033,0.017937238752013595,11,901,13,PRUNED,0.9
