number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,quantile
10,0.006678795392696047,2024-10-17 21:53:10.705875,2024-10-17 21:53:18.098892,0 days 00:00:07.393017,0.00023438641360172205,0.7840086476536191,0.010573588044390894,20,5,9.957500142014325,0.5197204763128842,935,278,0.9467076314877884,0.9920157853498259,0.8352489364353999,6,COMPLETE,0.1
11,0.006466949755856111,2024-10-17 21:53:18.099126,2024-10-17 21:53:25.121715,0 days 00:00:07.022589,0.00019298746234816975,0.7803427579045666,0.010025384572215783,20,6,9.878495752923182,0.5401908308452329,984,295,0.9691746385960263,0.9842659204584215,0.8413635579995581,6,COMPLETE,0.1
12,0.0061304590312318795,2024-10-17 21:53:25.121929,2024-10-17 21:53:32.490645,0 days 00:00:07.368716,0.00010416039139367864,0.76822198210821,0.010252720398032962,20,10,9.751583758395515,0.5749120459509127,988,291,0.9967018625909378,0.8090910834703596,0.8564455091769773,6,COMPLETE,0.1
13,0.006227808136436444,2024-10-17 21:53:32.490859,2024-10-17 21:53:40.009692,0 days 00:00:07.518833,0.00012425854712659273,0.7504491519734486,0.010304931166455181,20,5,9.936156522692905,0.6193549832267711,995,129,0.7910877755054831,0.791107751577152,0.8784935958832024,3,COMPLETE,0.1
14,0.006055140789873472,2024-10-17 21:53:40.009922,2024-10-17 21:53:45.121864,0 days 00:00:05.111942,0.00010004631782315684,0.6808023704865492,0.019994384470837418,15,20,8.565421377435188,0.6244473629054529,830,141,0.7589716579656458,0.7805019739051474,0.901612511840116,2,COMPLETE,0.1
15,0.008243570951317674,2024-10-17 21:53:45.122093,2024-10-17 21:53:51.435535,0 days 00:00:06.313442,0.000606758267258873,0.6593505935224043,0.021195002807731452,15,21,8.61909220822915,0.3514618615044579,815,106,0.7679876398245401,0.7651015527150281,0.991691599021568,3,COMPLETE,0.1
16,0.008664814242632652,2024-10-17 21:53:51.435764,2024-10-17 21:53:54.671661,0 days 00:00:03.235897,0.0006034816360315297,0.6765644633152471,0.020013569813797077,15,20,8.60334722166538,0.9737978181610341,820,97,0.7791629737419601,0.7380890816225147,0.731370039439934,1,COMPLETE,0.1
17,0.00851157638711093,2024-10-17 21:53:54.671906,2024-10-17 21:54:00.749253,0 days 00:00:06.077347,0.0006159563279368783,0.8138195994743894,0.014237180781370568,18,32,5.874410210247609,0.7188082584879298,817,171,0.029458607560171712,0.8724568795860442,0.9258867402321231,4,COMPLETE,0.1
18,0.006260770644637319,2024-10-17 21:54:00.749560,2024-10-17 21:54:04.308180,0 days 00:00:03.558620,0.00011644428783148152,0.8420074394102607,0.05041438684664026,14,58,0.14264168621840767,0.41053883559140103,895,42,0.8445157087624102,0.4820310159445892,0.7678989012395602,2,COMPLETE,0.1
19,0.014222044033335874,2024-10-17 21:54:04.308417,2024-10-17 21:54:07.422735,0 days 00:00:03.114318,0.001673439125400376,0.6457932552502762,0.09949199636767565,10,15,8.448584766452926,0.6503694034009109,750,256,0.6469042570760368,0.847781133954532,0.8744513619132601,5,COMPLETE,0.1
0,0.03385667441440861,2024-10-17 21:54:36.251378,2024-10-17 21:54:39.495038,0 days 00:00:03.243660,0.08714427753298434,0.9232600106856962,0.014295103471003465,20,83,0.003802419570295671,0.7566495198636277,685,35,0.5522126835046051,0.14075474630950535,0.8555586946792706,2,COMPLETE,0.2
1,0.0060784463991834185,2024-10-17 21:54:39.495265,2024-10-17 21:54:51.573157,0 days 00:00:12.077892,0.00042272921402024776,0.809318828281012,0.044154949209225455,14,11,2.535342911949655,0.30838850091646797,517,235,0.11025320987045684,0.09165536275800557,0.9838213266854385,5,COMPLETE,0.2
2,0.03385667441440861,2024-10-17 21:54:51.573389,2024-10-17 21:54:52.953290,0 days 00:00:01.379901,0.5507523826700506,0.58419736925991,0.05314062885281964,8,56,3.048316611928188,0.1920113680845409,274,32,0.5355678096626495,0.4207095417702601,0.9505876791049848,10,COMPLETE,0.2
3,0.03385667441440861,2024-10-17 21:54:52.953521,2024-10-17 21:54:57.842616,0 days 00:00:04.889095,0.6119583791130019,0.9422616069903722,0.011154791432644846,15,34,5.232557032095672,0.8323636735745008,543,103,0.4261046368886031,0.7307276377129882,0.8757450474478732,3,COMPLETE,0.2
4,0.03385667441440861,2024-10-17 21:54:57.842857,2024-10-17 21:55:01.807022,0 days 00:00:03.964165,0.6620326688636379,0.7193777707246584,0.0334777135106143,13,87,6.318690568724482,0.13859042540340505,617,43,0.018745365986878038,0.06670861947372153,0.7913286069708336,6,COMPLETE,0.2
5,0.020385722874090424,2024-10-17 21:55:01.807253,2024-10-17 21:55:05.774687,0 days 00:00:03.967434,0.0033881385437189025,0.6783977116299211,0.03166796987473036,11,80,0.16526579334802635,0.7905647024489008,879,42,0.19187515471998073,0.19234782159903163,0.8741121690614004,9,COMPLETE,0.2
6,0.03385667441440861,2024-10-17 21:55:05.775042,2024-10-17 21:55:09.920360,0 days 00:00:04.145318,0.014276237386276603,0.8136538044003061,0.04272730800781618,20,38,5.146475357728291,0.7839988576326403,910,270,0.8883006115846287,0.07683514015077275,0.7643492743635636,9,COMPLETE,0.2
7,0.005756839406684557,2024-10-17 21:55:09.920600,2024-10-17 21:55:11.058872,0 days 00:00:01.138272,0.0001852044636416051,0.6954036554995944,0.04214478463171269,8,63,6.079357672134515,0.7468634678493321,177,261,0.25120798926481913,0.0424338277831815,0.7982245324273659,6,COMPLETE,0.2
8,0.005485971968872596,2024-10-17 21:55:11.059103,2024-10-17 21:55:14.973972,0 days 00:00:03.914869,0.00010694656911009126,0.5571721469753751,0.05949990138593391,7,88,2.491407129225016,0.5271159722167211,968,239,0.3555372215318142,0.5429721441747014,0.8463064621931335,6,COMPLETE,0.2
9,0.006183921504227156,2024-10-17 21:55:14.974193,2024-10-17 21:55:16.934476,0 days 00:00:01.960283,0.00036727810315896245,0.5600281590340213,0.048183967986209886,19,39,6.146694529467053,0.12929796355334833,264,50,0.16707747080931523,0.4018234473399265,0.8139821823324407,5,COMPLETE,0.2
10,0.020204859341162285,2024-10-17 21:55:16.934706,2024-10-17 21:55:18.170724,0 days 00:00:01.236018,0.0032888129080056376,0.5023279981783006,0.09649660073856492,3,98,9.640226313915802,0.4915490699944972,778,208,0.7910171244913385,0.9050430970306668,0.6134210037072231,7,COMPLETE,0.2
11,0.005513953252735694,2024-10-17 21:55:18.170953,2024-10-17 21:55:18.666157,0 days 00:00:00.495204,0.00010409923324532517,0.6301624393291596,0.08037776188548663,6,64,8.312136006945842,0.5409674484975339,115,284,0.36697624311069055,0.6351831896381611,0.6526222713481759,7,COMPLETE,0.2
12,0.005823267221672557,2024-10-17 21:55:18.666385,2024-10-17 21:55:19.304639,0 days 00:00:00.638254,0.00016364788615564986,0.62468978280134,0.08976669316544296,3,70,9.038126729866178,0.5507649624540241,393,198,0.3766863606188213,0.636707850011778,0.6487028297540491,8,COMPLETE,0.2
13,0.009851316661743985,2024-10-17 21:55:19.304863,2024-10-17 21:55:22.831584,0 days 00:00:03.526721,0.0012565553564472553,0.6299852663726796,0.07942846244262222,7,95,8.178952224820677,0.49129983994464776,982,293,0.6614726091597476,0.5806010240839671,0.5031650592215156,4,COMPLETE,0.2
14,0.00877968143339347,2024-10-17 21:55:22.831810,2024-10-17 21:55:23.253137,0 days 00:00:00.421327,0.0008888201364292618,0.5082534192121492,0.06766181721475782,6,75,3.4220466920901442,0.9908578038363872,104,144,0.330977974070505,0.8440324905633304,0.6761013075317562,7,COMPLETE,0.2
15,0.005205924734280065,2024-10-17 21:55:23.253355,2024-10-17 21:55:25.795402,0 days 00:00:02.542047,0.00010312030652587425,0.7832491834858002,0.06304974678984286,10,52,7.757827277122516,0.3546701938864472,410,183,0.7140744733236584,0.34381939849929327,0.7081191738639158,1,COMPLETE,0.2
16,0.03385667441440861,2024-10-17 21:55:25.795635,2024-10-17 21:55:29.402208,0 days 00:00:03.606573,0.014766846955875372,0.7983607844300183,0.022892852077176215,11,50,1.7028162753024527,0.3264280187633847,356,155,0.717519067541782,0.26174222016495097,0.7204627268559088,1,COMPLETE,0.2
17,0.03385667441440861,2024-10-17 21:55:29.402449,2024-10-17 21:55:32.736819,0 days 00:00:03.334370,0.08146686958735885,0.8675011929045456,0.060637169106227504,10,20,7.5082286721234865,0.33747330116354074,438,188,0.9830196959283193,0.35003596224089323,0.5621877063075513,1,COMPLETE,0.2
18,0.010703731240258463,2024-10-17 21:55:32.737047,2024-10-17 21:55:43.481882,0 days 00:00:10.744835,0.0015703404561077966,0.9955524404943679,0.02212612480961977,17,49,4.138448481126806,0.02237879847270352,736,120,0.6625829662729827,0.4824674574003124,0.7121951103218528,3,COMPLETE,0.2
19,0.0069293024392263905,2024-10-17 21:55:43.482115,2024-10-17 21:55:46.392111,0 days 00:00:02.909996,0.0005409308043045947,0.7749926375481127,0.06386587543360438,9,28,1.2226964236117004,0.6497122679161713,477,234,0.4940994824473697,0.2831611642687901,0.9217839247534366,3,COMPLETE,0.2
0,0.03253649120076243,2024-10-17 21:56:01.400645,2024-10-17 21:56:01.667061,0 days 00:00:00.266416,0.16459230042967307,0.5424150633414879,0.010797204793539064,3,50,8.422057673508517,0.22659008989810403,187,270,0.19852664818451116,0.3896872355501143,0.5028082238475038,9,COMPLETE,0.3
1,0.009829569482564351,2024-10-17 21:56:01.667286,2024-10-17 21:56:04.645801,0 days 00:00:02.978515,0.001488976088841354,0.7784559322758822,0.03615068703416328,18,50,6.404415748931501,0.42746374984475455,213,112,0.13545652382175344,0.8363783964210318,0.8951095430687361,3,COMPLETE,0.3
2,0.03253649120076243,2024-10-17 21:56:04.646030,2024-10-17 21:56:10.131407,0 days 00:00:05.485377,0.33394873261614133,0.7358206161061991,0.03191502533415361,9,31,7.606786088798347,0.6864329503736839,954,256,0.7401024264294368,0.7400228098546047,0.6024342536385983,2,COMPLETE,0.3
3,0.03253649120076243,2024-10-17 21:56:10.131645,2024-10-17 21:56:12.627003,0 days 00:00:02.495358,0.05113877374844804,0.9376310698617583,0.06018499493012979,17,7,9.858247101252077,0.20150657094903457,560,25,0.8261245450543678,0.20345994163278558,0.9174538077048433,3,COMPLETE,0.3
4,0.03253649120076243,2024-10-17 21:56:12.627240,2024-10-17 21:56:17.266563,0 days 00:00:04.639323,0.4301873716748825,0.75896192501682,0.029535557086917536,12,8,7.347664692681317,0.5817802321345273,216,195,0.010243913961324513,0.092405917629382,0.9728132835827816,9,COMPLETE,0.3
5,0.007103737530542712,2024-10-17 21:56:17.266788,2024-10-17 21:56:23.572356,0 days 00:00:06.305568,0.0007999131957711449,0.7381504076174106,0.017982731867813417,15,27,5.07559407166437,0.6829832960904761,578,104,0.1499795097973945,0.9264345999418528,0.5532635987665568,9,COMPLETE,0.3
6,0.03253649120076243,2024-10-17 21:56:23.572939,2024-10-17 21:56:25.137470,0 days 00:00:01.564531,0.01919718859905685,0.6705463099323394,0.040040895483058996,14,84,5.440763765268193,0.34919315832310327,139,247,0.9184107242856522,0.05391144430187689,0.6905845851058934,1,COMPLETE,0.3
7,0.005904323434016356,2024-10-17 21:56:25.137691,2024-10-17 21:56:26.791860,0 days 00:00:01.654169,0.00037165963125944265,0.9416769603565689,0.022268345653996737,4,20,9.743386767646209,0.8800078941076565,677,249,0.8651103039224716,0.9937026416122602,0.9258756007964042,1,COMPLETE,0.3
8,0.03253649120076243,2024-10-17 21:56:26.792085,2024-10-17 21:56:27.946163,0 days 00:00:01.154078,0.08913697593054844,0.6190424017963692,0.025266246748582025,8,92,8.61319827410324,0.7063432425871071,203,51,0.8905244527342141,0.46998539186979593,0.5946248198847645,6,COMPLETE,0.3
9,0.03253649120076243,2024-10-17 21:56:27.946392,2024-10-17 21:56:32.730288,0 days 00:00:04.783896,0.010361974893130552,0.7216869244544503,0.020538151396944305,10,68,3.0472120412649124,0.39892140146271426,911,34,0.8573767604371401,0.050330430832641104,0.634421321429761,8,COMPLETE,0.3
10,0.00549621707087854,2024-10-17 21:56:32.730519,2024-10-17 21:56:34.490450,0 days 00:00:01.759931,0.00023884532105990206,0.9822252675683865,0.09772885583966089,4,29,0.2803787346436808,0.9378736280316696,747,199,0.6002716820544559,0.6553600173476912,0.8046910169503988,5,COMPLETE,0.3
11,0.00510097357271009,2024-10-17 21:56:34.490680,2024-10-17 21:56:36.085143,0 days 00:00:01.594463,0.0001270563386941332,0.987019975011884,0.09136906731236422,4,28,0.05013666963980867,0.9473679776838141,750,194,0.5755239827175582,0.6562764927260284,0.8052195638023463,5,COMPLETE,0.3
12,0.005038463649144623,2024-10-17 21:56:36.085372,2024-10-17 21:56:38.243064,0 days 00:00:02.157692,0.00011680532395598846,0.863563853846149,0.09973062701496314,6,37,0.03189846961975834,0.9905657191083592,779,180,0.5417112051966584,0.6293455449140058,0.8003730309262259,5,COMPLETE,0.3
13,0.00498920220524072,2024-10-17 21:56:38.243288,2024-10-17 21:56:42.004869,0 days 00:00:03.761581,0.00011115265824088172,0.850669337722525,0.09935458789345729,6,43,0.039421624634157104,0.012726326696973045,779,159,0.40509804472472927,0.6120621181229808,0.8078533990158392,6,COMPLETE,0.3
14,0.01255249708520719,2024-10-17 21:56:42.005094,2024-10-17 21:56:44.016085,0 days 00:00:02.010991,0.002120983127326209,0.8548992396342658,0.06256474989143727,7,63,2.1445558141591703,0.11629352404335691,391,150,0.3849493613697362,0.5504137511910187,0.7628170338103071,7,COMPLETE,0.3
15,0.0050652966745604,2024-10-17 21:56:44.016316,2024-10-17 21:56:48.131703,0 days 00:00:04.115387,0.00010150183632975197,0.8436535325512813,0.06603671769383838,6,43,2.316530368862948,0.023715513609699097,852,143,0.4039621711868422,0.29665151575757076,0.8591816591932097,4,COMPLETE,0.3
16,0.020689367036784014,2024-10-17 21:56:48.131939,2024-10-17 21:56:50.415396,0 days 00:00:02.283457,0.003978823284880165,0.8507836790829537,0.05026716217737665,11,42,1.1226607275143436,0.7968623191961907,422,88,0.38923375906324925,0.546894433722524,0.7095886630886479,7,COMPLETE,0.3
17,0.006196574515815905,2024-10-17 21:56:50.415629,2024-10-17 21:56:52.947201,0 days 00:00:02.531572,0.0004989736946316702,0.8925714936843421,0.08593828615959145,6,67,3.746194849945606,0.5479878894649262,823,215,0.6535801235249854,0.7344743241220807,0.8200889881172333,6,COMPLETE,0.3
18,0.02605545657757672,2024-10-17 21:56:52.947432,2024-10-17 21:56:56.434915,0 days 00:00:03.487483,0.005204995132868238,0.7964437178670264,0.07992855648636785,6,39,1.2138565435736357,0.020581073799831873,669,298,0.4779593452003083,0.36096172801983595,0.753922693431614,4,COMPLETE,0.3
19,0.007418859849718068,2024-10-17 21:56:56.435150,2024-10-17 21:57:04.322282,0 days 00:00:07.887132,0.0009624617641709604,0.9076613052616803,0.045420768094422595,20,59,4.013352161840699,0.22271574725064536,455,157,0.3026291391653855,0.6385189421477481,0.686988033640009,7,COMPLETE,0.3
0,0.031216307987116245,2024-10-17 21:57:26.814452,2024-10-17 21:57:28.401466,0 days 00:00:01.587014,0.015158668911265464,0.6741600081151101,0.016511369046481993,5,64,0.5989366058418167,0.11742899523090855,466,188,0.8370815967133588,0.4163612818088366,0.6704528114327997,6,COMPLETE,0.4
1,0.031216307987116245,2024-10-17 21:57:28.401692,2024-10-17 21:57:34.903087,0 days 00:00:06.501395,0.08452297738959905,0.9120507973234999,0.026347698286861995,11,89,5.612298959710714,0.38707993429605625,999,60,0.9820971598244439,0.9764088229742908,0.7922800597807101,7,COMPLETE,0.4
2,0.031216307987116245,2024-10-17 21:57:34.903328,2024-10-17 21:57:45.614930,0 days 00:00:10.711602,0.17476475353248117,0.5678718485851191,0.01874589757492668,14,5,2.252901132049141,0.5089903456316818,431,272,0.8326199965958736,0.6000464760885762,0.5753634429260729,10,COMPLETE,0.4
3,0.031216307987116245,2024-10-17 21:57:45.615162,2024-10-17 21:57:46.670243,0 days 00:00:01.055081,0.7134704450727292,0.8000624277482562,0.05550469643561916,20,86,7.515984291691542,0.12991353334022204,128,56,0.1832585666516392,0.27105445811880946,0.7827164319494537,9,COMPLETE,0.4
4,0.031216307987116245,2024-10-17 21:57:46.670474,2024-10-17 21:57:47.759418,0 days 00:00:01.088944,0.13605793051090723,0.686881407745088,0.05853702468614748,4,46,4.689070725352154,0.3347997275589205,449,179,0.4412455493634736,0.6806275825032723,0.6383653368669961,6,COMPLETE,0.4
5,0.022345592801596603,2024-10-17 21:57:47.759642,2024-10-17 21:57:48.465677,0 days 00:00:00.706035,0.004232570999564291,0.5606954440737397,0.017768483072354953,6,92,9.353176709251695,0.9963706874414034,165,279,0.6041836328875694,0.45211443921619665,0.5013047366180742,5,COMPLETE,0.4
6,0.031216307987116245,2024-10-17 21:57:48.465912,2024-10-17 21:57:51.407527,0 days 00:00:02.941615,0.02235628541584444,0.9132269634958179,0.08863952602194589,15,7,7.1612473886579515,0.9122643343061804,528,170,0.20065764332329217,0.39376658265382947,0.8734611047168583,9,COMPLETE,0.4
7,0.029983518349559788,2024-10-17 21:57:51.407763,2024-10-17 21:57:56.555339,0 days 00:00:05.147576,0.006735047800679997,0.7708177481655947,0.09427604531489092,13,14,6.085524330963333,0.22904821689204524,626,58,0.3894485524063568,0.2476581387295631,0.7709954323723838,5,COMPLETE,0.4
8,0.017859672884388396,2024-10-17 21:57:56.555570,2024-10-17 21:57:56.818930,0 days 00:00:00.263360,0.0030929848374541716,0.6606668615437123,0.019806281067992627,3,82,4.2691341179758995,0.6198172578380722,156,113,0.590381493286091,0.5943083797919029,0.711965931244064,1,COMPLETE,0.4
9,0.031216307987116245,2024-10-17 21:57:56.819155,2024-10-17 21:58:02.014876,0 days 00:00:05.195721,0.06400148165013508,0.7998880540275647,0.030957462231526643,15,74,6.744020005497873,0.760321475886123,987,226,0.19531363374495014,0.7766310856525047,0.7808467549981896,4,COMPLETE,0.4
10,0.004934546142425805,2024-10-17 21:58:02.015288,2024-10-17 21:58:05.344132,0 days 00:00:03.328844,0.00030959032062402467,0.6348471161741996,0.010154447835403682,9,42,3.5037762238572667,0.5841448251350383,275,111,0.6158166117491751,0.04281212138165802,0.9948121077883443,1,COMPLETE,0.4
11,0.00485373110372903,2024-10-17 21:58:05.344360,2024-10-17 21:58:08.434854,0 days 00:00:03.090494,0.0002862158564178289,0.64894584253817,0.010300732987393013,9,42,3.3987691414426826,0.610943064797977,269,111,0.6671218758927631,0.08582451195107099,0.9644354450672579,1,COMPLETE,0.4
12,0.004461463264542815,2024-10-17 21:58:08.435085,2024-10-17 21:58:12.127555,0 days 00:00:03.692470,0.0001491922648368569,0.5061420044487632,0.01034185464161847,9,39,2.9309166982304347,0.6170761508413489,303,118,0.7103526394294544,0.013164063366707002,0.9848677030368421,1,COMPLETE,0.4
13,0.004430528110254862,2024-10-17 21:58:12.127779,2024-10-17 21:58:16.439186,0 days 00:00:04.311407,0.00012756158245856076,0.5037323507812412,0.010934945748027908,9,30,2.1173598778407614,0.7211891685622638,310,122,0.7443798858055075,0.0386073511914244,0.9987603488735676,3,COMPLETE,0.4
14,0.008292444875124285,2024-10-17 21:58:16.439420,2024-10-17 21:58:22.875098,0 days 00:00:06.435678,0.001230656785073651,0.5125770124868696,0.013175284825362477,8,27,1.2307651094204861,0.784491672013164,719,132,0.8171170297817718,0.1887367257403494,0.8959959568980558,3,COMPLETE,0.4
15,0.00464770170905571,2024-10-17 21:58:22.875331,2024-10-17 21:58:24.302763,0 days 00:00:01.427432,0.00014583604486967513,0.5036300890650064,0.013937395823023033,11,30,2.0225020877202184,0.7564433438019633,305,26,0.7486469423519134,0.023770841391986708,0.9166437773424092,3,COMPLETE,0.4
16,0.0073303497205478,2024-10-17 21:58:24.302994,2024-10-17 21:58:26.983265,0 days 00:00:02.680271,0.0009782262271669617,0.5803837878287303,0.04334055318344251,7,28,2.6032832635272616,0.43065156332474286,373,143,0.992226191622172,0.16233893340498348,0.8501959304137262,3,COMPLETE,0.4
17,0.004544266167651121,2024-10-17 21:58:26.983497,2024-10-17 21:58:32.269400,0 days 00:00:05.285903,0.00011660211374674819,0.9770672007766099,0.023737861303364215,18,63,0.20396833777613388,0.8340158922085038,722,214,0.3671706955249875,0.2976363621954053,0.9534772558428666,2,COMPLETE,0.4
18,0.006650308136307186,2024-10-17 21:58:32.269642,2024-10-17 21:58:35.990450,0 days 00:00:03.720808,0.0007837230058375966,0.5681033682104789,0.013314462823540117,10,54,1.5528288284125877,0.6826567133558292,337,85,0.04605125469177307,0.13257726059587166,0.8441773569718549,2,COMPLETE,0.4
19,0.005025381103195489,2024-10-17 21:58:35.990682,2024-10-17 21:58:39.952897,0 days 00:00:03.962215,0.00035908170868586056,0.7300069143293467,0.010143951204645847,12,24,3.262873652810431,0.5105347768682618,227,144,0.5101360724843875,0.017672454740199565,0.9998531633237606,4,COMPLETE,0.4
0,0.01288631389896353,2024-10-17 21:59:05.939651,2024-10-17 21:59:07.833243,0 days 00:00:01.893592,0.0027190770849442863,0.6368260268535038,0.028309325073429197,5,33,3.5204644113197476,0.23526745749075928,472,284,0.855973030816462,0.1750871434826623,0.9712372698583647,7,COMPLETE,0.5
1,0.02989612477347006,2024-10-17 21:59:07.833475,2024-10-17 21:59:08.038037,0 days 00:00:00.204562,0.3721072967166256,0.5911408241532374,0.02215145205882037,3,79,4.553454611616076,0.8445140394188955,112,179,0.45609225695289735,0.07488754399732478,0.8161264952339408,6,COMPLETE,0.5
2,0.02989612477347006,2024-10-17 21:59:08.038278,2024-10-17 21:59:09.362553,0 days 00:00:01.324275,0.5582186977072807,0.7218559743850708,0.025789842992460885,3,55,2.8245190510049585,0.9302301994327108,865,144,0.5367764570899483,0.12244387990313543,0.5976581786165671,6,COMPLETE,0.5
3,0.014994671247047996,2024-10-17 21:59:09.362788,2024-10-17 21:59:15.173481,0 days 00:00:05.810693,0.0033034638031205097,0.8205309833060184,0.026443715193801898,16,61,7.5328477460891365,0.5555316140539335,599,295,0.7173459829363968,0.6922026821180617,0.9908371427531426,2,COMPLETE,0.5
4,0.009205862751616646,2024-10-17 21:59:15.173725,2024-10-17 21:59:15.823344,0 days 00:00:00.649619,0.0016907542448025396,0.7666740271661304,0.059395499340827974,9,93,1.2681060709335312,0.4724265444282596,108,116,0.44722989141663716,0.1510730739224616,0.6882358045877144,1,COMPLETE,0.5
5,0.02989612477347006,2024-10-17 21:59:15.823567,2024-10-17 21:59:21.870740,0 days 00:00:06.047173,0.07416217744654195,0.7454768387550199,0.05023904770370788,16,81,8.059268198953323,0.3873690679186196,606,251,0.7061219666906483,0.47179017023092873,0.6708524746718387,1,COMPLETE,0.5
6,0.02989612477347006,2024-10-17 21:59:21.870976,2024-10-17 21:59:24.469689,0 days 00:00:02.598713,0.008297016653021815,0.9616018698016666,0.09604074919128178,17,82,0.5233222074380902,0.7005065107388567,530,91,0.02503247876885928,0.19494107306922914,0.6179614711242198,2,COMPLETE,0.5
7,0.0063678355905054315,2024-10-17 21:59:24.469915,2024-10-17 21:59:30.589589,0 days 00:00:06.119674,0.0008157021908429778,0.6372612835479005,0.013661487036064505,13,72,0.3402894864891304,0.8376694712309921,597,130,0.06130982124638906,0.5143483886212541,0.9215937341094191,2,COMPLETE,0.5
8,0.004448713495879513,2024-10-17 21:59:30.589830,2024-10-17 21:59:33.968070,0 days 00:00:03.378240,0.00016993721873268428,0.7434335168455786,0.0291465971750016,19,77,8.797635632843619,0.9529971446629089,846,177,0.7846052288940519,0.1454731438595015,0.5403317186723304,2,COMPLETE,0.5
9,0.02989612477347006,2024-10-17 21:59:33.968300,2024-10-17 21:59:37.981332,0 days 00:00:04.013032,0.22291661529805123,0.5302589803090909,0.02711118831179462,10,6,9.238215290809274,0.5711603786851606,374,267,0.8484028557650276,0.4284680003422463,0.6000348715329943,5,COMPLETE,0.5
10,0.004318136165865132,2024-10-17 21:59:37.981716,2024-10-17 21:59:42.951143,0 days 00:00:04.969427,0.0001428308887639343,0.9175958686197159,0.010159590602469354,20,38,6.326708959838074,0.00035865482626351586,990,31,0.9954560012299116,0.9687536621182837,0.5052382005616927,10,COMPLETE,0.5
11,0.0042531733825742,2024-10-17 21:59:42.951383,2024-10-17 21:59:49.724522,0 days 00:00:06.773139,0.00011493282379578078,0.9156438360922101,0.010055997189330331,20,32,6.746322329190807,0.03878250881511481,982,46,0.966537016531468,0.9423200278895199,0.5125082692688389,10,COMPLETE,0.5
