number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,alpha
13,0.003971160868077299,2024-10-16 22:03:44.282927,2024-10-16 22:03:50.137811,0 days 00:00:05.854884,0.8402471969227817,0.05410177124900437,17,99,7.245449195300521,0.5544024891657523,628,137,0.8156113872830976,0.5750483908440742,0.502764641092907,1,COMPLETE,0.5
14,0.003921160376928032,2024-10-16 22:03:50.138088,2024-10-16 22:03:55.364302,0 days 00:00:05.226214,0.8487743284410183,0.03445925448884676,8,63,7.232540087226374,0.31850032218834423,637,111,0.975643330633765,0.627165876499071,0.6050270492636918,7,COMPLETE,0.5
15,0.003932891019775785,2024-10-16 22:03:55.364535,2024-10-16 22:04:00.759087,0 days 00:00:05.394552,0.7826304509599692,0.05185742283025021,20,94,7.053676187947929,0.6638332443314463,769,169,0.7609084176065742,0.36381396791204607,0.948457598175455,7,COMPLETE,0.5
16,0.004130346128459268,2024-10-16 22:04:00.759326,2024-10-16 22:04:08.428371,0 days 00:00:07.669045,0.6076375517695709,0.08061004417872787,16,67,8.424153288675225,0.4496106565944737,526,297,0.7378136078285054,0.26702258120353645,0.5970864177398316,2,PRUNED,0.5
17,0.003938256359957417,2024-10-16 22:04:08.428525,2024-10-16 22:04:14.685953,0 days 00:00:06.257428,0.8779451331783124,0.02777297017509265,10,89,6.234826674622378,0.27482888631383373,599,100,0.8921412554079126,0.4622734939614999,0.7802792281447498,2,COMPLETE,0.5
18,0.003947594686279722,2024-10-16 22:04:14.686906,2024-10-16 22:04:20.522661,0 days 00:00:05.835755,0.7739927532400014,0.02913171086327574,13,100,8.389451320940355,0.7862186728774457,741,137,0.7101613331081367,0.6503981321449244,0.882132391883024,7,COMPLETE,0.5
19,0.00396869394482943,2024-10-16 22:04:20.522906,2024-10-16 22:04:26.935908,0 days 00:00:06.413002,0.9110013566362396,0.042807661720614745,18,54,3.4383325469489066,0.579527018603972,499,211,0.9981427746465851,0.8631831869064586,0.5023659287045968,2,PRUNED,0.5
0,0.0038562712219280177,2024-10-16 22:04:34.484120,2024-10-16 22:04:48.320656,0 days 00:00:13.836536,0.8784208491665481,0.013564089832331547,14,22,5.476979307894731,0.7293608822027173,861,194,0.5076690631100644,0.6418729544298474,0.594476425298729,1,COMPLETE,0.6
1,0.0038148121342780465,2024-10-16 22:04:48.320911,2024-10-16 22:04:49.174316,0 days 00:00:00.853405,0.6857782560304179,0.06999073062000048,14,65,7.540204911610824,0.5467931819895967,101,37,0.32083163770622924,0.8729402500284917,0.6281693536694977,1,COMPLETE,0.6
2,0.003821806851332598,2024-10-16 22:04:49.174545,2024-10-16 22:04:53.824409,0 days 00:00:04.649864,0.7368264717213324,0.03870520881360041,14,45,8.797846275919959,0.33133426367343455,776,24,0.1104085887650561,0.636893870440812,0.5166982174937373,2,COMPLETE,0.6
3,0.003877477844435161,2024-10-16 22:04:53.824631,2024-10-16 22:04:59.730457,0 days 00:00:05.905826,0.5814138770178404,0.025227235041890478,7,12,6.53333251683525,0.7250968815387413,693,100,0.8066078574861266,0.10129161989714264,0.9668298043550392,2,COMPLETE,0.6
4,0.0038446103916331673,2024-10-16 22:04:59.730694,2024-10-16 22:05:05.809064,0 days 00:00:06.078370,0.8500922067889798,0.018409550719767603,7,67,0.7200119719540787,0.04298833223246379,741,66,0.0169550617474431,0.1907473214158566,0.6373081423886673,3,COMPLETE,0.6
5,0.003911501283623607,2024-10-16 22:05:05.809487,2024-10-16 22:05:23.440162,0 days 00:00:17.630675,0.7184772177945027,0.012238929180591633,20,67,7.084344953205685,0.5506423120988444,963,267,0.06616447240345835,0.45079031387230206,0.6851462340629526,8,PRUNED,0.6
6,0.0039326278068337155,2024-10-16 22:05:23.441225,2024-10-16 22:05:31.656548,0 days 00:00:08.215323,0.932142322042504,0.04870904994183136,16,18,0.05049668751661337,0.18955650316300332,289,147,0.15344313491889305,0.9794569854223812,0.7271483603300194,10,PRUNED,0.6
7,0.00400306747675445,2024-10-16 22:05:31.656834,2024-10-16 22:05:37.264526,0 days 00:00:05.607692,0.5719528658173179,0.028793879739938827,20,74,2.957324973802825,0.7437296693803559,318,299,0.23973578465892853,0.7628074559312117,0.9531516394960358,7,PRUNED,0.6
8,0.0039025618366173185,2024-10-16 22:05:37.264683,2024-10-16 22:05:46.351499,0 days 00:00:09.086816,0.8348028274519345,0.011049690751040796,10,64,1.7863618333793836,0.6643713283514586,653,297,0.239446212978894,0.10405445270653069,0.6378538891042976,10,PRUNED,0.6
9,0.004691738890195176,2024-10-16 22:05:46.351636,2024-10-16 22:05:47.294404,0 days 00:00:00.942768,0.771018554672771,0.010614356173661525,4,54,6.694121337406638,0.2395172538509185,239,240,0.3056101617275594,0.26531517293315,0.7656848235135181,2,PRUNED,0.6
10,0.003924522269242407,2024-10-16 22:05:47.294538,2024-10-16 22:05:47.931219,0 days 00:00:00.636681,0.5230283270679573,0.09869444896951621,11,100,9.953563396908795,0.9055851592985988,103,23,0.5282186674445848,0.99724716010437,0.8370366036540051,5,PRUNED,0.6
11,0.00378831790675381,2024-10-16 22:05:47.931401,2024-10-16 22:05:50.311817,0 days 00:00:02.380416,0.6817003278377113,0.05549674817964827,15,38,9.27598986706765,0.3803998855739471,453,22,0.326395656823541,0.7724919498618209,0.5151675603052346,4,COMPLETE,0.6
12,0.00400207205265543,2024-10-16 22:05:50.312125,2024-10-16 22:05:59.003892,0 days 00:00:08.691767,0.6613805212766671,0.07075076153867467,16,38,8.303126071772743,0.43319783299743775,494,95,0.3974232476361841,0.8217155220414997,0.5102282732634209,4,PRUNED,0.6
13,0.003911728199868244,2024-10-16 22:05:59.004095,2024-10-16 22:06:03.864663,0 days 00:00:04.860568,0.6337876388798507,0.05941473274841271,17,86,4.295217291780653,0.48816004604329044,468,62,0.6908295129624328,0.8312421787152658,0.5719295691142124,6,PRUNED,0.6
14,0.004017895314938542,2024-10-16 22:06:03.864827,2024-10-16 22:06:06.643130,0 days 00:00:02.778303,0.6652457142004837,0.0915199618040603,14,29,9.83340726618368,0.39767384045962095,109,148,0.41604189866995306,0.47552059174981215,0.5648109711230814,4,PRUNED,0.6
15,0.0038606475936130485,2024-10-16 22:06:06.643284,2024-10-16 22:06:11.122058,0 days 00:00:04.478774,0.7937483473041287,0.04387194774296521,9,53,8.32711112952607,0.5774982074584092,582,62,0.9628832567797698,0.6185492894070759,0.6601576306241332,1,PRUNED,0.6
16,0.0039262193858335325,2024-10-16 22:06:11.122302,2024-10-16 22:06:14.190541,0 days 00:00:03.068239,0.9902657413219449,0.06644863815702605,13,36,7.567293528357749,0.9848567532846185,415,111,0.6196300392026131,0.9098727843566723,0.8033845057070621,4,PRUNED,0.6
17,0.003858487038195833,2024-10-16 22:06:14.190696,2024-10-16 22:06:15.497066,0 days 00:00:01.306370,0.6990769921035913,0.0549902474158981,17,5,5.270967476140684,0.3102975469986726,214,23,0.3660758911609298,0.7221502742205201,0.5099748863878798,6,PRUNED,0.6
18,0.003867552921235332,2024-10-16 22:06:15.497215,2024-10-16 22:06:20.780175,0 days 00:00:05.282960,0.6071146631853424,0.07894081636225721,12,81,9.074137675205716,0.10049858137637757,371,184,0.19865066129465733,0.5509412702186128,0.5923639767412723,3,PRUNED,0.6
19,0.003951606765115318,2024-10-16 22:06:20.780327,2024-10-16 22:06:26.163457,0 days 00:00:05.383130,0.533843035972702,0.0335751079973991,18,46,3.9442125890057094,0.6182100611851677,571,56,0.6328540623226258,0.3174092708698901,0.8827979124444072,8,PRUNED,0.6
0,0.00348107652438312,2024-10-16 22:06:28.592113,2024-10-16 22:06:35.544130,0 days 00:00:06.952017,0.685653709992514,0.04621053259844157,9,27,0.3855299811520396,0.5481645848738669,815,92,0.6010061152568555,0.29756449134000873,0.7144252322352904,5,COMPLETE,0.7
1,0.0040285560753790025,2024-10-16 22:06:35.544346,2024-10-16 22:06:44.479646,0 days 00:00:08.935300,0.715631525365557,0.010749079158947546,20,69,5.323512840313373,0.2865910731351089,331,168,0.6831504762637217,0.17609417770857527,0.7751495736326267,6,COMPLETE,0.7
2,0.003516655695368278,2024-10-16 22:06:44.479880,2024-10-16 22:06:45.882249,0 days 00:00:01.402369,0.9279211997733766,0.09105868521047837,7,21,1.6638200278394197,0.7797590593433467,207,122,0.40323658675094176,0.8137347570188885,0.7465126173400176,6,COMPLETE,0.7
3,0.003634490455452235,2024-10-16 22:06:45.882524,2024-10-16 22:06:46.677947,0 days 00:00:00.795423,0.7921278139693493,0.06794070736245432,3,12,1.6116307723562138,0.0709864593373527,354,145,0.6051627061206887,0.5498130605704453,0.7418429457904098,2,COMPLETE,0.7
4,0.004457809458956344,2024-10-16 22:06:46.678160,2024-10-16 22:06:50.058637,0 days 00:00:03.380477,0.5575875514084052,0.01832991727395446,11,21,4.338567309529985,0.02684488321125833,156,98,0.4035420300595477,0.3877093808415988,0.9856206761284028,8,COMPLETE,0.7
5,0.0035857514082412987,2024-10-16 22:06:50.058867,2024-10-16 22:06:55.047842,0 days 00:00:04.988975,0.6470175940720428,0.01944849683848864,14,81,2.1314006970169683,0.7973129716664408,703,125,0.9389869994487794,0.6280389037060343,0.5158999054342115,3,COMPLETE,0.7
6,0.0036176942460924726,2024-10-16 22:06:55.049326,2024-10-16 22:07:00.419452,0 days 00:00:05.370126,0.8925053814617414,0.013096893441703991,9,80,6.079406125982688,0.9465045360531884,505,62,0.42188232419603033,0.5747008919885493,0.8074610282878951,5,PRUNED,0.7
7,0.003650522126428769,2024-10-16 22:07:00.419607,2024-10-16 22:07:04.950606,0 days 00:00:04.530999,0.8769531186684283,0.02845362134734305,13,59,4.145759482447144,0.7992057887174915,384,263,0.9022228170371988,0.2086532834148982,0.8268046773220837,4,PRUNED,0.7
8,0.0036949595392097336,2024-10-16 22:07:04.950765,2024-10-16 22:07:07.578581,0 days 00:00:02.627816,0.5079794004695162,0.06805357123921897,19,98,5.064953584458208,0.5773775748474156,243,132,0.359107400379184,0.412856388323369,0.7650368256339184,4,PRUNED,0.7
9,0.0034949383381134304,2024-10-16 22:07:07.578729,2024-10-16 22:07:10.907465,0 days 00:00:03.328736,0.965389699532043,0.0228279606655904,5,51,1.8117877859379612,0.9671000753521131,775,49,0.0022165219750100995,0.48112221461031834,0.8164968550486464,4,COMPLETE,0.7
10,0.0036203471234969257,2024-10-16 22:07:10.907684,2024-10-16 22:07:27.871880,0 days 00:00:16.964196,0.6480176726267397,0.04457972598903494,16,37,8.659386344837108,0.4160463921118012,985,209,0.13715913543292513,0.021053329571024515,0.5981205898603127,10,PRUNED,0.7
11,0.00339773218731548,2024-10-16 22:07:27.872152,2024-10-16 22:07:31.696440,0 days 00:00:03.824288,0.9929057797361858,0.03352602936540174,5,39,0.18864711165130288,0.5640622691364063,790,27,0.1110056719666986,0.9571588429532014,0.9160785592074225,1,COMPLETE,0.7
12,0.003465056426215435,2024-10-16 22:07:31.696680,2024-10-16 22:07:35.993183,0 days 00:00:04.296503,0.7434963659434268,0.03993555689953716,8,37,0.0029703572929617172,0.5659904116814991,853,24,0.21120520051537417,0.8981095512538844,0.9773923960966235,1,COMPLETE,0.7
13,0.00344866948133035,2024-10-16 22:07:35.995303,2024-10-16 22:07:40.823357,0 days 00:00:04.828054,0.7912821479542336,0.03966100811232843,6,46,0.3155314503992236,0.37569377492846084,1000,24,0.17685087033436386,0.9703784647611647,0.986330312797658,1,COMPLETE,0.7
14,0.003638087464248121,2024-10-16 22:07:40.823593,2024-10-16 22:07:43.146247,0 days 00:00:02.322654,0.8206049019444822,0.03220690796974696,3,46,3.007258809785244,0.2849504773839329,974,23,0.0017142412290822029,0.9818555474081299,0.9084978615166008,1,PRUNED,0.7
15,0.0034551027691999423,2024-10-16 22:07:43.146452,2024-10-16 22:07:47.432454,0 days 00:00:04.286002,0.996245720674388,0.032975376541325374,6,63,7.313554328968337,0.39969887387799885,644,73,0.23394974500297905,0.7510728428765947,0.9059063198827251,2,COMPLETE,0.7
16,0.0034219179851558115,2024-10-16 22:07:47.432690,2024-10-16 22:07:51.240632,0 days 00:00:03.807942,0.8305559568318186,0.06295544017239474,5,39,0.5957223189312282,0.6743514488483918,897,292,0.14039435649638088,0.9878283617934353,0.8996745596132382,1,COMPLETE,0.7
17,0.0034261515518538145,2024-10-16 22:07:51.240868,2024-10-16 22:07:53.357616,0 days 00:00:02.116748,0.8684227003460083,0.06099612061874759,4,6,9.894046230826733,0.6623095181537313,572,287,0.10560549346354332,0.7269300627863156,0.8945694647391701,2,COMPLETE,0.7
18,0.0035496683106579947,2024-10-16 22:07:53.357836,2024-10-16 22:07:58.713674,0 days 00:00:05.355838,0.9468129461007877,0.09656024558904504,10,33,2.811865640295815,0.6526645091684661,879,219,0.29569503682822174,0.858594725067257,0.6693268650495681,8,PRUNED,0.7
19,0.0034394397682034525,2024-10-16 22:07:58.713867,2024-10-16 22:08:01.990170,0 days 00:00:03.276303,0.9920773231669224,0.05625111676156668,5,42,1.1429638387131225,0.7202111162827597,723,178,0.08267870963364005,0.6862921025126925,0.8672583944596145,3,COMPLETE,0.7
0,0.002929831114086246,2024-10-16 22:08:05.697387,2024-10-16 22:08:06.694442,0 days 00:00:00.997055,0.7121536027355373,0.09902152454933502,12,53,8.620302630316319,0.5528128333465998,148,68,0.7984944838377974,0.1071723155089126,0.5275903840463886,6,COMPLETE,0.8
1,0.0027594617125833642,2024-10-16 22:08:06.694665,2024-10-16 22:08:09.235164,0 days 00:00:02.540499,0.8911788862544456,0.047615454982771456,5,8,1.8878594853178794,0.7215920779511158,763,104,0.5644102167475805,0.14024262266504917,0.6950098934468929,3,COMPLETE,0.8
2,0.0031053529460736908,2024-10-16 22:08:09.235391,2024-10-16 22:08:12.023571,0 days 00:00:02.788180,0.5572006453637968,0.01554699604049807,7,91,0.48868293638290045,0.933358293772551,331,253,0.07068869772883357,0.21942948398256923,0.890795109513755,7,COMPLETE,0.8
3,0.003284875262481232,2024-10-16 22:08:12.023802,2024-10-16 22:08:15.353912,0 days 00:00:03.330110,0.9417161683677986,0.010710828712579298,10,78,3.2608750547221423,0.9083633170300873,346,293,0.04976171517727501,0.9334420472479402,0.5482209657182329,4,COMPLETE,0.8
4,0.0028815922322045434,2024-10-16 22:08:15.354134,2024-10-16 22:08:20.760750,0 days 00:00:05.406616,0.976661864096396,0.09522038720223981,14,80,4.649409495512912,0.24952186854724567,545,83,0.5980912657839269,0.37388372795464053,0.8072216471133938,9,COMPLETE,0.8
5,0.002944970247915076,2024-10-16 22:08:20.761073,2024-10-16 22:08:34.437656,0 days 00:00:13.676583,0.8339454675564597,0.011954704589360347,20,80,2.2791933033264944,0.38317420452082407,840,207,0.3311632636357422,0.6612500433636589,0.8357476685481087,7,PRUNED,0.8
6,0.0030092877388099644,2024-10-16 22:08:34.437812,2024-10-16 22:08:44.837205,0 days 00:00:10.399393,0.5754175755137905,0.015175691584304499,11,28,3.2087775375023146,0.4200266860496945,633,187,0.20825529744625937,0.31378761600265004,0.5930402361326514,6,PRUNED,0.8
7,0.0028797353799779944,2024-10-16 22:08:44.837365,2024-10-16 22:08:47.046817,0 days 00:00:02.209452,0.9445693002406552,0.06730226333982742,6,45,7.7684366977529375,0.9808093164556284,638,96,0.43883264659760746,0.9958400857154902,0.9525298764735823,10,COMPLETE,0.8
8,0.0029640120887398104,2024-10-16 22:08:47.047047,2024-10-16 22:08:49.290583,0 days 00:00:02.243536,0.5818037973586246,0.04668578711229726,13,70,9.084985074857263,0.9103301365761578,315,224,0.5046914651610453,0.3511432881952328,0.8940622129004219,10,PRUNED,0.8
9,0.0029044016145309787,2024-10-16 22:08:49.290837,2024-10-16 22:08:59.398149,0 days 00:00:10.107312,0.9211173695037405,0.011813353164715738,12,89,5.893046950220412,0.6008262333302457,952,94,0.06929314178346091,0.45235863605879056,0.9091405177237333,7,COMPLETE,0.8
10,0.0029792366017638195,2024-10-16 22:08:59.400566,2024-10-16 22:09:01.184047,0 days 00:00:01.783481,0.7816461550616751,0.028076410599591553,3,9,1.5685689447873032,0.012011598767306286,800,20,0.978569557873544,0.017056971396749457,0.656284498945589,1,PRUNED,0.8
11,0.002974854438733208,2024-10-16 22:09:01.184198,2024-10-16 22:09:02.587764,0 days 00:00:01.403566,0.8620973912657612,0.05296886281757129,3,31,6.783757790238299,0.7431065207826942,639,123,0.5902606386433863,0.6859175335283221,0.6899263093608078,3,PRUNED,0.8
12,0.0029730043546412253,2024-10-16 22:09:02.587903,2024-10-16 22:09:06.188059,0 days 00:00:03.600156,0.6893801041067068,0.0588595537096604,7,8,6.960003628858716,0.7241409289296536,758,145,0.3665275100108597,0.9523723361385131,0.9770309387505681,2,PRUNED,0.8
13,0.0027769533255091504,2024-10-16 22:09:06.188205,2024-10-16 22:09:08.655195,0 days 00:00:02.466990,0.8800319030367021,0.031577272463700706,6,36,0.018144103668864098,0.7420867474611754,509,34,0.738761017900332,0.6184574015168602,0.739189794847134,4,COMPLETE,0.8
14,0.002783441607419731,2024-10-16 22:09:08.655430,2024-10-16 22:09:10.417394,0 days 00:00:01.761964,0.8582455857951594,0.030664902004824676,5,21,0.5194331383741122,0.7328547968117264,480,40,0.7677508183329496,0.6828167924377366,0.7273387691200558,4,COMPLETE,0.8
15,0.002857076912253356,2024-10-16 22:09:10.417665,2024-10-16 22:09:15.643915,0 days 00:00:05.226250,0.7985817119326917,0.022826793717009318,9,47,0.01854510579937963,0.6514426090060697,990,47,0.7560341186937176,0.5861346065572876,0.7783480522169575,4,COMPLETE,0.8
16,0.0029221218375507798,2024-10-16 22:09:15.644206,2024-10-16 22:09:18.185904,0 days 00:00:02.541698,0.8929088360701132,0.038726707406512,17,19,1.7582381583889508,0.8138605412177818,457,130,0.9639371723605412,0.8209440655552029,0.6298427342966143,1,PRUNED,0.8
17,0.0027878017132506516,2024-10-16 22:09:18.186065,2024-10-16 22:09:23.279538,0 days 00:00:05.093473,0.9959508413819005,0.039550529662233255,8,37,4.357191810694252,0.4624978602857569,734,159,0.6320249788472553,0.5022254890729344,0.7205649396957591,3,COMPLETE,0.8
18,0.0033406100631835035,2024-10-16 22:09:23.280807,2024-10-16 22:09:24.119497,0 days 00:00:00.838690,0.6526753703013404,0.022135497449615738,5,60,3.0769018004831654,0.31012485532107226,159,53,0.8513147429526978,0.17597213791256835,0.7685919461129069,5,PRUNED,0.8
19,0.002848930172263763,2024-10-16 22:09:24.119657,2024-10-16 22:09:26.580479,0 days 00:00:02.460822,0.7762121349631262,0.02258008002163035,4,18,1.5151367295806957,0.8180265498032862,851,20,0.6875341009994682,0.8125008891186366,0.6701155500865963,2,COMPLETE,0.8
0,0.00408270477102373,2024-10-16 22:09:29.322524,2024-10-16 22:09:30.343208,0 days 00:00:01.020684,0.5816355296725488,0.010411996270100117,11,5,0.4911536817443691,0.14353319664542408,206,20,0.24908643361864347,0.6050552507617127,0.7534755823469691,5,COMPLETE,0.9
1,0.001843822436772931,2024-10-16 22:09:30.343426,2024-10-16 22:09:33.570929,0 days 00:00:03.227503,0.7900127213225605,0.058721813768668994,6,31,3.5261196418224383,0.37837304828478124,859,282,0.26813873405874145,0.848057172930424,0.7545400395812158,8,COMPLETE,0.9
2,0.0030699711720681712,2024-10-16 22:09:33.571155,2024-10-16 22:09:35.354720,0 days 00:00:01.783565,0.8484024516465225,0.014191999752171934,16,32,6.1004541279950555,0.5201372139797592,190,42,0.16282188693546307,0.7185662108632592,0.9366307824027968,6,COMPLETE,0.9
3,0.0018180190657840218,2024-10-16 22:09:35.354949,2024-10-16 22:09:42.232793,0 days 00:00:06.877844,0.7366404916459861,0.01380940750941407,9,14,8.010444936174018,0.3573478488882752,747,81,0.2295978187660851,0.7701321971143195,0.7745946717787652,1,COMPLETE,0.9
4,0.00219269416916495,2024-10-16 22:09:42.233030,2024-10-16 22:09:43.720787,0 days 00:00:01.487757,0.5048848098575426,0.02821331575116283,14,11,6.793816979082756,0.8779789438524532,140,162,0.5329237350024223,0.1272113896866528,0.932132207152085,5,COMPLETE,0.9
5,0.0018593160130250942,2024-10-16 22:09:43.720986,2024-10-16 22:09:44.598477,0 days 00:00:00.877491,0.8871667679251578,0.05630897479480669,4,85,5.514654405935346,0.47064800480772084,398,72,0.8110433052598311,0.43548336518785424,0.5062946486770894,9,COMPLETE,0.9
6,0.0018457691337031557,2024-10-16 22:09:44.599000,2024-10-16 22:09:49.790592,0 days 00:00:05.191592,0.6611762089785322,0.017630307902556305,17,35,4.815409281877079,0.5932604103588333,789,282,0.08155611382949957,0.30309214228902137,0.9731395788186608,5,COMPLETE,0.9
7,0.001845644973174996,2024-10-16 22:09:49.790826,2024-10-16 22:09:53.207208,0 days 00:00:03.416382,0.6891987946403972,0.023450379318980467,15,89,7.727180286643764,0.4209906580114421,547,114,0.5324729535293066,0.7060875219286855,0.8690781891869923,9,COMPLETE,0.9
8,0.0018431132405579904,2024-10-16 22:09:53.207442,2024-10-16 22:09:54.782939,0 days 00:00:01.575497,0.7159867476240627,0.024329875603517546,10,92,4.494089762512488,0.9299910700338212,469,261,0.041239465775534834,0.4881721241369187,0.597768950400956,4,COMPLETE,0.9
9,0.0018757721146749078,2024-10-16 22:09:54.783168,2024-10-16 22:09:57.582239,0 days 00:00:02.799071,0.8055907556312409,0.02530857230796374,20,50,5.427959371293744,0.88919596746252,918,220,0.3934790572871123,0.6818616308268718,0.730617046407547,1,PRUNED,0.9
10,0.0017804059691975266,2024-10-16 22:09:57.582396,2024-10-16 22:10:02.738386,0 days 00:00:05.155990,0.9966269424266133,0.040821425423978694,8,71,9.595691037605638,0.14237952325970127,706,149,0.9696097669393856,0.9830753937901686,0.6410519061757723,1,COMPLETE,0.9
11,0.00179383970474107,2024-10-16 22:10:02.738618,2024-10-16 22:10:09.191749,0 days 00:00:06.453131,0.9592243904325958,0.04025395168403137,9,69,9.7811564259185,0.0716742250597262,668,146,0.9945958431049164,0.9921310729235445,0.6449716972499341,1,COMPLETE,0.9
12,0.0018264562850575758,2024-10-16 22:10:09.191980,2024-10-16 22:10:13.855616,0 days 00:00:04.663636,0.9647969046233809,0.09206794422575595,7,71,9.616346861161052,0.012296963472252148,663,173,0.978297130842342,0.9966688178955575,0.6320363743425957,3,COMPLETE,0.9
13,0.001914695169388016,2024-10-16 22:10:13.855844,2024-10-16 22:10:15.208843,0 days 00:00:01.352999,0.9908125954837156,0.04238838899421047,3,71,9.949276535782943,0.1862026990526114,641,134,0.9742340757377499,0.9739885482497916,0.6361660350126987,2,PRUNED,0.9
14,0.0017917633366354505,2024-10-16 22:10:15.208997,2024-10-16 22:10:17.974753,0 days 00:00:02.765756,0.9179629383121811,0.040876350108585986,8,70,8.79519790842715,0.018776127109556034,329,214,0.7282867173145521,0.8819687741993391,0.5293729666548236,3,COMPLETE,0.9
15,0.0018120247134054456,2024-10-16 22:10:17.974987,2024-10-16 22:10:19.798453,0 days 00:00:01.823466,0.8986607864698501,0.038909012128184504,7,55,8.311590526609956,0.259603757992196,313,201,0.7366405596003451,0.8461993879864305,0.5072639954671354,3,COMPLETE,0.9
16,0.001800761610588811,2024-10-16 22:10:19.798691,2024-10-16 22:10:22.226470,0 days 00:00:02.427779,0.9160639197468874,0.061848885226770324,13,100,1.7414069203334117,0.2429529977815357,329,233,0.7409969441084397,0.8579375527781892,0.5544301796332479,3,COMPLETE,0.9
17,0.0018818006557775255,2024-10-16 22:10:22.226711,2024-10-16 22:10:23.379255,0 days 00:00:01.152544,0.993028415447607,0.08785118005939056,5,59,8.705541684995382,0.6277675446079694,526,191,0.8508852678045745,0.5778826990072871,0.5775701576757672,7,PRUNED,0.9
18,0.0017895367151278682,2024-10-16 22:10:23.379410,2024-10-16 22:10:27.632019,0 days 00:00:04.252609,0.831122102249217,0.03329773472289723,8,75,7.151740392359485,0.003084693810999961,436,241,0.6074369103116998,0.0234761623706774,0.6858024150889662,2,COMPLETE,0.9
19,0.001868575565456302,2024-10-16 22:10:27.632259,2024-10-16 22:10:30.622449,0 days 00:00:02.990190,0.8333905144490087,0.03262507414694268,12,80,7.271118232181495,0.7325436611160534,998,248,0.4019632889513819,0.0023267613851228885,0.6957066294098538,2,PRUNED,0.9
