number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,alpha
18,0.004013657633989344,2024-10-26 14:30:56.645121,2024-10-26 14:30:57.271099,0 days 00:00:00.625978,0.6567444525734507,0.039852918437697386,3,90,1.408683051395375,0.89512331919591,376,25,0.8438928391765831,0.4636181063783666,0.7191853279649285,9,PRUNED,0.5
19,0.0032774905315991923,2024-10-26 14:30:57.271227,2024-10-26 14:30:59.701064,0 days 00:00:02.429837,0.8999197933025387,0.05806649091918935,9,69,9.640289559490862,0.6729951156897978,579,65,0.6660700987491879,0.989294732382323,0.9341088236451118,7,COMPLETE,0.5
0,0.0034819782128730323,2024-10-26 14:31:02.663069,2024-10-26 14:31:05.363560,0 days 00:00:02.700491,0.8807741478408135,0.010484853010789693,5,23,2.485177104042742,0.5496240741235053,757,57,0.5602112672791089,0.19749540339987937,0.901468901126074,8,COMPLETE,0.6
1,0.0041339666198541855,2024-10-26 14:31:05.363747,2024-10-26 14:31:05.944955,0 days 00:00:00.581208,0.5414793192982397,0.043112482145565956,4,50,3.359896142430342,0.3162046959129361,255,53,0.7061535178029196,0.7627318548395641,0.7307515830290268,9,COMPLETE,0.6
2,0.003198446639834329,2024-10-26 14:31:05.945154,2024-10-26 14:31:10.153248,0 days 00:00:04.208094,0.9504496592674536,0.042038124660729384,15,96,3.271323955763101,0.6227244381335687,708,298,0.5294885086183584,0.11835296617614988,0.8951863500004322,2,COMPLETE,0.6
3,0.003193601431589473,2024-10-26 14:31:10.153437,2024-10-26 14:31:13.866668,0 days 00:00:03.713231,0.8449176248995882,0.02864965371329725,20,15,1.9135392634065063,0.83906278278372,308,193,0.5366271449390582,0.9011008314957937,0.5214875853458835,6,COMPLETE,0.6
4,0.003408141669227407,2024-10-26 14:31:13.866856,2024-10-26 14:31:16.690303,0 days 00:00:02.823447,0.5302699420772339,0.08353542558118236,8,99,9.833495213297898,0.3735277614178,536,146,0.5397268483269151,0.18392483607980592,0.7775965796712565,10,COMPLETE,0.6
5,0.003374987517656332,2024-10-26 14:31:16.690495,2024-10-26 14:31:26.505433,0 days 00:00:09.814938,0.8400434694458,0.0758686716906188,14,5,1.5777389984633214,0.5878020730800858,757,260,0.15921143335941335,0.8443164659162709,0.5399385986209668,5,COMPLETE,0.6
6,0.003446555429833154,2024-10-26 14:31:26.505627,2024-10-26 14:31:37.320194,0 days 00:00:10.814567,0.9041224349612502,0.03813191149631819,20,19,6.825148742339507,0.1664397176711352,443,213,0.6969927831792947,0.5127323837407053,0.7501951063722796,1,PRUNED,0.6
7,0.0050637737537402765,2024-10-26 14:31:37.320331,2024-10-26 14:31:37.610694,0 days 00:00:00.290363,0.5974663871544421,0.01974693643704635,4,44,7.458396028962738,0.6932647795876823,115,177,0.6432407945371416,0.3225538989177995,0.6601523729205305,9,PRUNED,0.6
8,0.003676548223244176,2024-10-26 14:31:37.610823,2024-10-26 14:31:39.269266,0 days 00:00:01.658443,0.8077028167941187,0.01969756569523278,4,93,9.785996873834609,0.3408162690227692,671,223,0.44987083806540007,0.24735069151151756,0.820104690866091,9,PRUNED,0.6
9,0.003211293985010805,2024-10-26 14:31:39.269398,2024-10-26 14:31:50.823713,0 days 00:00:11.554315,0.852005790776102,0.018832710171244917,16,47,2.3298106092231885,0.3986164228679201,736,211,0.6793855678112911,0.595747416678634,0.6575199305012023,2,COMPLETE,0.6
10,0.0032662558353979054,2024-10-26 14:31:50.823911,2024-10-26 14:31:54.677169,0 days 00:00:03.853258,0.6975953720017031,0.026093331821859352,20,74,0.16020460305808903,0.9320194270252609,984,123,0.9322658867469228,0.9985715635684629,0.5073407415334013,6,COMPLETE,0.6
11,0.00365350911119731,2024-10-26 14:31:54.677365,2024-10-26 14:31:57.469715,0 days 00:00:02.792350,0.9945518734442189,0.05423621392877061,16,69,4.611605356542116,0.8096971030763414,372,279,0.2603800944369169,0.055901409517540766,0.985004490043654,4,PRUNED,0.6
12,0.003096018611312512,2024-10-26 14:31:57.469854,2024-10-26 14:32:02.011386,0 days 00:00:04.541532,0.9874143790789378,0.032034248397851114,11,75,4.591364336771328,0.9473775406112594,933,111,0.361110234121793,0.41080606968077144,0.8867944907517651,3,COMPLETE,0.6
13,0.003267185534325296,2024-10-26 14:32:02.011579,2024-10-26 14:32:05.838251,0 days 00:00:03.826672,0.7535439582601802,0.029334110987814035,10,70,5.752920128261023,0.9517460451755696,914,103,0.3157709297938602,0.37542072633175494,0.601760141010174,4,PRUNED,0.6
14,0.0036088784834204003,2024-10-26 14:32:05.838393,2024-10-26 14:32:08.815441,0 days 00:00:02.977048,0.9906187460983595,0.012608501085008784,12,32,0.7212121845217796,0.7935009784501977,255,89,0.3807129825757705,0.6238802262721179,0.8484051049707837,7,PRUNED,0.6
15,0.003268516506116748,2024-10-26 14:32:08.815577,2024-10-26 14:32:11.409002,0 days 00:00:02.593425,0.7212618234998133,0.057107033184993945,8,81,4.563850503832938,0.7995534980347301,576,173,0.01467720230355618,0.45217057432098345,0.9824111434772582,4,PRUNED,0.6
16,0.0032113370470136494,2024-10-26 14:32:11.409133,2024-10-26 14:32:14.510781,0 days 00:00:03.101648,0.9263273744525434,0.025523578782887746,18,61,6.271903255619954,0.9950901145426311,884,25,0.8969374934668357,0.7565132628379552,0.6864682722662299,6,COMPLETE,0.6
17,0.0036589871872301444,2024-10-26 14:32:14.512529,2024-10-26 14:32:16.516493,0 days 00:00:02.003964,0.8006971183573297,0.03360602371598447,12,9,7.844730248020543,0.028597648076518656,115,144,0.1996404661604635,0.9704681352071675,0.5737526983307167,3,PRUNED,0.6
18,0.003292808506665988,2024-10-26 14:32:16.516624,2024-10-26 14:32:19.976066,0 days 00:00:03.459442,0.690295005263776,0.01577609672149628,9,38,3.887932006918072,0.8633756323662469,356,184,0.8281038551434269,0.6256875027839535,0.9188660583327831,5,PRUNED,0.6
19,0.0033922885410077193,2024-10-26 14:32:19.976212,2024-10-26 14:32:23.437088,0 days 00:00:03.460876,0.6357151467281608,0.054755779634210626,13,56,1.2911568328103598,0.6982139913311992,544,244,0.3962727647477579,0.8567093758069654,0.8295446892990487,7,PRUNED,0.6
0,0.0028538482047725036,2024-10-26 14:32:27.891142,2024-10-26 14:32:33.384453,0 days 00:00:05.493311,0.9244391494795383,0.04038897596935219,15,6,7.185677064505422,0.30322406694168846,333,134,0.11204839114384446,0.2409775769969188,0.8435347118988177,1,COMPLETE,0.7
1,0.0027877938740877915,2024-10-26 14:32:33.384643,2024-10-26 14:32:37.079356,0 days 00:00:03.694713,0.9073985658889618,0.048254514499306345,13,81,5.738460294409652,0.007440083966201438,787,31,0.4942214046930503,0.6486406392224732,0.9262220590365013,1,COMPLETE,0.7
2,0.004186584958989723,2024-10-26 14:32:37.079547,2024-10-26 14:32:37.828362,0 days 00:00:00.748815,0.5919704861109711,0.06490138242700089,4,55,7.151131365676953,0.6911143976532524,355,77,0.789973835373917,0.35671513709735225,0.6432578070578863,6,COMPLETE,0.7
3,0.002916691218824968,2024-10-26 14:32:37.828551,2024-10-26 14:32:42.952898,0 days 00:00:05.124347,0.8308809725406672,0.010044718265608103,8,20,7.536549326918148,0.8935547431230373,642,149,0.07075560907755263,0.4563562628417124,0.7577062162087449,1,COMPLETE,0.7
4,0.0033294225048702687,2024-10-26 14:32:42.953088,2024-10-26 14:32:44.631510,0 days 00:00:01.678422,0.9788586687057996,0.031616250643449424,6,22,3.635171740234221,0.15073477469894736,492,20,0.45249058949199084,0.48283192932955177,0.7088914106261492,3,COMPLETE,0.7
5,0.0028253914994129745,2024-10-26 14:32:44.631700,2024-10-26 14:32:47.768660,0 days 00:00:03.136960,0.7599779689273495,0.01995185123705834,11,79,7.292154932689932,0.6530781292569734,358,79,0.5883339320500537,0.40175294092280034,0.9071850865970246,1,COMPLETE,0.7
6,0.003411866049618092,2024-10-26 14:32:47.768858,2024-10-26 14:32:49.337694,0 days 00:00:01.568836,0.5668436463969961,0.016398442401460777,6,63,9.304429108284559,0.14004832953760893,297,191,0.749084847325625,0.2526398561397337,0.8154750731731608,4,PRUNED,0.7
7,0.0032865251134056575,2024-10-26 14:32:49.337831,2024-10-26 14:32:54.116376,0 days 00:00:04.778545,0.5418486435851324,0.03434774675837018,11,16,8.153468481739361,0.5498139786384614,388,249,0.6674224753136746,0.2796740151952519,0.8672420719855671,8,PRUNED,0.7
8,0.0029565075463487845,2024-10-26 14:32:54.116512,2024-10-26 14:33:03.108638,0 days 00:00:08.992126,0.7673800837596407,0.013360381879741612,16,84,0.03289957361794645,0.41282916628398414,907,138,0.731662047692465,0.8458063174864902,0.5118386507965709,6,PRUNED,0.7
9,0.0029888417147541837,2024-10-26 14:33:03.108770,2024-10-26 14:33:05.828122,0 days 00:00:02.719352,0.7122983851109822,0.021222739236441215,6,80,1.9165920377992562,0.31672707232649966,620,89,0.9951209184495371,0.3266913701403489,0.9630000356963249,10,PRUNED,0.7
10,0.00285069758420972,2024-10-26 14:33:05.828263,2024-10-26 14:33:19.450568,0 days 00:00:13.622305,0.8830527987616988,0.08225520628348891,20,96,4.807132582380142,0.018223663674561408,959,298,0.36692756710315194,0.7253005365325675,0.9983448565444519,4,COMPLETE,0.7
11,0.0028478170365959,2024-10-26 14:33:19.452770,2024-10-26 14:33:19.943978,0 days 00:00:00.491208,0.6916468086986216,0.04931734499648107,12,70,5.569974450116603,0.7258649990290919,111,23,0.3362249443714518,0.006735785079869161,0.9185256375026872,2,COMPLETE,0.7
12,0.0029685707946334188,2024-10-26 14:33:19.944175,2024-10-26 14:33:23.657581,0 days 00:00:03.713406,0.8037326379485408,0.02596138911902614,11,41,5.779950049972314,0.9673521224456967,775,67,0.5516859000522026,0.6609201446274053,0.9098416062330731,1,PRUNED,0.7
13,0.0035128621580738963,2024-10-26 14:33:23.657725,2024-10-26 14:33:26.983681,0 days 00:00:03.325956,0.6492969403307471,0.05730653108093466,14,100,9.64920964318313,0.5917313699485502,720,61,0.23415819232306223,0.6608330513776072,0.757739163531561,3,PRUNED,0.7
14,0.0035480403007055574,2024-10-26 14:33:26.983809,2024-10-26 14:33:30.406389,0 days 00:00:03.422580,0.9911047779531208,0.02106621222485898,18,42,3.4127655066543863,0.7684294303620149,164,196,0.5679099594098804,0.8949940048059056,0.9300577611740937,3,PRUNED,0.7
15,0.0028888915865301406,2024-10-26 14:33:30.406520,2024-10-26 14:33:32.945324,0 days 00:00:02.538804,0.8810115155260756,0.09107343969800323,9,83,6.255448424999479,0.4562380083472473,500,105,0.44231755157880936,0.5653822016433123,0.8157274585669916,5,PRUNED,0.7
16,0.00283622217218782,2024-10-26 14:33:32.945457,2024-10-26 14:33:35.991734,0 days 00:00:03.046277,0.8293335449158658,0.0450021204696157,13,69,4.301946434495024,0.8259866224361838,817,40,0.8977890720863237,0.031729249597888254,0.9986323024739147,2,COMPLETE,0.7
17,0.0030083204443614956,2024-10-26 14:33:35.991933,2024-10-26 14:33:37.836574,0 days 00:00:01.844641,0.7433475040013838,0.02406163691905208,9,91,8.824815892179414,0.6383861473926832,240,107,0.6258673301016064,0.9831164520110404,0.6735231637386272,8,PRUNED,0.7
18,0.003010330593942947,2024-10-26 14:33:37.838422,2024-10-26 14:33:40.676127,0 days 00:00:02.837705,0.6347029076664584,0.016069579056306658,17,76,2.3345695761424645,0.009644460778342571,441,42,0.22528262392251186,0.7661824235487366,0.8883269127104759,2,PRUNED,0.7
19,0.0033140117449418968,2024-10-26 14:33:40.676259,2024-10-26 14:33:45.622072,0 days 00:00:04.945813,0.9331365325153906,0.0320629328222867,10,57,6.768843190148091,0.27608003915941676,594,180,0.49694413107123847,0.1394393421957849,0.5914698663042562,7,PRUNED,0.7
0,0.0026395709749866894,2024-10-26 14:33:49.324100,2024-10-26 14:33:49.922736,0 days 00:00:00.598636,0.8649970651432712,0.03789285131816698,8,35,3.414433618857531,0.13896436255857336,123,32,0.08196493238956182,0.8866281479537816,0.6444760493510983,6,COMPLETE,0.8
1,0.0033705048400433715,2024-10-26 14:33:49.922926,2024-10-26 14:33:51.896169,0 days 00:00:01.973243,0.5252790030385364,0.046379565374738495,5,73,2.653495390917511,0.6590711056272341,745,70,0.3974698179112407,0.5564340815918084,0.7981006241941754,4,COMPLETE,0.8
2,0.0027662685950676914,2024-10-26 14:33:51.896368,2024-10-26 14:33:55.992770,0 days 00:00:04.096402,0.5460010539283875,0.012129289963352826,9,74,8.546184622717984,0.20405295547351632,486,73,0.7765905688748374,0.6794957477207058,0.846038476907826,6,COMPLETE,0.8
3,0.006148414278182597,2024-10-26 14:33:55.992964,2024-10-26 14:33:56.415237,0 days 00:00:00.422273,0.6634751897792752,0.015630057686123397,6,33,2.3436285706817026,0.48912110692893396,100,27,0.4245175362469573,0.08242214351709387,0.6998759357197346,4,COMPLETE,0.8
4,0.002464096255785462,2024-10-26 14:33:56.415435,2024-10-26 14:33:59.063260,0 days 00:00:02.647825,0.9073622417558238,0.013716830437266823,15,60,9.54707997086493,0.821274294744173,434,39,0.09625295672247502,0.5109915118221957,0.9146421528821018,9,COMPLETE,0.8
5,0.0024916375879910782,2024-10-26 14:33:59.063471,2024-10-26 14:34:03.158865,0 days 00:00:04.095394,0.6528779135188405,0.010124178336741233,14,24,6.4157018544823154,0.0068178273702260705,733,35,0.25646967297192713,0.928111623656886,0.9048339468559914,10,COMPLETE,0.8
6,0.0024439474608035643,2024-10-26 14:34:03.159066,2024-10-26 14:34:13.033987,0 days 00:00:09.874921,0.9027143151208654,0.020713298325440412,18,20,5.891400968243702,0.07458313951272788,359,242,0.8030117981422988,0.910390508127854,0.8663814686123563,9,COMPLETE,0.8
7,0.002653079637859528,2024-10-26 14:34:13.034187,2024-10-26 14:34:15.336511,0 days 00:00:02.302324,0.863304925059476,0.04096000458577653,4,36,5.5001517280158305,0.609669322621282,946,68,0.3367312103691651,0.12249144773707799,0.8788929571531051,9,PRUNED,0.8
8,0.0025279317163180684,2024-10-26 14:34:15.336636,2024-10-26 14:34:17.798628,0 days 00:00:02.461992,0.6165293848935267,0.022166173162386508,14,57,4.423709246802442,0.8051102521119473,542,291,0.2906641399437975,0.363423744038587,0.5101157426654082,2,COMPLETE,0.8
9,0.0034601147578285515,2024-10-26 14:34:17.798822,2024-10-26 14:34:19.039213,0 days 00:00:01.240391,0.8553315994481243,0.04317110752874715,3,38,5.158944535218802,0.9040451086134215,767,147,0.19386566968041863,0.16233244025082294,0.6907087176053752,8,PRUNED,0.8
10,0.0027698311340276257,2024-10-26 14:34:19.039341,2024-10-26 14:34:22.450161,0 days 00:00:03.410820,0.9982616365233118,0.07816585760110827,20,9,0.22330670114147466,0.33815234192437565,298,285,0.9748735543716165,0.7211137184295685,0.9954623344314985,7,PRUNED,0.8
11,0.0023506267083100974,2024-10-26 14:34:22.450298,2024-10-26 14:34:26.908395,0 days 00:00:04.458097,0.9672334203419568,0.021585407589203243,20,99,9.551103226191168,0.405653315845497,361,216,0.6141196969992588,0.37493627394306317,0.9878075827859821,10,COMPLETE,0.8
12,0.0024326045121580075,2024-10-26 14:34:26.908592,2024-10-26 14:34:30.974661,0 days 00:00:04.066069,0.9841607600935879,0.023025820898306053,20,100,7.197423416320499,0.3925682287709303,292,223,0.6422759776201227,0.33284955545418127,0.9559872683385271,10,COMPLETE,0.8
13,0.002289539708643229,2024-10-26 14:34:30.974852,2024-10-26 14:34:34.920348,0 days 00:00:03.945496,0.9975597917422735,0.025654922121785297,20,99,7.49898610495331,0.36777938165919205,283,197,0.6087731812289364,0.28288495072831,0.9835054083718985,10,COMPLETE,0.8
14,0.002477964014247203,2024-10-26 14:34:34.920550,2024-10-26 14:34:38.248718,0 days 00:00:03.328168,0.7631194677287368,0.02917011840643352,17,94,8.067091405649462,0.287883776345103,212,173,0.5507840773509954,0.2810492003546196,0.9970001459757382,1,COMPLETE,0.8
15,0.0025137611382314703,2024-10-26 14:34:38.248923,2024-10-26 14:34:40.799717,0 days 00:00:02.550794,0.7830573362969578,0.07053295179091171,11,80,9.728353816242816,0.49651408170280414,632,167,0.6522185690087708,0.41054957232335293,0.7896857763072734,8,PRUNED,0.8
16,0.002464009475736035,2024-10-26 14:34:40.799850,2024-10-26 14:34:43.845393,0 days 00:00:03.045543,0.9459061673394005,0.017222047934090125,18,88,8.022317729846481,0.6069725685989326,421,209,0.5276920656230972,0.20678672120055397,0.5688961582251512,10,COMPLETE,0.8
17,0.0024240980046285514,2024-10-26 14:34:43.845588,2024-10-26 14:34:47.240282,0 days 00:00:03.394694,0.798017429686667,0.029176074032652176,16,85,7.009371657068522,0.23915750640521816,232,131,0.7958912400475072,0.013299761556584078,0.9403314465096494,4,COMPLETE,0.8
18,0.002540801968640057,2024-10-26 14:34:47.240477,2024-10-26 14:34:50.770817,0 days 00:00:03.530340,0.9555665070244045,0.055139484976482155,12,67,9.121730809616931,0.37992340909926986,621,257,0.9896899375816575,0.43886976208041445,0.8117697383051118,8,PRUNED,0.8
19,0.002567878157698988,2024-10-26 14:34:50.770955,2024-10-26 14:34:52.671262,0 days 00:00:01.900307,0.922951376948685,0.09685311206358865,20,100,7.573306727518963,0.4194831781219447,371,195,0.6845155658834211,0.251515772270399,0.7406257534671771,7,PRUNED,0.8
0,0.001925884550053513,2024-10-26 14:34:56.787872,2024-10-26 14:34:59.219458,0 days 00:00:02.431586,0.5265163345790679,0.012886540834403293,6,86,4.698113646177531,0.5496071411290159,920,146,0.15706077278085684,0.34086736497239245,0.6096254478076797,4,COMPLETE,0.9
1,0.002087194221894455,2024-10-26 14:34:59.219676,2024-10-26 14:35:00.082080,0 days 00:00:00.862404,0.7088059759318588,0.09413337734584695,3,80,2.3954637060448687,0.6451257117141137,595,52,0.9826929230588878,0.18070854249361978,0.597375168159456,1,COMPLETE,0.9
2,0.0018978821447939297,2024-10-26 14:35:00.082274,2024-10-26 14:35:02.387380,0 days 00:00:02.305106,0.7545389303280743,0.011435693845072575,10,81,9.86890053368297,0.3977367535481414,432,196,0.4933652667954468,0.8696893808415203,0.5028685573151072,6,COMPLETE,0.9
3,0.0016672524844516545,2024-10-26 14:35:02.387579,2024-10-26 14:35:04.958433,0 days 00:00:02.570854,0.8422470688292976,0.027688168903981094,10,11,2.7291982134062054,0.7999336608343359,757,202,0.12995414073362088,0.8117490390897707,0.7678579082034493,7,COMPLETE,0.9
4,0.0018715922255150088,2024-10-26 14:35:04.958632,2024-10-26 14:35:10.194630,0 days 00:00:05.235998,0.6785507010731335,0.011026555068958797,13,80,1.3934883618249272,0.2042841392655378,650,74,0.9850724361614123,0.5486082594226702,0.603462153416157,2,COMPLETE,0.9
5,0.0022132286188024522,2024-10-26 14:35:10.194834,2024-10-26 14:35:11.821609,0 days 00:00:01.626775,0.7037470710169205,0.02156547890102999,16,84,4.739007844293646,0.0693019100513218,186,64,0.19213392807991447,0.1487230504222582,0.796858573909055,9,PRUNED,0.9
6,0.005713947298051558,2024-10-26 14:35:11.821758,2024-10-26 14:35:12.763520,0 days 00:00:00.941762,0.7605030474908447,0.011002170082359188,20,86,3.909392525793681,0.4639268767825032,134,247,0.5886504059061624,0.29865499991001454,0.6422587530074575,7,PRUNED,0.9
7,0.0016334332534060476,2024-10-26 14:35:12.763653,2024-10-26 14:35:16.433981,0 days 00:00:03.670328,0.6598981490234335,0.05752853060602046,18,99,1.408091515672549,0.1992504232388579,594,96,0.47743281646451197,0.0764681448358332,0.6788561235018662,7,COMPLETE,0.9
8,0.0018493093781014333,2024-10-26 14:35:16.434177,2024-10-26 14:35:18.308098,0 days 00:00:01.873921,0.9727859262908574,0.020636480032920245,5,38,5.028144393813894,0.9333361646929619,723,277,0.220068972808537,0.8644195573769451,0.81187229367668,2,COMPLETE,0.9
9,0.0018538075247534066,2024-10-26 14:35:18.308570,2024-10-26 14:35:21.077133,0 days 00:00:02.768563,0.6740256914202813,0.019960053067255255,8,13,7.28414921503922,0.6841360355641739,804,213,0.9327412003718454,0.7806891649962137,0.86488703973076,3,COMPLETE,0.9
10,0.0028067867076738556,2024-10-26 14:35:21.077476,2024-10-26 14:35:23.387464,0 days 00:00:02.309988,0.5271142891796288,0.06268988178073535,20,54,0.9131559302753454,0.26297988188312543,400,125,0.5397001790472925,0.015227433082761498,0.9372419129020236,10,PRUNED,0.9
11,0.0025089003526130157,2024-10-26 14:35:23.387608,2024-10-26 14:35:25.591177,0 days 00:00:02.203569,0.9167309258880606,0.041963274016568616,14,5,2.9971823823752026,0.9260139372897825,928,104,0.36901585871248804,0.6435400850401649,0.700204845841621,8,PRUNED,0.9
12,0.00285603875776932,2024-10-26 14:35:25.591318,2024-10-26 14:35:26.901636,0 days 00:00:01.310318,0.8697209094584493,0.038659138477162,17,52,0.04696606453744767,0.770401375386774,449,174,0.7367319227228928,0.6542151538641039,0.7321098995509077,5,PRUNED,0.9
13,0.00151573701104127,2024-10-26 14:35:26.901773,2024-10-26 14:35:29.429484,0 days 00:00:02.527711,0.8259234996930878,0.060814852317430834,10,29,2.4610753166379498,0.301817872587759,792,21,0.0459006035479958,0.4181323174343965,0.984937072996079,7,COMPLETE,0.9
14,0.0017755633893471654,2024-10-26 14:35:29.429676,2024-10-26 14:35:31.361066,0 days 00:00:01.931390,0.6107765054399072,0.06201654596864099,12,100,1.5825415297657006,0.041239660554744095,540,20,0.0042333188722344095,0.40513707157253587,0.9914278273270211,6,COMPLETE,0.9
15,0.002441043224409721,2024-10-26 14:35:31.361260,2024-10-26 14:35:34.007791,0 days 00:00:02.646531,0.828082759757287,0.06578680890884069,17,27,6.7296307798746975,0.2959128216544986,833,21,0.35765025987444543,0.030680477767253224,0.8774089587571592,8,PRUNED,0.9
16,0.0037365528757620885,2024-10-26 14:35:34.007926,2024-10-26 14:35:36.927764,0 days 00:00:02.919838,0.5869831985950509,0.0993439338511844,15,62,0.5398363812219441,0.1455632860501882,291,91,0.7315823440899543,0.4973305818816201,0.678185391769637,5,PRUNED,0.9
17,0.0015550862151270386,2024-10-26 14:35:36.929606,2024-10-26 14:35:39.588613,0 days 00:00:02.659007,0.793238807188425,0.04822075754069852,9,32,3.4467689822852305,0.35738114276283833,677,121,0.00892626275107622,0.18627401115082318,0.5251320778703016,10,COMPLETE,0.9
18,0.0014937027055867329,2024-10-26 14:35:39.588818,2024-10-26 14:35:43.183919,0 days 00:00:03.595101,0.7996449331333578,0.045373491307862904,9,27,6.381959242584399,0.3697162508220121,989,151,0.00024497034067280654,0.2459109939685526,0.5276814166831897,10,COMPLETE,0.9
19,0.0016741247935939468,2024-10-26 14:35:43.184123,2024-10-26 14:35:46.205389,0 days 00:00:03.021266,0.9057558767887662,0.034239341871103036,7,22,6.9611515227125444,0.5183676259354275,979,287,0.2908372195197686,0.28469133809349445,0.9927629297169477,9,COMPLETE,0.9
