number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state,alpha
13,0.0017702305581078874,2024-10-15 17:40:35.471453,2024-10-15 17:40:50.818869,0 days 00:00:15.347416,0.6844559420424355,0.02135227854569881,16,50,982,151,0.4955077687151498,0.6869494171021393,0.6529854582882706,COMPLETE,0.1
14,0.0019311032093751075,2024-10-15 17:40:50.819036,2024-10-15 17:41:00.500500,0 days 00:00:09.681464,0.6734845424293463,0.010361225040655859,18,41,795,108,0.6306369232526253,0.4165744263151236,0.6109177515588264,PRUNED,0.1
15,0.001815820502017987,2024-10-15 17:41:00.500625,2024-10-15 17:41:10.019107,0 days 00:00:09.518482,0.6179597115344675,0.01944823903480942,13,64,655,179,0.31524895799139685,0.7307075993355008,0.5268909729869262,PRUNED,0.1
16,0.0018599375755145337,2024-10-15 17:41:10.019219,2024-10-15 17:41:17.841287,0 days 00:00:07.822068,0.7196208588207723,0.032870467825304804,8,57,990,150,0.6814506078728287,0.33285053435524947,0.6759779778767581,PRUNED,0.1
17,0.001888984629553123,2024-10-15 17:41:17.841403,2024-10-15 17:41:25.948512,0 days 00:00:08.107109,0.608288062490577,0.029214056353174138,20,36,836,81,0.3683483172967803,0.9998989002231787,0.5756802324439214,PRUNED,0.1
18,0.0017266679847108932,2024-10-15 17:41:25.948628,2024-10-15 17:41:35.437831,0 days 00:00:09.489203,0.9701333411599496,0.0553879852798837,13,41,684,236,0.5187049617321361,0.5272568983634109,0.6682782280394886,COMPLETE,0.1
19,0.0019209514623340055,2024-10-15 17:41:35.438004,2024-10-15 17:41:40.997503,0 days 00:00:05.559499,0.9971282098514285,0.06564824171646441,8,7,677,244,0.24536298492099184,0.000203176303188779,0.6802343873272988,PRUNED,0.1
0,0.0027783670526927004,2024-10-15 17:41:50.334929,2024-10-15 17:41:57.474226,0 days 00:00:07.139297,0.7413959058272188,0.08309146411289291,14,10,465,135,0.5304186929333431,0.16326089471122107,0.5400208249664835,COMPLETE,0.2
1,0.002983641969914337,2024-10-15 17:41:57.474977,2024-10-15 17:42:02.822823,0 days 00:00:05.347846,0.8195039877288114,0.014760393266319232,12,16,370,139,0.9308411106161246,0.1166382430280466,0.6355941785495804,COMPLETE,0.2
2,0.0028303854454117604,2024-10-15 17:42:02.822999,2024-10-15 17:42:10.281029,0 days 00:00:07.458030,0.6223387407546579,0.06582551192081644,13,61,913,69,0.6103014621474877,0.5033545623659592,0.6354738031282982,COMPLETE,0.2
3,0.002661244831036235,2024-10-15 17:42:10.281205,2024-10-15 17:42:15.658927,0 days 00:00:05.377722,0.710371795293147,0.09685963265566354,19,73,357,225,0.045313676458797136,0.574364931968073,0.9219005168127152,COMPLETE,0.2
4,0.0029525154498230067,2024-10-15 17:42:15.659091,2024-10-15 17:42:18.444745,0 days 00:00:02.785654,0.5391756871878177,0.06873403148792845,16,10,210,118,0.36183543260295026,0.6570600845913265,0.6510399647951839,COMPLETE,0.2
5,0.00339296941403366,2024-10-15 17:42:18.444919,2024-10-15 17:42:21.151938,0 days 00:00:02.707019,0.5770500334434419,0.015383695972399287,5,32,795,105,0.5360264554944515,0.02289739505813293,0.9603039406239191,PRUNED,0.2
6,0.003173441161709027,2024-10-15 17:42:21.152060,2024-10-15 17:42:25.240535,0 days 00:00:04.088475,0.8555149609871769,0.01011069150186976,7,98,895,238,0.8125360851348008,0.3117685706883956,0.7516329932505039,PRUNED,0.2
7,0.0035793361738878085,2024-10-15 17:42:25.240658,2024-10-15 17:42:26.168840,0 days 00:00:00.928182,0.6756546455010854,0.03813416319658579,3,49,644,60,0.7194872468254015,0.620140738156396,0.536221097263744,PRUNED,0.2
8,0.003233957244914797,2024-10-15 17:42:26.168954,2024-10-15 17:42:27.231587,0 days 00:00:01.062633,0.6412709976055917,0.06947641076818818,7,9,133,206,0.3832414827718824,0.872795826466414,0.7934085109088818,PRUNED,0.2
9,0.0036309373670938574,2024-10-15 17:42:27.231709,2024-10-15 17:42:28.292666,0 days 00:00:01.060957,0.6188327568239903,0.017376480613403588,3,76,727,131,0.3294865386114473,0.37927910969600453,0.6488851476990662,PRUNED,0.2
10,0.002782326625684721,2024-10-15 17:42:28.292782,2024-10-15 17:42:31.969094,0 days 00:00:03.676312,0.9977436597483584,0.038082607757874413,20,92,286,292,0.02899396499022373,0.9820741506831864,0.9957421000188255,COMPLETE,0.2
11,0.002624149296299895,2024-10-15 17:42:31.969273,2024-10-15 17:42:39.668431,0 days 00:00:07.699158,0.7471562653672318,0.09016784886979266,20,64,466,192,0.027498581701675674,0.25466430071448054,0.8702582148404974,COMPLETE,0.2
12,0.002651214208896669,2024-10-15 17:42:39.668596,2024-10-15 17:42:47.578818,0 days 00:00:07.910222,0.7514035149682592,0.09704816788602401,20,71,514,199,0.026369630624183193,0.31045080340036146,0.8745006729299896,COMPLETE,0.2
13,0.0026671227600403636,2024-10-15 17:42:47.579003,2024-10-15 17:42:56.622235,0 days 00:00:09.043232,0.8209670598146487,0.04914038741015805,17,51,543,191,0.17426844915875184,0.30002979787165823,0.8546177951912752,COMPLETE,0.2
14,0.0027554477103798086,2024-10-15 17:42:56.622411,2024-10-15 17:43:03.395214,0 days 00:00:06.772803,0.9144234925822473,0.026066582305257026,17,75,527,270,0.1890448477752643,0.240739376865168,0.8743244507682333,COMPLETE,0.2
15,0.0026882823005560494,2024-10-15 17:43:03.395389,2024-10-15 17:43:15.798329,0 days 00:00:12.402940,0.7571749135956458,0.05239017369905635,20,38,662,168,0.15794943415308638,0.4354802434775693,0.8281125122686066,COMPLETE,0.2
16,0.0027154396940730213,2024-10-15 17:43:15.798874,2024-10-15 17:43:20.995918,0 days 00:00:05.197044,0.7891903777290781,0.09947424993967703,15,67,428,179,0.24750186540259056,0.022750908588664798,0.920207172288411,COMPLETE,0.2
17,0.0031534903709246756,2024-10-15 17:43:20.996092,2024-10-15 17:43:23.321074,0 days 00:00:02.324982,0.8945662129424893,0.04949267933332239,10,86,621,23,0.02269294344395601,0.7265590638131101,0.7378517272493982,PRUNED,0.2
18,0.0028671762806203377,2024-10-15 17:43:23.321190,2024-10-15 17:43:28.870508,0 days 00:00:05.549318,0.5027594715099726,0.025168921059443742,18,56,271,251,0.10821954683765762,0.19845375558806666,0.9063716497663311,PRUNED,0.2
19,0.0027785691436050444,2024-10-15 17:43:28.870615,2024-10-15 17:43:34.515973,0 days 00:00:05.645358,0.682405429600089,0.07898640970230221,10,83,791,210,0.2798293000617522,0.4257091153758145,0.7933360201165841,PRUNED,0.2
0,0.00341540692686113,2024-10-15 17:43:42.113004,2024-10-15 17:43:57.717100,0 days 00:00:15.604096,0.6290444149624688,0.012696760839764629,20,60,939,164,0.8428685161326895,0.1591035736415498,0.5375304411221015,COMPLETE,0.3
1,0.004192082337411894,2024-10-15 17:43:57.717273,2024-10-15 17:43:59.215961,0 days 00:00:01.498688,0.9779626559547752,0.02867619252483317,5,53,475,27,0.11356363436268158,0.9961276447142622,0.7322911821607319,COMPLETE,0.3
2,0.0036575231701443407,2024-10-15 17:43:59.216138,2024-10-15 17:44:08.289791,0 days 00:00:09.073653,0.5373402972408083,0.011443674959470183,13,20,428,214,0.06034887856630489,0.8457396670371614,0.9618974882806688,COMPLETE,0.3
3,0.003484128681459253,2024-10-15 17:44:08.289964,2024-10-15 17:44:13.101149,0 days 00:00:04.811185,0.8150362986490393,0.04707759112829953,19,44,578,66,0.11717495897929264,0.4217188906116288,0.8969854647526397,COMPLETE,0.3
4,0.003221053065590542,2024-10-15 17:44:13.101313,2024-10-15 17:44:28.923750,0 days 00:00:15.822437,0.7115353127245908,0.061042036427328514,10,17,859,270,0.06404174274994634,0.5501668538334968,0.8310445055816036,COMPLETE,0.3
5,0.003990991116571424,2024-10-15 17:44:28.923917,2024-10-15 17:44:31.376594,0 days 00:00:02.452677,0.8617658077055814,0.018078700180140097,10,24,212,111,0.4517904010573903,0.6182024993577112,0.6200009764701468,PRUNED,0.3
6,0.0033183326132678855,2024-10-15 17:44:31.376717,2024-10-15 17:44:47.943116,0 days 00:00:16.566399,0.5178313512902689,0.02269409288072561,20,75,995,177,0.8516444090101297,0.7507655855300371,0.7361569039206755,COMPLETE,0.3
7,0.0033570003905428946,2024-10-15 17:44:47.943287,2024-10-15 17:44:57.826205,0 days 00:00:09.882918,0.8993340260669278,0.03136889287312905,11,40,940,219,0.43158941948070617,0.9070519174025208,0.9418238444593428,COMPLETE,0.3
8,0.003836166743556913,2024-10-15 17:44:57.826382,2024-10-15 17:45:00.894765,0 days 00:00:03.068383,0.7108442919389119,0.04702714422471144,7,43,555,44,0.9697747385548597,0.5787257733394658,0.7977587553558679,PRUNED,0.3
9,0.003554173263486273,2024-10-15 17:45:00.894887,2024-10-15 17:45:03.811927,0 days 00:00:02.917040,0.7806751953083112,0.08104800853432845,13,67,484,47,0.96821968279702,0.25798610629650276,0.9431339749082535,PRUNED,0.3
10,0.004301797004706726,2024-10-15 17:45:03.812044,2024-10-15 17:45:04.951020,0 days 00:00:01.138976,0.673029813949489,0.09198631990260282,3,90,754,266,0.28805917734595954,0.38317374732847537,0.8541443520395205,PRUNED,0.3
11,0.003271687739238983,2024-10-15 17:45:04.951134,2024-10-15 17:45:29.119558,0 days 00:00:24.168424,0.5025273290935366,0.020744732793420245,16,5,745,299,0.67516039846031,0.6891820016146908,0.7171560668700279,COMPLETE,0.3
12,0.003096218644062961,2024-10-15 17:45:29.119758,2024-10-15 17:45:54.471305,0 days 00:00:25.351547,0.6181997239351209,0.0539899029279458,17,7,756,296,0.6421225730489096,0.7111814367294778,0.6588077143805656,COMPLETE,0.3
13,0.003075740458819946,2024-10-15 17:45:54.471489,2024-10-15 17:46:19.576012,0 days 00:00:25.104523,0.6324201733077832,0.056258264737852344,16,10,784,298,0.6658926993057434,0.5299946577718173,0.6209341943973599,COMPLETE,0.3
14,0.003129813647952654,2024-10-15 17:46:19.576184,2024-10-15 17:46:42.166290,0 days 00:00:22.590106,0.6050261436234363,0.04833715803027203,16,11,707,299,0.6065592597003185,0.3356447043132411,0.6426575280162728,COMPLETE,0.3
15,0.0031311217919563696,2024-10-15 17:46:42.166472,2024-10-15 17:46:59.126122,0 days 00:00:16.959650,0.5890402402926443,0.06645716285212902,16,25,687,237,0.6589572793610895,0.05917266768355589,0.5185954594583494,COMPLETE,0.3
16,0.003357418005106926,2024-10-15 17:46:59.126297,2024-10-15 17:47:11.132786,0 days 00:00:12.006489,0.6569487009519097,0.03873444838854662,17,34,842,124,0.5433833762860438,0.7626578424482355,0.6471281699575488,PRUNED,0.3
17,0.0032704532230834775,2024-10-15 17:47:11.133568,2024-10-15 17:47:19.041287,0 days 00:00:07.907719,0.5761367284565301,0.06512202207829969,14,5,284,260,0.7602885805468838,0.47888701382421145,0.5896472513516972,COMPLETE,0.3
18,0.003873359112913674,2024-10-15 17:47:19.041463,2024-10-15 17:47:20.488417,0 days 00:00:01.446954,0.7141517198355606,0.03884256571270763,18,100,101,193,0.374888484355045,0.6603144376161817,0.676756581628232,PRUNED,0.3
19,0.0031123350564758925,2024-10-15 17:47:20.488541,2024-10-15 17:47:32.320521,0 days 00:00:11.831980,0.7661811839844237,0.0794861809536967,14,31,634,242,0.7581053771512183,0.8403240155593197,0.5485274829390603,COMPLETE,0.3
0,0.0036616274291644607,2024-10-15 17:47:57.816872,2024-10-15 17:48:04.596351,0 days 00:00:06.779479,0.8602595578461476,0.045754180503133096,15,45,549,124,0.21089997657722992,0.061805632932772636,0.8955438728112504,COMPLETE,0.4
1,0.004209872678707125,2024-10-15 17:48:04.596528,2024-10-15 17:48:05.851320,0 days 00:00:01.254792,0.7324542624077848,0.06646839711880345,8,62,187,271,0.09215804233062641,0.9345687428171423,0.939520141328032,COMPLETE,0.4
2,0.004131733987685298,2024-10-15 17:48:05.851489,2024-10-15 17:48:10.005264,0 days 00:00:04.153775,0.6938908373099206,0.024543842567982414,16,66,666,47,0.5317365340393134,0.589844609554422,0.9160091993426971,COMPLETE,0.4
3,0.003627498510708349,2024-10-15 17:48:10.005441,2024-10-15 17:48:33.577219,0 days 00:00:23.571778,0.7272884579112372,0.017751870100813055,14,24,987,231,0.16365476804518364,0.606286533022675,0.8882257251974894,COMPLETE,0.4
4,0.0038225123742052125,2024-10-15 17:48:33.577395,2024-10-15 17:48:37.137474,0 days 00:00:03.560079,0.5153125172239268,0.07421636528145316,18,92,294,190,0.6490540025539896,0.9090996856838802,0.6120511099061814,COMPLETE,0.4
5,0.0037042280173734963,2024-10-15 17:48:37.137646,2024-10-15 17:48:43.443958,0 days 00:00:06.306312,0.9544189664408935,0.027587628976070297,13,23,454,161,0.32949002174824893,0.2632302086235716,0.9894730379573511,COMPLETE,0.4
6,0.0048066751407966875,2024-10-15 17:48:43.444129,2024-10-15 17:48:43.856048,0 days 00:00:00.411919,0.6920246714068343,0.05610801578295577,4,93,180,238,0.08606379804190645,0.8073567779147699,0.9249110183279703,PRUNED,0.4
7,0.004513591259810134,2024-10-15 17:48:43.856175,2024-10-15 17:48:45.411205,0 days 00:00:01.555030,0.5599790293533299,0.018552160405117445,19,15,297,39,0.32470906973494607,0.7977901556243068,0.7390449583674255,PRUNED,0.4
8,0.004513571140464951,2024-10-15 17:48:45.411318,2024-10-15 17:48:47.331803,0 days 00:00:01.920485,0.6887555998245413,0.024601273394176115,20,26,481,27,0.4369828685157643,0.6581375359055864,0.9898688802958486,PRUNED,0.4
9,0.004751785901940345,2024-10-15 17:48:47.331927,2024-10-15 17:48:48.945878,0 days 00:00:01.613951,0.503864086755409,0.022091246046581133,4,74,706,84,0.5457372380050676,0.6734433807871384,0.8039550528029236,PRUNED,0.4
10,0.0038638562087562342,2024-10-15 17:48:48.946571,2024-10-15 17:49:10.910493,0 days 00:00:21.963922,0.8327598512410983,0.010216706328305895,10,5,963,218,0.9753167530277816,0.37571681346545605,0.5448743950128478,PRUNED,0.4
11,0.0036388730123937257,2024-10-15 17:49:10.910616,2024-10-15 17:49:23.664808,0 days 00:00:12.754192,0.8401409449419367,0.04449070517516253,15,38,976,116,0.0007987085570658747,0.011736442323833376,0.8215971396141498,COMPLETE,0.4
12,0.003750235148389997,2024-10-15 17:49:23.664985,2024-10-15 17:49:42.082245,0 days 00:00:18.417260,0.8146654741009264,0.01320459829001722,12,41,991,292,0.0010665633569022503,0.10003619253576403,0.7935571360529898,PRUNED,0.4
13,0.003544517227455148,2024-10-15 17:49:42.082362,2024-10-15 17:49:52.571714,0 days 00:00:10.489352,0.9370836450432729,0.03891825570150882,15,35,817,132,0.18170745802323304,0.42649947506708624,0.7021175901679183,COMPLETE,0.4
14,0.00378544115328228,2024-10-15 17:49:52.571893,2024-10-15 17:49:59.105855,0 days 00:00:06.533962,0.9949546681642485,0.03623094176364802,9,29,809,170,0.2607630957547442,0.4402894532090198,0.6833131165074425,PRUNED,0.4
15,0.0036739899411355314,2024-10-15 17:49:59.105969,2024-10-15 17:50:12.148995,0 days 00:00:13.043026,0.9228841423546491,0.016637544769853126,17,54,847,226,0.8524037867326929,0.28268222856277614,0.6797160873069602,COMPLETE,0.4
16,0.003642452494178936,2024-10-15 17:50:12.149173,2024-10-15 17:50:23.400322,0 days 00:00:11.251149,0.7727165711759013,0.09973855792731057,13,11,792,122,0.17473099864249522,0.54420339077396,0.854721574796742,COMPLETE,0.4
17,0.004239560036297395,2024-10-15 17:50:23.400493,2024-10-15 17:50:27.904059,0 days 00:00:04.503566,0.5912013263465579,0.03328958749435635,6,33,863,191,0.41607739714088143,0.4311858716046684,0.7201715748418558,PRUNED,0.4
18,0.004053740424036729,2024-10-15 17:50:27.904176,2024-10-15 17:50:34.458010,0 days 00:00:06.553834,0.6260219672548302,0.014832442621114326,11,50,682,86,0.6549283918097994,0.22030343610870795,0.6121245952347031,PRUNED,0.4
19,0.003651453151035894,2024-10-15 17:50:34.458124,2024-10-15 17:50:56.207400,0 days 00:00:21.749276,0.8943406883337396,0.010113045505264805,14,20,883,250,0.15413187219662583,0.7042996920079223,0.5163466478075459,COMPLETE,0.4
0,0.003708160477534144,2024-10-15 17:51:06.642942,2024-10-15 17:51:18.706964,0 days 00:00:12.064022,0.6539219105349691,0.03428351572064081,20,11,700,147,0.2842517791183672,0.732122345807997,0.862367528454718,COMPLETE,0.5
1,0.003923137603400136,2024-10-15 17:51:18.707204,2024-10-15 17:51:25.871817,0 days 00:00:07.164613,0.8484049629899737,0.037000904412322025,10,7,599,105,0.7449727816073876,0.2282929681021043,0.8729701899236377,COMPLETE,0.5
2,0.004789200539598758,2024-10-15 17:51:25.871995,2024-10-15 17:51:26.628394,0 days 00:00:00.756399,0.8473957299900525,0.03262839448093446,8,58,100,65,0.4063208120232944,0.45030574930485767,0.5299113977501941,COMPLETE,0.5
3,0.004905312259666886,2024-10-15 17:51:26.628563,2024-10-15 17:51:28.128830,0 days 00:00:01.500267,0.700078883718497,0.04998936159135884,3,84,976,117,0.9566672457126085,0.9317159021962578,0.7054846495341337,COMPLETE,0.5
4,0.0039818840270371535,2024-10-15 17:51:28.129002,2024-10-15 17:51:30.592045,0 days 00:00:02.463043,0.5560686964789796,0.08259788605517529,14,51,249,90,0.5832901304967255,0.1895032149773348,0.5865436434245856,COMPLETE,0.5
5,0.004362833836713577,2024-10-15 17:51:30.592215,2024-10-15 17:51:32.959409,0 days 00:00:02.367194,0.5445031871547787,0.01910647851213906,9,95,432,55,0.6611874660308835,0.9152080232608641,0.7342254316906804,PRUNED,0.5
6,0.003922330058670943,2024-10-15 17:51:32.959541,2024-10-15 17:51:37.614340,0 days 00:00:04.654799,0.5978315708658457,0.08191496122615775,13,96,542,234,0.10766068289808772,0.5288330470424539,0.6971793163408592,COMPLETE,0.5
7,0.00394487346199463,2024-10-15 17:51:37.614514,2024-10-15 17:51:41.571873,0 days 00:00:03.957359,0.7412522512175767,0.03574810644772085,12,42,325,238,0.5474152101278359,0.3027858306701694,0.5603487925276612,COMPLETE,0.5
8,0.0037233916433469056,2024-10-15 17:51:41.572045,2024-10-15 17:51:57.490917,0 days 00:00:15.918872,0.6409912874059969,0.015083513300467971,17,25,885,174,0.06083530392820202,0.1412944390128561,0.8373207052768551,COMPLETE,0.5
9,0.004126794868085866,2024-10-15 17:51:57.491094,2024-10-15 17:52:02.202764,0 days 00:00:04.711670,0.8395046355972344,0.05951323028437026,8,7,367,143,0.5273207397541478,0.614505811762464,0.8776153727530597,PRUNED,0.5
10,0.0036883564508961497,2024-10-15 17:52:02.202885,2024-10-15 17:52:19.697887,0 days 00:00:17.495002,0.9963613651397834,0.010388438669465537,20,29,727,282,0.26666950158126423,0.7124775952997129,0.9293031887592915,COMPLETE,0.5
11,0.0036084335053097397,2024-10-15 17:52:19.698062,2024-10-15 17:52:40.047081,0 days 00:00:20.349019,0.9939109847994299,0.011855704644225688,20,26,774,299,0.28155848512235665,0.7348328093960036,0.9922009740438336,COMPLETE,0.5
12,0.0037198725140941765,2024-10-15 17:52:40.047259,2024-10-15 17:52:58.186294,0 days 00:00:18.139035,0.946167210812325,0.010718810960781118,20,31,765,296,0.26324203357605547,0.7420039138954562,0.9941547960160348,COMPLETE,0.5
13,0.0037160348796744084,2024-10-15 17:52:58.186476,2024-10-15 17:53:16.826235,0 days 00:00:18.639759,0.9958484150649145,0.010381818521665327,17,28,816,297,0.26200356753199383,0.7647604392950298,0.9928488526661324,COMPLETE,0.5
14,0.0038804672048278247,2024-10-15 17:53:16.826421,2024-10-15 17:53:25.128324,0 days 00:00:08.301903,0.9046400233973201,0.01996963608451483,17,65,626,241,0.38546787816866557,0.5990743635168226,0.9370277754575819,PRUNED,0.5
15,0.0037675634495931256,2024-10-15 17:53:25.128445,2024-10-15 17:53:39.120455,0 days 00:00:13.992010,0.9985268231688693,0.01511777816840275,15,36,972,195,0.15719905335007361,0.009912663465433624,0.9282995246863783,COMPLETE,0.5
16,0.0034770370293503066,2024-10-15 17:53:39.120634,2024-10-15 17:53:58.568797,0 days 00:00:19.448163,0.9125464142526756,0.023249060305022003,20,19,698,268,0.38389782553833923,0.8458111337761129,0.7792596285437073,COMPLETE,0.5
17,0.0046571110915339334,2024-10-15 17:53:58.568985,2024-10-15 17:54:00.344901,0 days 00:00:01.775916,0.9102748972205575,0.024471678950649663,5,18,497,266,0.0007885574694598274,0.8251079438691644,0.7875552998218412,PRUNED,0.5
18,0.0037366197079282543,2024-10-15 17:54:00.345023,2024-10-15 17:54:15.162308,0 days 00:00:14.817285,0.7984304082915276,0.01472773074759068,18,45,861,212,0.4081200627399241,0.9627664190461646,0.6487668728585569,COMPLETE,0.5
19,0.0036141349166778245,2024-10-15 17:54:15.162482,2024-10-15 17:54:30.442238,0 days 00:00:15.279756,0.9202349439876251,0.024150950612855476,15,20,690,262,0.7086057688285772,0.4123146332839759,0.7704999086832593,COMPLETE,0.5
0,0.004118792916260443,2024-10-15 17:54:49.756200,2024-10-15 17:54:52.491207,0 days 00:00:02.735007,0.9141233689410125,0.020432917753801783,8,49,413,262,0.7081021755868521,0.7738354843135525,0.812354397731339,COMPLETE,0.6
1,0.0038121240126726026,2024-10-15 17:54:52.491373,2024-10-15 17:55:00.437619,0 days 00:00:07.946246,0.6532653532905255,0.020646456933392555,17,93,823,101,0.691601928829575,0.7707675329547199,0.9760739883973255,COMPLETE,0.6
2,0.00408425149528196,2024-10-15 17:55:00.437793,2024-10-15 17:55:05.675196,0 days 00:00:05.237403,0.6872719961766796,0.08839729884958202,6,7,922,103,0.013563085972445932,0.7757728417102419,0.5246299753326293,COMPLETE,0.6
3,0.004070066791100507,2024-10-15 17:55:05.675367,2024-10-15 17:55:08.111052,0 days 00:00:02.435685,0.9486094005613455,0.028268040209472337,18,88,147,243,0.8212260382162339,0.14711957164832912,0.6006598782950585,COMPLETE,0.6
4,0.004603756678572363,2024-10-15 17:55:08.111233,2024-10-15 17:55:08.833098,0 days 00:00:00.721865,0.5046330401647054,0.07166702501484146,4,71,333,79,0.4609370108540123,0.0641306450304151,0.5367647488117886,COMPLETE,0.6
5,0.004181696158165453,2024-10-15 17:55:08.833274,2024-10-15 17:55:13.878960,0 days 00:00:05.045686,0.9564542088602477,0.011365839434257384,8,92,922,99,0.6307035639248083,0.5372835917965991,0.7943806470883817,PRUNED,0.6
6,0.0038277125560554595,2024-10-15 17:55:13.879079,2024-10-15 17:55:17.515773,0 days 00:00:03.636694,0.7797265449183028,0.09900157816456308,10,83,611,244,0.5948592823179654,0.1855874905256929,0.9486375651833742,COMPLETE,0.6
7,0.003783633552175718,2024-10-15 17:55:17.515940,2024-10-15 17:55:22.268710,0 days 00:00:04.752770,0.8197393910501837,0.08730675354241037,11,79,682,223,0.2316647441913171,0.22002320650337404,0.9239434960290815,COMPLETE,0.6
8,0.00492826308503522,2024-10-15 17:55:22.268884,2024-10-15 17:55:22.688437,0 days 00:00:00.419553,0.682518818172411,0.04395210989130997,3,6,271,243,0.8215051748457097,0.7899074116202617,0.8969503340672103,PRUNED,0.6
9,0.0038306282916585324,2024-10-15 17:55:22.688559,2024-10-15 17:55:31.182526,0 days 00:00:08.493967,0.8409169134689487,0.012899910914879962,16,18,323,268,0.3030017521036382,0.06265709284410348,0.9806449829436326,COMPLETE,0.6
10,0.003643029509402909,2024-10-15 17:55:31.182706,2024-10-15 17:55:39.223047,0 days 00:00:08.040341,0.554494596868809,0.05117695238548778,13,51,657,176,0.14402951697462918,0.3740515120288588,0.7096008899460353,COMPLETE,0.6
11,0.0036974489560360974,2024-10-15 17:55:39.223896,2024-10-15 17:55:46.932644,0 days 00:00:07.708748,0.523262414610236,0.05346285458437445,13,51,649,190,0.17512283021429226,0.378727359883716,0.6874999772630879,COMPLETE,0.6
12,0.003674466399603327,2024-10-15 17:55:46.932825,2024-10-15 17:55:54.268776,0 days 00:00:07.335951,0.5031884130036057,0.050942457752992006,14,46,531,177,0.05203830123105288,0.4221339093901385,0.6780520914497731,COMPLETE,0.6
13,0.0036544613380254517,2024-10-15 17:55:54.268950,2024-10-15 17:56:00.485773,0 days 00:00:06.216823,0.5805688559972683,0.043041028595730765,14,35,442,160,0.002658193866704933,0.5411010435858454,0.6872390297602878,COMPLETE,0.6
14,0.003659803805198952,2024-10-15 17:56:00.485955,2024-10-15 17:56:07.407478,0 days 00:00:06.921523,0.5994398909579424,0.037177793894149345,14,32,491,143,0.3760721172352549,0.546231095972157,0.7083608595316383,COMPLETE,0.6
