number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state,alpha
15,0.0040159593009157805,2024-10-15 17:56:07.407653,2024-10-15 17:56:11.644593,0 days 00:00:04.236940,0.5877097624484191,0.027241205715600656,15,65,763,43,0.1445544063864013,0.9965123470607286,0.6152839797332361,PRUNED,0.6
16,0.003548566558164916,2024-10-15 17:56:11.644718,2024-10-15 17:56:18.991529,0 days 00:00:07.346811,0.5760264204428713,0.0616253343842748,19,35,453,147,0.005694704140618928,0.3380647752794882,0.7681778684537774,COMPLETE,0.6
17,0.0034210570487065305,2024-10-15 17:56:18.991706,2024-10-15 17:56:30.873949,0 days 00:00:11.882243,0.7436210010700557,0.06327949176103234,20,31,742,141,0.11782454049724356,0.34663142025583404,0.8450544389849513,COMPLETE,0.6
18,0.0034656623844255873,2024-10-15 17:56:30.874128,2024-10-15 17:56:42.623318,0 days 00:00:11.749190,0.7396184452420614,0.06901426286019623,20,28,749,136,0.3435164778615915,0.2870286127876054,0.8443140220726502,COMPLETE,0.6
19,0.0041804355983418836,2024-10-15 17:56:42.623496,2024-10-15 17:56:45.423009,0 days 00:00:02.799513,0.7398801764868194,0.06819622021759458,20,23,800,23,0.37470980819459165,0.2747459512293106,0.8714817995086732,PRUNED,0.6
0,0.0034690134972795287,2024-10-15 17:56:57.223468,2024-10-15 17:56:58.638451,0 days 00:00:01.414983,0.7316784822412797,0.08128948510479841,20,96,124,114,0.8625006528656436,0.6376357384276121,0.6027930127132102,COMPLETE,0.7
1,0.0038031587539641017,2024-10-15 17:56:58.638620,2024-10-15 17:57:00.259062,0 days 00:00:01.620442,0.9678021605269702,0.061735374061216035,6,88,442,34,0.1417335340895376,0.27636113110115634,0.6679915276207764,COMPLETE,0.7
2,0.0060483956349463895,2024-10-15 17:57:00.259237,2024-10-15 17:57:01.638964,0 days 00:00:01.379727,0.5897230138359786,0.012010854276783915,15,86,160,70,0.9295231120600805,0.20138440179653927,0.8678328282693427,COMPLETE,0.7
3,0.0038363695525493718,2024-10-15 17:57:01.639134,2024-10-15 17:57:04.720785,0 days 00:00:03.081651,0.8072947525548767,0.04661789911156085,5,25,946,34,0.6365659390097403,0.6275329142146666,0.5866185276842202,COMPLETE,0.7
4,0.004046960443024102,2024-10-15 17:57:04.720960,2024-10-15 17:57:05.824460,0 days 00:00:01.103500,0.8282977331328414,0.03664952096352181,4,84,505,43,0.16816677757469145,0.5217952333745755,0.9659031889094083,COMPLETE,0.7
5,0.0035467772993148243,2024-10-15 17:57:05.824632,2024-10-15 17:57:13.814825,0 days 00:00:07.990193,0.6549330627753325,0.011758082984330655,19,17,358,216,0.11674404376529046,0.10691405626672967,0.9200623805889545,COMPLETE,0.7
6,0.003506091718339955,2024-10-15 17:57:13.814998,2024-10-15 17:57:17.008870,0 days 00:00:03.193872,0.7062549291006904,0.060732272059795527,9,61,444,289,0.5407737814451319,0.7938005634499089,0.5797933033920878,COMPLETE,0.7
7,0.003601982712182882,2024-10-15 17:57:17.009046,2024-10-15 17:57:17.685149,0 days 00:00:00.676103,0.8946336720827355,0.08454525002618322,12,48,105,48,0.6852480202919436,0.8804463303336899,0.9869524586041754,COMPLETE,0.7
8,0.0037468390195930104,2024-10-15 17:57:17.685323,2024-10-15 17:57:20.444837,0 days 00:00:02.759514,0.9933418159973619,0.025740995861494143,13,54,714,25,0.3928008631210095,0.8843444424985326,0.9834372874214854,PRUNED,0.7
9,0.0035735164114356656,2024-10-15 17:57:20.444964,2024-10-15 17:57:23.451381,0 days 00:00:03.006417,0.919441891851762,0.030636967290320095,12,67,181,265,0.018582063536431437,0.003354304661837171,0.6633220446138288,COMPLETE,0.7
10,0.0032806807301953445,2024-10-15 17:57:23.451555,2024-10-15 17:57:31.241356,0 days 00:00:07.789801,0.5140396984200191,0.09638852109653163,20,100,637,128,0.9984604225953033,0.6515760252020711,0.7948859863772182,COMPLETE,0.7
11,0.0032768694598736383,2024-10-15 17:57:31.241538,2024-10-15 17:57:39.762663,0 days 00:00:08.521125,0.5252193844712374,0.09597590378784801,20,99,711,124,0.9954277401253177,0.6256372360027711,0.7949692208929464,COMPLETE,0.7
12,0.003259144174306566,2024-10-15 17:57:39.763159,2024-10-15 17:57:47.920428,0 days 00:00:08.157269,0.5032768389446276,0.09249736156523318,17,100,718,159,0.9746888450156587,0.35391601902470093,0.7983285557955759,COMPLETE,0.7
13,0.003360666454582318,2024-10-15 17:57:47.920600,2024-10-15 17:57:58.000359,0 days 00:00:10.079759,0.503425516615402,0.020721290487421426,16,75,821,183,0.8311100890528882,0.3768573570614653,0.7771809555148131,COMPLETE,0.7
14,0.003147284617316626,2024-10-15 17:57:58.000543,2024-10-15 17:58:12.086083,0 days 00:00:14.085540,0.5858241612645088,0.06021684111060862,17,36,819,163,0.750169772594198,0.4100052399155313,0.8298341869060278,COMPLETE,0.7
15,0.0031374933702188208,2024-10-15 17:58:12.086259,2024-10-15 17:58:30.951286,0 days 00:00:18.865027,0.6038559133075045,0.05666882589889301,17,38,986,189,0.7560849682286618,0.39286916480281997,0.8670532840083327,COMPLETE,0.7
16,0.0034009774737086052,2024-10-15 17:58:30.951456,2024-10-15 17:58:40.617188,0 days 00:00:09.665732,0.6142190583035707,0.04881054195479915,9,35,980,219,0.7195718087205324,0.44636387517707676,0.8750421111378996,COMPLETE,0.7
17,0.0031785825504349607,2024-10-15 17:58:40.617361,2024-10-15 17:58:56.205392,0 days 00:00:15.588031,0.5809197031876991,0.06276723409733753,15,40,864,204,0.406942579323821,0.49341685837029875,0.7007377683245727,COMPLETE,0.7
18,0.003020226603483128,2024-10-15 17:58:56.205575,2024-10-15 17:59:20.434697,0 days 00:00:24.229122,0.6907105886791812,0.041856343842295696,18,5,871,247,0.7628960882728965,0.23614902191795895,0.8592403048185668,COMPLETE,0.7
19,0.0030819732749863605,2024-10-15 17:59:20.434869,2024-10-15 17:59:45.201803,0 days 00:00:24.766934,0.6735369814938179,0.018382693666331912,18,5,916,250,0.5707353058232986,0.21404425757452028,0.906126278800325,COMPLETE,0.7
0,0.002543803498440777,2024-10-15 18:00:08.893407,2024-10-15 18:00:20.932657,0 days 00:00:12.039250,0.8535676606959903,0.08730294405887985,15,18,738,140,0.7992271513540317,0.5751951277464497,0.7272481369307997,COMPLETE,0.8
1,0.0027679367765544036,2024-10-15 18:00:20.932823,2024-10-15 18:00:26.702649,0 days 00:00:05.769826,0.6890551397602624,0.023049669161655875,20,23,798,57,0.5987680420400808,0.8883190339784588,0.632174849532984,COMPLETE,0.8
2,0.0026834097970261624,2024-10-15 18:00:26.702820,2024-10-15 18:00:33.827497,0 days 00:00:07.124677,0.6744541189709323,0.049663819998910126,14,65,588,273,0.8012697933486395,0.5726757605476774,0.931251854189846,COMPLETE,0.8
3,0.002795627114998037,2024-10-15 18:00:33.827664,2024-10-15 18:00:39.509551,0 days 00:00:05.681887,0.604939809742131,0.036963939713338466,11,86,688,177,0.7500398575869052,0.8279345925139855,0.6291928694446809,COMPLETE,0.8
4,0.002972646499336456,2024-10-15 18:00:39.509723,2024-10-15 18:00:42.690893,0 days 00:00:03.181170,0.7935942330204424,0.017422908129060794,7,17,436,186,0.21128263023231497,0.622882598179564,0.7868708412744725,COMPLETE,0.8
5,0.003118326540572331,2024-10-15 18:00:42.691059,2024-10-15 18:00:43.894332,0 days 00:00:01.203273,0.8641369302291958,0.022433546451830044,11,40,202,47,0.0021898369481855307,0.24721001961116773,0.9679784967996377,PRUNED,0.8
6,0.002772737911187192,2024-10-15 18:00:43.894452,2024-10-15 18:00:50.628003,0 days 00:00:06.733551,0.6504435881484674,0.015968006938740648,20,78,523,137,0.3745844245514941,0.6522684484289692,0.5875359420108689,PRUNED,0.8
7,0.002833785445815645,2024-10-15 18:00:50.628123,2024-10-15 18:00:58.782790,0 days 00:00:08.154667,0.9219217895443939,0.01356834324203097,12,96,952,194,0.6651465750545477,0.8371849136207964,0.6028431197475761,PRUNED,0.8
8,0.0027259565613670968,2024-10-15 18:00:58.782909,2024-10-15 18:01:07.783035,0 days 00:00:09.000126,0.822464569802738,0.09118521483584849,13,88,937,231,0.05442629336646865,0.45369073541058613,0.6745621232852945,COMPLETE,0.8
9,0.0028459485850464202,2024-10-15 18:01:07.783215,2024-10-15 18:01:10.006582,0 days 00:00:02.223367,0.7754781616955051,0.07624156201783139,18,48,413,40,0.9539427577703393,0.9498127596232585,0.9535120211944247,PRUNED,0.8
10,0.003329959855562907,2024-10-15 18:01:10.006700,2024-10-15 18:01:10.263708,0 days 00:00:00.257008,0.519026889198047,0.056047467377155914,4,8,110,104,0.981543705556529,0.0763751715050296,0.7933478558543702,PRUNED,0.8
11,0.002686124148539402,2024-10-15 18:01:10.263825,2024-10-15 18:01:18.447366,0 days 00:00:08.183541,0.9840482068437414,0.04900255396068577,16,66,682,292,0.8113491406483854,0.42558924507566875,0.8743989775630703,COMPLETE,0.8
12,0.002664559510508013,2024-10-15 18:01:18.447542,2024-10-15 18:01:27.849513,0 days 00:00:09.401971,0.7128703079397868,0.05554508199332473,15,64,675,283,0.4428172318660968,0.6017282565967954,0.7198705267444228,COMPLETE,0.8
13,0.0025834388684490713,2024-10-15 18:01:27.849688,2024-10-15 18:01:38.266038,0 days 00:00:10.416350,0.8871516546242407,0.07256176262751592,16,35,802,113,0.44119399656635916,0.2700816426302999,0.7313255897428868,COMPLETE,0.8
14,0.0025655532576427205,2024-10-15 18:01:38.266213,2024-10-15 18:01:48.893388,0 days 00:00:10.627175,0.9010975503721145,0.09776982602710267,17,33,837,107,0.3566198274381048,0.28588333332901034,0.5251848161494087,COMPLETE,0.8
15,0.0026983498016423598,2024-10-15 18:01:48.893566,2024-10-15 18:01:55.662277,0 days 00:00:06.768711,0.9932098675397424,0.09918685304024062,9,29,838,83,0.23319140398699317,0.30002588718806233,0.5332112002079819,PRUNED,0.8
16,0.0025729852297160603,2024-10-15 18:01:55.662400,2024-10-15 18:02:10.233558,0 days 00:00:14.571158,0.9123249014221163,0.03354341528401663,17,11,876,146,0.5551747527554043,0.010001223053151376,0.5080573025240923,COMPLETE,0.8
17,0.0025979766950012086,2024-10-15 18:02:10.233729,2024-10-15 18:02:24.767731,0 days 00:00:14.534002,0.8430399416262622,0.07173945491425807,18,49,761,220,0.22871232827025878,0.7408465605251597,0.8685303797174965,COMPLETE,0.8
18,0.0027411009600799867,2024-10-15 18:02:24.767911,2024-10-15 18:02:32.979243,0 days 00:00:08.211332,0.9579000877277078,0.03866565109414795,9,24,992,81,0.3626061418145124,0.3814439433447777,0.5580929969096149,PRUNED,0.8
19,0.002602671323368179,2024-10-15 18:02:32.979361,2024-10-15 18:02:41.685670,0 days 00:00:08.706309,0.7478734559125828,0.0995731465129016,19,5,556,128,0.6887192436523897,0.12887727280932504,0.6893692912036522,COMPLETE,0.8
0,0.0021195843205781065,2024-10-15 18:02:53.757424,2024-10-15 18:02:54.520479,0 days 00:00:00.763055,0.7499228355285161,0.06126669793357519,3,61,514,71,0.3407404049999554,0.7587288336069968,0.806126536110255,COMPLETE,0.9
1,0.0018666960558733584,2024-10-15 18:02:54.520644,2024-10-15 18:02:56.988836,0 days 00:00:02.468192,0.5819826534337802,0.022542721104888506,20,78,258,89,0.3584309061289248,0.3083750653807382,0.994241285739514,COMPLETE,0.9
2,0.0017712790585669232,2024-10-15 18:02:56.989007,2024-10-15 18:03:02.433612,0 days 00:00:05.444605,0.8083849807810317,0.059596323780891684,8,51,853,63,0.2828896114185261,0.8832131919504764,0.9371178066489803,COMPLETE,0.9
3,0.001769858503574458,2024-10-15 18:03:02.433780,2024-10-15 18:03:08.450208,0 days 00:00:06.016428,0.6604751738802833,0.019116305646116886,15,99,950,51,0.5352560823441288,0.6298101560482378,0.5758208684419253,COMPLETE,0.9
4,0.0017809908441925794,2024-10-15 18:03:08.450379,2024-10-15 18:03:24.497630,0 days 00:00:16.047251,0.8257563746944339,0.09125656171115866,18,24,783,186,0.6517498512628115,0.8282104802263958,0.6901856149765767,COMPLETE,0.9
5,0.0018257015044765065,2024-10-15 18:03:24.497806,2024-10-15 18:03:25.840676,0 days 00:00:01.342870,0.5169152770895745,0.041412942597028365,14,60,243,43,0.43983542870090464,0.8448721703224491,0.7010769007121707,PRUNED,0.9
6,0.0017409305860797764,2024-10-15 18:03:25.840795,2024-10-15 18:03:31.205899,0 days 00:00:05.365104,0.9162932664725691,0.08484579461214274,19,100,496,96,0.8988201168449832,0.4558228686522503,0.9383526721075783,COMPLETE,0.9
7,0.0020166237614777766,2024-10-15 18:03:31.206067,2024-10-15 18:03:32.075198,0 days 00:00:00.869131,0.5562173020695131,0.04483628772933511,18,62,102,70,0.3210237137169243,0.9577347694615244,0.7033105341837429,PRUNED,0.9
8,0.0018048122819540365,2024-10-15 18:03:32.075317,2024-10-15 18:03:58.135957,0 days 00:00:26.060640,0.9885312111047925,0.010895523525212362,18,12,874,291,0.523595328478865,0.10387569390082052,0.9887344313190338,PRUNED,0.9
9,0.0018876475363116115,2024-10-15 18:03:58.136100,2024-10-15 18:03:59.629976,0 days 00:00:01.493876,0.8347814827874029,0.022085029505453883,20,26,405,24,0.5595497071393951,0.6375853209201016,0.6540866383788747,PRUNED,0.9
10,0.0017722386358292202,2024-10-15 18:03:59.630093,2024-10-15 18:04:04.532284,0 days 00:00:04.902191,0.9976126276936694,0.08820994432811038,10,93,722,152,0.9188909555053286,0.34551823068598775,0.8493913529572641,COMPLETE,0.9
11,0.0017973652163876467,2024-10-15 18:04:04.532464,2024-10-15 18:04:11.836216,0 days 00:00:07.303752,0.6682332957557352,0.012550055934395404,14,100,643,140,0.074193335613991,0.5263557567150203,0.5496359620130745,PRUNED,0.9
12,0.001740194363488516,2024-10-15 18:04:11.836341,2024-10-15 18:04:21.700600,0 days 00:00:09.864259,0.6716982610340279,0.019011411283184343,14,81,956,113,0.9572465747070369,0.4037478519252523,0.5799385867152514,COMPLETE,0.9
13,0.0018004342799379214,2024-10-15 18:04:21.700775,2024-10-15 18:04:26.463991,0 days 00:00:04.763216,0.9125979606035097,0.015867844069113263,12,79,506,117,0.9804188822031666,0.3013782740975529,0.5069513036365798,PRUNED,0.9
14,0.0018386408273915011,2024-10-15 18:04:26.464111,2024-10-15 18:04:29.481577,0 days 00:00:03.017466,0.7078541355029755,0.03136776080913374,7,81,632,196,0.820883791708824,0.11142639501199014,0.8571994945945457,PRUNED,0.9
15,0.0017529992338272628,2024-10-15 18:04:29.481700,2024-10-15 18:04:33.832300,0 days 00:00:04.350600,0.9200145524195738,0.03200436157578235,16,89,379,111,0.7864491212726499,0.3887695712079516,0.6193566348777233,COMPLETE,0.9
16,0.00173434705221217,2024-10-15 18:04:33.832472,2024-10-15 18:04:48.753472,0 days 00:00:14.921000,0.6168168904976286,0.029612400260016613,12,43,994,226,0.7422069733730705,0.475445450709282,0.7727400723031179,COMPLETE,0.9
17,0.0017333466759585675,2024-10-15 18:04:48.753647,2024-10-15 18:05:00.179848,0 days 00:00:11.426201,0.6282799177312551,0.028067414652411624,11,43,931,255,0.7093646984278826,0.19487339637619017,0.7693162866871968,COMPLETE,0.9
18,0.0017412573378761999,2024-10-15 18:05:00.180027,2024-10-15 18:05:12.393715,0 days 00:00:12.213688,0.6018737097432134,0.028918845720644203,11,41,982,260,0.7021627563457362,0.003152943327908886,0.7841662576683629,COMPLETE,0.9
19,0.0017815314735483497,2024-10-15 18:05:12.393891,2024-10-15 18:05:18.691708,0 days 00:00:06.297817,0.6165493232002623,0.041100424552675714,8,40,836,233,0.7047427910420037,0.18991654013321235,0.7422215573869098,PRUNED,0.9
