number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state,alpha
10,0.00563716587895472,2024-10-26 15:58:15.213946,2024-10-26 15:58:23.423302,0 days 00:00:08.209356,0.20366112312725354,0.09987860995020853,7,990,4.058418291786706,9.923511028507994,0.9972031964911892,PRUNED,0.6
11,0.004481833021088707,2024-10-26 15:58:23.423432,2024-10-26 15:58:24.208136,0 days 00:00:00.784704,0.7952081406683926,0.032150645667365356,7,106,9.804910069345615,2.4367506023827428,0.6987739735857763,PRUNED,0.6
12,0.003803740962439161,2024-10-26 15:58:24.208255,2024-10-26 15:58:25.843575,0 days 00:00:01.635320,0.5373008209936496,0.023651432741642078,5,264,0.016900520965719146,6.879910343958414,0.8146523931834484,COMPLETE,0.6
13,0.00483729905386383,2024-10-26 15:58:25.843751,2024-10-26 15:58:29.398559,0 days 00:00:03.554808,0.9956482839924583,0.07976840007682294,7,506,5.148008426802726,6.6800576731130565,0.48848749711320444,PRUNED,0.6
14,0.003706078015561977,2024-10-26 15:58:29.398681,2024-10-26 15:58:30.799557,0 days 00:00:01.400876,0.8494248304578706,0.0459003365800041,5,215,7.854294442317941,2.198323838359319,0.7382569863308169,COMPLETE,0.6
15,0.004334929157401088,2024-10-26 15:58:30.799727,2024-10-26 15:58:33.491480,0 days 00:00:02.691753,0.31541105299222394,0.08361012992094047,3,404,5.0784457618786885,2.944301502808145,0.9862197865028989,PRUNED,0.6
16,0.0037517915527746867,2024-10-26 15:58:33.491601,2024-10-26 15:58:38.687683,0 days 00:00:05.196082,0.6679699610610308,0.013846214592560588,4,932,8.666771363898004,8.922634872749901,0.539713971443633,COMPLETE,0.6
17,0.004401064862346141,2024-10-26 15:58:38.687861,2024-10-26 15:58:42.542190,0 days 00:00:03.854329,0.5889977715912951,0.036453880575730006,8,452,3.8165102235592516,0.40872423774588196,0.784837076511544,PRUNED,0.6
18,0.0040941388095867585,2024-10-26 15:58:42.542310,2024-10-26 15:58:43.811698,0 days 00:00:01.269388,0.8060980157961362,0.058440809202777604,4,189,7.4387975168400695,6.048987115806922,0.8981215879284311,PRUNED,0.6
19,0.005388900210986427,2024-10-26 15:58:43.811818,2024-10-26 15:58:49.499000,0 days 00:00:05.687182,0.8966431737944067,0.08764045843220875,6,815,5.91154688141875,1.6159519041232007,0.6440977903153923,PRUNED,0.6
0,0.004524015021715617,2024-10-26 15:58:50.319862,2024-10-26 15:58:51.173143,0 days 00:00:00.853281,0.34770561922940363,0.045767783625638055,3,147,7.548290361204895,2.8914817638549204,0.8590267521721747,COMPLETE,0.7
1,0.003601516164240577,2024-10-26 15:58:51.173310,2024-10-26 15:58:52.461184,0 days 00:00:01.287874,0.8971510796641168,0.051550091963055766,6,217,1.4381354412788843,9.700684533390199,0.25884879487075335,COMPLETE,0.7
2,0.003598072120089817,2024-10-26 15:58:52.461350,2024-10-26 15:58:58.419071,0 days 00:00:05.957721,0.9613924518773684,0.09536710475565426,6,978,5.198553944782299,9.626179255020842,0.37655259772239724,COMPLETE,0.7
3,0.00469238901913056,2024-10-26 15:58:58.419254,2024-10-26 15:59:04.555243,0 days 00:00:06.135989,0.9832784855207903,0.09617187049392806,9,787,8.415880841226668,7.78884260259571,0.31270545865364374,COMPLETE,0.7
4,0.00391161611037122,2024-10-26 15:59:04.555424,2024-10-26 15:59:09.727694,0 days 00:00:05.172270,0.3123063041491273,0.0351918955139802,4,803,5.067461989738474,7.878749445406506,0.8019559258521268,COMPLETE,0.7
5,0.004469388099063593,2024-10-26 15:59:09.727865,2024-10-26 15:59:12.618837,0 days 00:00:02.890972,0.9388080728872943,0.07156583903829432,9,385,8.226338664229663,3.815692516169722,0.2768530491396689,PRUNED,0.7
6,0.005190939780432048,2024-10-26 15:59:12.618959,2024-10-26 15:59:15.930117,0 days 00:00:03.311158,0.48304495863781344,0.003991314107031544,5,524,4.116037264710007,5.24049784545546,0.6650043787575407,PRUNED,0.7
7,0.003317931161299641,2024-10-26 15:59:15.930256,2024-10-26 15:59:22.516985,0 days 00:00:06.586729,0.8749152866498893,0.014900623692929065,4,970,3.751474852906945,8.614899099623571,0.8433416346149163,COMPLETE,0.7
8,0.004388234408981304,2024-10-26 15:59:22.517158,2024-10-26 15:59:27.182143,0 days 00:00:04.664985,0.2855885119484115,0.04852080614875346,4,909,4.482775891687915,0.6566543339066606,0.34876365086704164,PRUNED,0.7
9,0.0036588498197072696,2024-10-26 15:59:27.182261,2024-10-26 15:59:32.004991,0 days 00:00:04.822730,0.6647960911742072,0.05434988023967859,5,885,4.5907360522869505,3.31843598523093,0.22659626038327396,COMPLETE,0.7
10,0.004194231615805363,2024-10-26 15:59:32.005159,2024-10-26 15:59:38.137805,0 days 00:00:06.132646,0.7340441498818301,0.004152194586257192,8,678,0.8635419266589048,6.521635638043782,0.9729859312447161,PRUNED,0.7
11,0.005954135644364004,2024-10-26 15:59:38.137928,2024-10-26 15:59:45.768375,0 days 00:00:07.630447,0.803550367113362,0.09480634797704411,7,993,2.445601976875918,9.885981300262442,0.4553376728355829,PRUNED,0.7
12,0.003702886781006702,2024-10-26 15:59:45.768632,2024-10-26 15:59:50.104666,0 days 00:00:04.336034,0.8250871262206596,0.02576203509393466,6,642,6.764246870093832,8.244736356294254,0.5528446893405206,PRUNED,0.7
13,0.003302104087088095,2024-10-26 15:59:50.104787,2024-10-26 15:59:56.453805,0 days 00:00:06.349018,0.5311383935263523,0.07788024899768957,3,994,6.2883285518223015,6.246192710940132,0.6785756277665332,COMPLETE,0.7
14,0.0033995028377370724,2024-10-26 15:59:56.454072,2024-10-26 16:00:01.951361,0 days 00:00:05.497289,0.5668465933585796,0.07426181625118895,3,801,9.936847283556713,5.961836556815139,0.703844595600642,COMPLETE,0.7
15,0.003512462568441835,2024-10-26 16:00:01.951530,2024-10-26 16:00:05.021557,0 days 00:00:03.070027,0.5039415103974848,0.016964280370417292,4,490,2.569403334555649,6.831270695418475,0.8284718875514594,COMPLETE,0.7
16,0.0035448448692038206,2024-10-26 16:00:05.021921,2024-10-26 16:00:11.304271,0 days 00:00:06.282350,0.4136494630747486,0.07260052059869283,3,880,6.2923823298003025,4.380226184402715,0.9699361191932387,COMPLETE,0.7
17,0.0034647924493922603,2024-10-26 16:00:11.304440,2024-10-26 16:00:15.823154,0 days 00:00:04.518714,0.6300573956699337,0.08192559935996943,5,698,2.625490248956286,8.707632321569708,0.5649012910375258,COMPLETE,0.7
18,0.0031796216525677113,2024-10-26 16:00:15.823329,2024-10-26 16:00:18.671568,0 days 00:00:02.848239,0.7264413977807768,0.06443950186143943,4,437,3.488022719354289,7.155359562198133,0.7327780454705385,COMPLETE,0.7
19,0.0035501795710231113,2024-10-26 16:00:18.671738,2024-10-26 16:00:20.823399,0 days 00:00:02.151661,0.6931104307619,0.06639933383448092,3,345,0.08708937411774542,2.0883711285392215,0.7160811025815887,PRUNED,0.7
0,0.003404080465622473,2024-10-26 16:00:23.618529,2024-10-26 16:00:28.157295,0 days 00:00:04.538766,0.23658523594089678,0.057828850150916815,3,767,7.965149948439097,3.267674334162195,0.6509160474096953,COMPLETE,0.8
1,0.006773345783624936,2024-10-26 16:00:28.157466,2024-10-26 16:00:33.929971,0 days 00:00:05.772505,0.20196687730806123,0.06521367223287768,9,748,3.2682108754683217,4.19351736569664,0.259435991025948,COMPLETE,0.8
2,0.0032596544452219356,2024-10-26 16:00:33.930143,2024-10-26 16:00:35.877858,0 days 00:00:01.947715,0.3090206608357453,0.07022876069888076,3,299,9.63031445232196,4.0527124303267765,0.9043101105936079,COMPLETE,0.8
3,0.003154958231297775,2024-10-26 16:00:35.878025,2024-10-26 16:00:41.003822,0 days 00:00:05.125797,0.7548915121107744,0.09752459927849098,7,576,3.5455314752973024,2.4716778879092254,0.9856388154757842,COMPLETE,0.8
4,0.0035087350641933406,2024-10-26 16:00:41.003988,2024-10-26 16:00:44.370433,0 days 00:00:03.366445,0.9978331106906304,0.0046146930132477506,4,578,4.759639469230434,0.6968064287587719,0.6030979569243118,COMPLETE,0.8
5,0.003026682042239756,2024-10-26 16:00:44.370603,2024-10-26 16:00:48.486882,0 days 00:00:04.116279,0.35891005315872254,0.015346132826660948,5,688,3.7273786025140287,5.890421507346879,0.531130619287579,COMPLETE,0.8
6,0.0029218316222743824,2024-10-26 16:00:48.487054,2024-10-26 16:00:53.153316,0 days 00:00:04.666262,0.8356237311651158,0.09881832494025972,5,771,1.4228613945336361,2.7173354306498347,0.43105540817568894,COMPLETE,0.8
7,0.0024642992591925247,2024-10-26 16:00:53.153489,2024-10-26 16:00:57.459076,0 days 00:00:04.305587,0.8418900070681471,0.012947351048627768,5,691,2.504921288307885,2.0278040085151394,0.5845277613068272,COMPLETE,0.8
8,0.0048918571863908016,2024-10-26 16:00:57.459244,2024-10-26 16:01:02.110920,0 days 00:00:04.651676,0.21876321531113208,0.08916281933523429,9,628,6.802215136365591,0.23329957663368495,0.25768461893339784,PRUNED,0.8
9,0.003401544786479848,2024-10-26 16:01:02.111044,2024-10-26 16:01:07.374742,0 days 00:00:05.263698,0.8273375710364188,0.09342752810108762,7,632,4.951308039105218,9.059150832716018,0.79188493244832,PRUNED,0.8
10,0.0029343391262220643,2024-10-26 16:01:07.374860,2024-10-26 16:01:15.038982,0 days 00:00:07.664122,0.5728889123230994,0.03270788465036212,6,987,0.9569733546643073,6.559959884678607,0.7463243446566936,COMPLETE,0.8
11,0.0026827638872334667,2024-10-26 16:01:15.039156,2024-10-26 16:01:20.690067,0 days 00:00:05.650911,0.8483177010840254,0.03707052153748487,5,904,0.055462878046486974,1.8942371673078933,0.42517113281987606,COMPLETE,0.8
12,0.002593801133475635,2024-10-26 16:01:20.690245,2024-10-26 16:01:26.567872,0 days 00:00:05.877627,0.9932294457149418,0.03340516539768769,5,947,0.12772329649305228,1.7446604223544397,0.4178100376012792,COMPLETE,0.8
13,0.0026589550821789197,2024-10-26 16:01:26.568048,2024-10-26 16:01:28.728183,0 days 00:00:02.160135,0.9963147001463799,0.025076736434409025,6,324,2.085239254749304,1.3151587114730092,0.42501489865356673,COMPLETE,0.8
14,0.0024703738370007266,2024-10-26 16:01:28.728360,2024-10-26 16:01:31.283587,0 days 00:00:02.555227,0.6361169580754303,0.0463692035300165,4,412,0.08785471560133909,6.876105720963129,0.523514885049204,COMPLETE,0.8
15,0.013639630196332778,2024-10-26 16:01:31.283787,2024-10-26 16:01:34.127804,0 days 00:00:02.844017,0.5878818956127213,0.001246246927095282,4,415,2.2900298182613477,7.922249601724253,0.711434246151913,PRUNED,0.8
16,0.0027238187085566966,2024-10-26 16:01:34.127926,2024-10-26 16:01:34.969989,0 days 00:00:00.842063,0.4716823457475353,0.04532888312061155,4,143,2.288273982282266,7.06240528570308,0.5359959749814587,COMPLETE,0.8
17,0.003070785217888322,2024-10-26 16:01:34.970159,2024-10-26 16:01:38.249394,0 days 00:00:03.279235,0.6909840406227823,0.016829355192921273,7,454,6.662384397278153,5.234552830794608,0.5488414978472685,PRUNED,0.8
18,0.002737250823275228,2024-10-26 16:01:38.249653,2024-10-26 16:01:40.529064,0 days 00:00:02.279411,0.6883654671554909,0.07626197888393547,3,445,0.8501140274420309,9.860376121344544,0.3622934891486723,COMPLETE,0.8
19,0.0029381502008813468,2024-10-26 16:01:40.529238,2024-10-26 16:01:42.087870,0 days 00:00:01.558632,0.4388077230376617,0.04884656962767019,6,211,2.985950989562904,8.24994492046664,0.8040103508203776,PRUNED,0.8
0,0.001669130130908435,2024-10-26 16:01:46.451256,2024-10-26 16:01:48.150312,0 days 00:00:01.699056,0.5166943799400626,0.06294851935719468,3,316,3.9417469661463946,8.106276701068534,0.5704853774696236,COMPLETE,0.9
1,0.0018741935745914826,2024-10-26 16:01:48.150476,2024-10-26 16:01:53.009328,0 days 00:00:04.858852,0.9693545647045942,0.05443155820977714,8,695,9.106753372844574,0.7012279344595419,0.4239178053500539,COMPLETE,0.9
2,0.01556655506270349,2024-10-26 16:01:53.009497,2024-10-26 16:01:56.975189,0 days 00:00:03.965692,0.37915239800127404,0.00030067265731355876,9,443,8.51960991376747,6.881123980096027,0.5748532478586096,COMPLETE,0.9
3,0.0020228857387587147,2024-10-26 16:01:56.975359,2024-10-26 16:02:02.228805,0 days 00:00:05.253446,0.9139355206764426,0.03661622350095121,6,884,0.39360077497803964,4.695788413144126,0.3099160810917777,COMPLETE,0.9
4,0.011890924934906406,2024-10-26 16:02:02.228993,2024-10-26 16:02:08.606384,0 days 00:00:06.377391,0.7078370956931639,0.0005367854149856458,8,907,2.4849052050404294,5.314169097665541,0.30695484358963165,COMPLETE,0.9
5,0.004262237678680842,2024-10-26 16:02:08.606554,2024-10-26 16:02:12.128205,0 days 00:00:03.521651,0.9354651283867415,0.0045376860013340665,9,457,6.6324685755648884,6.286293242079792,0.3312101405869019,PRUNED,0.9
6,0.001601195896151484,2024-10-26 16:02:12.128327,2024-10-26 16:02:15.918911,0 days 00:00:03.790584,0.7682173567184647,0.010339001762631932,4,651,0.3668705020848443,3.634834600464323,0.6269741177027819,COMPLETE,0.9
7,0.004148373743753512,2024-10-26 16:02:15.919198,2024-10-26 16:02:20.005574,0 days 00:00:04.086376,0.20735147714285498,0.0958431292888472,8,512,7.253615206622762,8.77254145731507,0.5364683644082192,PRUNED,0.9
8,0.003234310334737473,2024-10-26 16:02:20.005695,2024-10-26 16:02:23.236843,0 days 00:00:03.231148,0.33874474167454605,0.04915794752584198,9,387,1.239629959365083,6.9999741463047,0.5222981225460519,PRUNED,0.9
9,0.002376528547101739,2024-10-26 16:02:23.236965,2024-10-26 16:02:31.624782,0 days 00:00:08.387817,0.5181001928410852,0.04403212224589502,9,961,3.6278648739207546,2.699150370110485,0.7692658842480286,PRUNED,0.9
10,0.0019928975818395704,2024-10-26 16:02:31.624912,2024-10-26 16:02:32.437328,0 days 00:00:00.812416,0.7279870273729727,0.02949509522078363,3,133,5.54240089745059,2.824533818326716,0.993152494030695,PRUNED,0.9
11,0.001710427043949702,2024-10-26 16:02:32.437456,2024-10-26 16:02:33.583455,0 days 00:00:01.145999,0.6033618443250749,0.07416170950762761,3,194,3.7375088012794526,9.221451667028907,0.7403597069362872,COMPLETE,0.9
12,0.0020784786341062752,2024-10-26 16:02:33.583641,2024-10-26 16:02:38.612783,0 days 00:00:05.029142,0.7783942918108098,0.0668307780134366,5,686,1.9860464715003108,3.359354733740227,0.7198276894259574,PRUNED,0.9
13,0.001660511356902503,2024-10-26 16:02:38.612926,2024-10-26 16:02:40.426537,0 days 00:00:01.813611,0.5357887103445781,0.02026007797525093,4,295,0.014249874803736962,9.939824959367128,0.879409521358863,COMPLETE,0.9
14,0.001711036984879525,2024-10-26 16:02:40.426707,2024-10-26 16:02:45.976031,0 days 00:00:05.549324,0.7987289726327591,0.02088217527668096,5,754,0.4016792713261932,0.566461996435867,0.9620327725177512,COMPLETE,0.9
15,0.0015927690036156884,2024-10-26 16:02:45.976212,2024-10-26 16:02:50.105633,0 days 00:00:04.129421,0.6187523758374804,0.019520651080637188,4,637,0.01347017955985763,4.3546168775141325,0.8618188390233666,COMPLETE,0.9
16,0.0017750095686174115,2024-10-26 16:02:50.105805,2024-10-26 16:02:54.018769,0 days 00:00:03.912964,0.6351523377442264,0.01603683184825403,5,605,1.9004540329731865,4.150416811450846,0.8351785025192363,PRUNED,0.9
17,0.0016005758965487167,2024-10-26 16:02:54.018903,2024-10-26 16:02:58.678243,0 days 00:00:04.659340,0.8442923819201931,0.013792440590475448,4,801,3.0075471364878292,1.4968958421531222,0.6696559179457208,COMPLETE,0.9
18,0.002034492716146914,2024-10-26 16:02:58.678416,2024-10-26 16:03:04.084418,0 days 00:00:05.406002,0.8572979981606739,0.02921858579373528,6,807,5.123869383835623,1.8207810620155875,0.6519320617421224,PRUNED,0.9
19,0.0015877219107343122,2024-10-26 16:03:04.084539,2024-10-26 16:03:09.362718,0 days 00:00:05.278179,0.6620207522472711,0.02916006252683144,4,796,2.9227980201342283,1.5880466485350597,0.889779772941385,COMPLETE,0.9
