number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state,alpha
0,0.0034966452516290085,2024-10-26 15:36:58.302296,2024-10-26 15:36:59.916994,0 days 00:00:01.614698,0.9653569721694045,0.0338177038622756,5,344,1.4570869810031906,9.369893833949341,0.20952550640212994,COMPLETE,0.7
1,0.0036259400726134853,2024-10-26 15:36:59.917391,2024-10-26 15:37:04.073410,0 days 00:00:04.156019,0.36068592064320737,0.0997150585615322,3,932,6.58047412904672,8.37040677758947,0.4294129406402045,COMPLETE,0.7
2,0.00742480731792029,2024-10-26 15:37:04.073741,2024-10-26 15:37:06.651563,0 days 00:00:02.577822,0.28679036439163835,0.002255663658013046,3,688,7.88906993673554,0.7706865095857547,0.2056946548912733,COMPLETE,0.7
3,0.0036279078497231587,2024-10-26 15:37:06.651741,2024-10-26 15:37:12.182042,0 days 00:00:05.530301,0.3543217802100034,0.03112528984436555,7,716,0.8974271998508374,4.7019463829107115,0.6615870224802787,COMPLETE,0.7
4,0.0035152372095182344,2024-10-26 15:37:12.182218,2024-10-26 15:37:15.369513,0 days 00:00:03.187295,0.9495954644542948,0.0234105557753471,4,711,3.385716957411245,6.636030233902998,0.2496109280443319,COMPLETE,0.7
5,0.0035808011991340805,2024-10-26 15:37:15.369683,2024-10-26 15:37:18.436208,0 days 00:00:03.066525,0.5566748941844601,0.08946847913167146,6,420,3.572820241048672,0.5213950842386246,0.8949002109383687,COMPLETE,0.7
6,0.003522012052464493,2024-10-26 15:37:18.436509,2024-10-26 15:37:20.419786,0 days 00:00:01.983277,0.6385014592455135,0.08081342468615862,5,349,4.365205222470636,7.553985996271456,0.5358041474656973,COMPLETE,0.7
7,0.0036007948856015396,2024-10-26 15:37:20.419957,2024-10-26 15:37:25.759705,0 days 00:00:05.339748,0.582506641151805,0.03789196792030383,6,794,8.182239439751164,2.9364336925709855,0.807008951325351,PRUNED,0.7
8,0.00376909209655778,2024-10-26 15:37:25.759835,2024-10-26 15:37:29.806167,0 days 00:00:04.046332,0.8433670300528976,0.05722338283722354,8,511,6.0831121145192215,4.911497044646677,0.8788878708715039,PRUNED,0.7
9,0.0036205737420580753,2024-10-26 15:37:29.806333,2024-10-26 15:37:30.535046,0 days 00:00:00.728713,0.6199672358867887,0.07833719663232142,4,164,6.7918698859677065,7.730310197432866,0.3282286094965951,PRUNED,0.7
10,0.0038643724885094695,2024-10-26 15:37:30.535166,2024-10-26 15:37:32.123406,0 days 00:00:01.588240,0.7905095583846902,0.05566819236559793,9,191,0.002567840933206389,9.94236453452009,0.655793057417029,PRUNED,0.7
11,0.003894044901869937,2024-10-26 15:37:32.123525,2024-10-26 15:37:34.805870,0 days 00:00:02.682345,0.9762913806339861,0.006459485901104057,5,602,2.5578232647371286,9.907338083221642,0.20941117387347574,PRUNED,0.7
12,0.0035863050375857936,2024-10-26 15:37:34.805992,2024-10-26 15:37:36.207250,0 days 00:00:01.401258,0.9923199100509225,0.023895224131206518,4,327,2.1485110951678235,5.943499093954672,0.33989914892974193,PRUNED,0.7
13,0.0035024058358588688,2024-10-26 15:37:36.207368,2024-10-26 15:37:40.894469,0 days 00:00:04.687101,0.810478664490484,0.020207881733333783,5,955,1.8769855962604276,6.496543498203584,0.3413624070233817,COMPLETE,0.7
14,0.0033926797465900975,2024-10-26 15:37:40.894655,2024-10-26 15:37:45.970863,0 days 00:00:05.076208,0.778561550365036,0.04242874534342675,5,973,1.1340475360065327,3.1220626487205037,0.4529911578625604,COMPLETE,0.7
15,0.003745859869515445,2024-10-26 15:37:45.971036,2024-10-26 15:37:49.249721,0 days 00:00:03.278685,0.7295024444826199,0.04883718486459794,7,488,0.19133008514791583,2.8759360837872587,0.488929293566007,PRUNED,0.7
16,0.0037793849457959093,2024-10-26 15:37:49.249842,2024-10-26 15:37:50.815302,0 days 00:00:01.565460,0.8931988832586468,0.04237378644260399,7,265,9.388529539808038,3.49979126798931,0.41974771270434275,PRUNED,0.7
17,0.003450891900093263,2024-10-26 15:37:50.815424,2024-10-26 15:37:56.113986,0 days 00:00:05.298562,0.7166017990075642,0.06800392310028616,5,854,1.1786282822418566,1.9755546103472659,0.7372781411409559,COMPLETE,0.7
18,0.0036175150653324378,2024-10-26 15:37:56.114160,2024-10-26 15:38:01.730507,0 days 00:00:05.616347,0.4616965203656967,0.06570524194985786,6,857,5.35056917977834,1.8741419912219202,0.746413196537325,PRUNED,0.7
19,0.0034716137655912706,2024-10-26 15:38:01.730628,2024-10-26 15:38:07.424610,0 days 00:00:05.693982,0.7334302255422293,0.0758012300572103,4,986,3.294200469012176,1.9609040684558643,0.5972407817383345,COMPLETE,0.7
0,0.0033423961623188555,2024-10-26 15:38:12.915530,2024-10-26 15:38:17.281731,0 days 00:00:04.366201,0.9394144672281775,0.07028165506015088,9,547,9.449945272849765,4.849415962719062,0.9653030063809211,COMPLETE,0.8
1,0.002995557278152952,2024-10-26 15:38:17.282100,2024-10-26 15:38:21.808282,0 days 00:00:04.526182,0.5829223589615069,0.009735956102324013,4,716,7.9186881927798725,9.087762622197566,0.9697220681914115,COMPLETE,0.8
2,0.003228303133921779,2024-10-26 15:38:21.808447,2024-10-26 15:38:24.365510,0 days 00:00:02.557063,0.7616265989801301,0.03309837141381958,8,298,1.5376301353352402,1.2900789206759338,0.8792388913554062,COMPLETE,0.8
3,0.0029681402430435846,2024-10-26 15:38:24.365724,2024-10-26 15:38:28.919369,0 days 00:00:04.553645,0.7878370939046141,0.02280942290856737,6,884,5.117831388656963,1.9717788585249936,0.20278355238126028,COMPLETE,0.8
4,0.014957111806795405,2024-10-26 15:38:28.919533,2024-10-26 15:38:31.823852,0 days 00:00:02.904319,0.379429178139765,0.0011341372445314894,4,486,4.391805013942913,0.005034466076900588,0.9588713312392261,COMPLETE,0.8
5,0.003095342880797224,2024-10-26 15:38:31.824021,2024-10-26 15:38:32.872780,0 days 00:00:01.048759,0.4682081542475146,0.055479154103961065,3,217,6.402870989247102,4.28696880582003,0.7916101979927385,COMPLETE,0.8
6,0.0030738983557603732,2024-10-26 15:38:32.872950,2024-10-26 15:38:35.011547,0 days 00:00:02.138597,0.3564840259773946,0.03881163921781398,3,428,4.480517037006207,8.470557613574739,0.807219284095237,COMPLETE,0.8
7,0.00327098349617277,2024-10-26 15:38:35.011713,2024-10-26 15:38:36.499944,0 days 00:00:01.488231,0.9625811152855335,0.08014068007421477,8,207,3.585035281050838,1.3657753006085451,0.5600791210306716,PRUNED,0.8
8,0.0028956514529925575,2024-10-26 15:38:36.500066,2024-10-26 15:38:40.310187,0 days 00:00:03.810121,0.7305363053881742,0.02310126841314503,4,796,9.653570915996248,9.214760070449618,0.48947785764163376,COMPLETE,0.8
9,0.0031969172881322378,2024-10-26 15:38:40.310355,2024-10-26 15:38:41.543719,0 days 00:00:01.233364,0.7694299981141879,0.01941475280815467,5,224,4.850612651812165,9.818855111421168,0.8540745069930387,PRUNED,0.8
10,0.003015496431692505,2024-10-26 15:38:41.543838,2024-10-26 15:38:46.983941,0 days 00:00:05.440103,0.23687556290054024,0.0955947020942006,6,973,9.676017393954922,7.0834846896810255,0.44524632444318774,COMPLETE,0.8
11,0.0029569692375671125,2024-10-26 15:38:46.984116,2024-10-26 15:38:51.363604,0 days 00:00:04.379488,0.7522742173313529,0.024460647933787653,6,822,0.22893709267980977,2.9755235502355175,0.22774248929435692,COMPLETE,0.8
12,0.0032042165686184763,2024-10-26 15:38:51.363816,2024-10-26 15:38:55.919957,0 days 00:00:04.556141,0.661049103270073,0.04704123445094223,7,753,0.7941490447648709,6.677711220238406,0.20270676598709592,PRUNED,0.8
13,0.002917414146116298,2024-10-26 15:38:55.920087,2024-10-26 15:38:59.537370,0 days 00:00:03.617283,0.6242122489518896,0.023051202910571087,5,740,2.265875487435037,4.201492829026945,0.34751222479325383,COMPLETE,0.8
14,0.002907901159478676,2024-10-26 15:38:59.537543,2024-10-26 15:39:03.048718,0 days 00:00:03.511175,0.5894474757257574,0.05351905117534694,5,670,2.161393051363276,6.466687523150492,0.3972294259711713,COMPLETE,0.8
15,0.0029681490433015366,2024-10-26 15:39:03.048940,2024-10-26 15:39:06.370011,0 days 00:00:03.321071,0.5842612845931264,0.05973918519525128,4,634,7.048293202141968,6.759742224830291,0.6325390039153522,COMPLETE,0.8
16,0.0028927880358786554,2024-10-26 15:39:06.370182,2024-10-26 15:39:09.844536,0 days 00:00:03.474354,0.49030357019046433,0.041852266161638146,5,639,2.183232446801041,7.967829694226991,0.4623956347917683,COMPLETE,0.8
17,0.002850062820891191,2024-10-26 15:39:09.844706,2024-10-26 15:39:14.926477,0 days 00:00:05.081771,0.495881800010146,0.04031620806614955,4,956,3.025789109835994,8.120690804996897,0.5788243801903963,COMPLETE,0.8
18,0.0029551666556363824,2024-10-26 15:39:14.926649,2024-10-26 15:39:20.048275,0 days 00:00:05.121626,0.4544758411313742,0.03939972092005658,3,982,2.7048908040985786,8.015114404159062,0.6824644767822606,COMPLETE,0.8
19,0.0028892299572414377,2024-10-26 15:39:20.048452,2024-10-26 15:39:22.283942,0 days 00:00:02.235490,0.47194675118935936,0.07205161964150347,5,393,3.4048749185303686,5.618995556381124,0.531442508983044,COMPLETE,0.8
0,0.0019504365315091514,2024-10-26 15:39:27.241288,2024-10-26 15:39:28.342472,0 days 00:00:01.101184,0.5199435621308809,0.07461552580679956,3,240,2.868384785784147,3.6495888908586154,0.5537458994155865,COMPLETE,0.9
1,0.0020629642958016467,2024-10-26 15:39:28.342672,2024-10-26 15:39:32.016855,0 days 00:00:03.674183,0.302312437647946,0.023042655590390503,8,522,4.925443152579397,5.779772939023699,0.8022495007401212,COMPLETE,0.9
2,0.0019065325440534961,2024-10-26 15:39:32.017079,2024-10-26 15:39:33.927627,0 days 00:00:01.910548,0.6085207164342658,0.05441702590554804,4,408,0.12956540013665138,8.008966772975661,0.3385623511602462,COMPLETE,0.9
3,0.0043015652726115065,2024-10-26 15:39:33.927802,2024-10-26 15:39:36.234044,0 days 00:00:02.306242,0.3693358219859484,0.0038260309308980112,3,556,9.78466270335886,6.862538260381066,0.3394642757620873,COMPLETE,0.9
4,0.0019407094831273826,2024-10-26 15:39:36.234212,2024-10-26 15:39:38.960637,0 days 00:00:02.726425,0.8289591082133273,0.030866567668777253,7,411,7.599440416294797,2.7460461821471935,0.8538676469992517,COMPLETE,0.9
5,0.0019641152060485578,2024-10-26 15:39:38.960810,2024-10-26 15:39:41.884771,0 days 00:00:02.923961,0.9766530945851674,0.05048322400264361,3,572,7.623835830602045,1.631226293110724,0.7117857470206871,PRUNED,0.9
6,0.002464037322511991,2024-10-26 15:39:41.884892,2024-10-26 15:39:42.870698,0 days 00:00:00.985806,0.7783100245619212,0.018844317425922127,6,198,9.523238532614021,6.65007409961433,0.22240411831353166,PRUNED,0.9
7,0.002101031252788119,2024-10-26 15:39:42.870817,2024-10-26 15:39:45.877636,0 days 00:00:03.006819,0.24220047614601983,0.07591831274882152,8,455,2.529707636731068,2.840292963666235,0.34553338250900006,PRUNED,0.9
8,0.0019283548897778661,2024-10-26 15:39:45.877751,2024-10-26 15:39:47.748365,0 days 00:00:01.870614,0.45099648918465063,0.048179156085744745,6,360,6.982810116920831,3.626669554363841,0.335585544201168,COMPLETE,0.9
9,0.001981914134666797,2024-10-26 15:39:47.748532,2024-10-26 15:39:48.833641,0 days 00:00:01.085109,0.520759779402879,0.06488636724017394,3,280,3.4136993258347705,6.222736758580261,0.2531167478313409,PRUNED,0.9
10,0.0018114071419524267,2024-10-26 15:39:48.833763,2024-10-26 15:39:53.593174,0 days 00:00:04.759411,0.6996607645007901,0.09196450507824225,5,830,0.8066205105231266,9.196436018397122,0.545367174796815,COMPLETE,0.9
11,0.0018577959657612218,2024-10-26 15:39:53.593376,2024-10-26 15:39:58.631655,0 days 00:00:05.038279,0.6949571032544242,0.09977710854215643,5,850,0.08174684451541897,9.322787105076486,0.5216434274718497,COMPLETE,0.9
12,0.001863608195100464,2024-10-26 15:39:58.631934,2024-10-26 15:40:03.837988,0 days 00:00:05.206054,0.7208706008622208,0.09446876763284884,5,876,0.13433275376497553,9.9791271278459,0.5444810643621995,COMPLETE,0.9
13,0.0018422296815524257,2024-10-26 15:40:03.838163,2024-10-26 15:40:10.755974,0 days 00:00:06.917811,0.6630083488154955,0.09945669701471929,5,938,1.4785553893288046,9.947743885671763,0.9798410544237881,COMPLETE,0.9
14,0.001845621793963462,2024-10-26 15:40:10.756161,2024-10-26 15:40:17.698665,0 days 00:00:06.942504,0.8951633472407642,0.08501762946564474,5,976,1.646162683607471,8.49175901930105,0.9872861017712374,COMPLETE,0.9
15,0.001968359819327312,2024-10-26 15:40:17.698846,2024-10-26 15:40:23.090767,0 days 00:00:05.391921,0.6281706169604234,0.08931163661531547,7,720,1.623684018573388,0.11821570188165254,0.6514577708046098,PRUNED,0.9
16,0.001891351911818275,2024-10-26 15:40:23.090888,2024-10-26 15:40:27.588020,0 days 00:00:04.497132,0.6934833604697554,0.07834858767784703,4,715,4.5357411718134335,7.980605059214164,0.9835503329133126,COMPLETE,0.9
17,0.0023138301588519054,2024-10-26 15:40:27.588197,2024-10-26 15:40:35.724122,0 days 00:00:08.135925,0.8502141017873445,0.06577568109548622,9,978,1.5473125150479916,9.878314871293021,0.46588656867575784,PRUNED,0.9
18,0.0018836672864505197,2024-10-26 15:40:35.724248,2024-10-26 15:40:39.963605,0 days 00:00:04.239357,0.5340546786353862,0.09936172254768778,4,718,3.8785954210448192,8.63561569083726,0.7453028618021058,COMPLETE,0.9
19,0.0018755839181372421,2024-10-26 15:40:39.963781,2024-10-26 15:40:45.202288,0 days 00:00:05.238507,0.9874264834729106,0.08563051030502151,5,836,6.256669808521826,4.9069824975634395,0.8948115130515242,COMPLETE,0.9
