number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_l1_ratio,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,quantile
7,0.02989612477347006,2024-10-17 20:02:27.750411,2024-10-17 20:02:32.609624,0 days 00:00:04.859213,0.1734741293023589,0.9098507197977648,0.8987246188261898,0.019006229967626066,13,28,7.8558701317566415,0.3402222873856581,334,127,0.0208001012559893,0.6351326414014297,0.6093773825887794,5,COMPLETE,0.5
8,0.009292088287582032,2024-10-17 20:02:32.609855,2024-10-17 20:02:35.526396,0 days 00:00:02.916541,0.0021086619277783263,0.6373064144947649,0.08312275427322835,0.022921714971362014,9,64,3.748626345035536,0.000974533460028959,288,212,0.28614782093615787,0.569619616528475,0.9545357183516585,2,COMPLETE,0.5
9,0.0064704965937271005,2024-10-17 20:02:35.526634,2024-10-17 20:02:41.231228,0 days 00:00:05.704594,0.0010059854862761205,0.8049218082898877,0.05309153643016007,0.04266015514390511,15,68,7.945230051089707,0.38950762667034766,490,219,0.3965886728711667,0.394011206052599,0.5318773399848096,4,COMPLETE,0.5
10,0.004436800413935051,2024-10-17 20:02:41.231523,2024-10-17 20:02:45.527919,0 days 00:00:04.296396,0.00018180409501737213,0.8807311486019892,0.30683188192806926,0.036758722598935124,18,42,7.546390284926215,0.7153395201617918,498,295,0.7561613627627938,0.31742379814995386,0.7121841496649571,8,COMPLETE,0.5
11,0.004266168120959008,2024-10-17 20:02:45.528158,2024-10-17 20:02:49.640506,0 days 00:00:04.112348,0.00011758209367622774,0.8741613108835486,0.2678367172927586,0.03387118182884775,18,39,7.666195621438642,0.673339349668129,449,287,0.8319721891013812,0.3244564644649053,0.7211323480154062,9,COMPLETE,0.5
12,0.004280309938046822,2024-10-17 20:02:49.640756,2024-10-17 20:02:54.897858,0 days 00:00:05.257102,0.00012350546300340828,0.8867370536720568,0.3414416537600468,0.031554252349838094,20,41,7.3343210146103335,0.7424074675166936,387,296,0.825408363281314,0.3011103722084461,0.7183618236236522,10,COMPLETE,0.5
13,0.004289701483917774,2024-10-17 20:02:54.898183,2024-10-17 20:03:01.062315,0 days 00:00:06.164132,0.0001182727539783875,0.9451937106780878,0.25796870739758565,0.029099451350662567,20,42,6.415630139652657,0.7750704783049892,344,300,0.998527592506385,0.0027213270257169797,0.7387616448590495,10,COMPLETE,0.5
14,0.0048570633397431165,2024-10-17 20:03:01.062835,2024-10-17 20:03:03.742737,0 days 00:00:02.679902,0.00036988302542812835,0.9803680590278542,0.41853681880929455,0.0280645768904097,16,44,4.360440310168679,0.7546497557769567,116,257,0.741063552993196,0.2635116810056284,0.655914021242233,10,COMPLETE,0.5
15,0.0052210665702508464,2024-10-17 20:03:03.743044,2024-10-17 20:03:08.414021,0 days 00:00:04.670977,0.00047780844774496207,0.8633177627461813,0.19341662468788123,0.032887281319487045,17,31,8.5885301491765,0.9970708802224659,402,270,0.7968432081511485,0.8046352680706634,0.8090078765661017,8,COMPLETE,0.5
16,0.02989612477347006,2024-10-17 20:03:08.414333,2024-10-17 20:03:17.205526,0 days 00:00:08.791193,0.0150785515350577,0.9929745357246978,0.5015120388550447,0.06259916317462255,14,8,6.240561747392838,0.5695277589171234,947,171,0.6557236588189068,0.35074772235374946,0.7852935979668436,7,COMPLETE,0.5
17,0.004246207843313591,2024-10-17 20:03:17.205805,2024-10-17 20:03:22.414443,0 days 00:00:05.208638,0.00011615449311704398,0.9077190695625699,0.17697190706837462,0.020381539615749577,20,56,8.81715007135841,0.6796972543949353,234,259,0.8789236960083648,0.18022675623773854,0.6905173057818059,9,COMPLETE,0.5
18,0.005246555982745309,2024-10-17 20:03:22.414731,2024-10-17 20:03:28.020606,0 days 00:00:05.605875,0.0004897139593366813,0.7135294917602442,0.17073705385701762,0.02292250815480828,17,52,8.884213210596236,0.49753473723604696,235,253,0.8937605917317964,0.151527175094897,0.6454918862997948,6,COMPLETE,0.5
19,0.0131116024791463,2024-10-17 20:03:28.021109,2024-10-17 20:03:34.913537,0 days 00:00:06.892428,0.004142827788294918,0.8301953624472944,0.15700018282988348,0.015975494571726062,12,56,8.859174130637573,0.8490632218958811,617,192,0.6176938386082339,0.038002855165730764,0.6589534811722494,9,COMPLETE,0.5
0,0.028575941559823872,2024-10-17 20:04:05.965350,2024-10-17 20:04:11.679167,0 days 00:00:05.713817,0.06352895831939775,0.9533296701931311,0.8672068036297939,0.04539842303666086,7,10,3.413471321634953,0.6522142813497246,808,68,0.7323766592989726,0.33322661095099426,0.5372520240282714,3,COMPLETE,0.6
1,0.017552810932983026,2024-10-17 20:04:11.679416,2024-10-17 20:04:13.450342,0 days 00:00:01.770926,0.004605403079529201,0.8189058377226561,0.9079460994846733,0.0563592214744662,8,34,9.55660690586316,0.9483211054349672,258,208,0.7456257258972775,0.6133943761854698,0.5849269297234932,5,COMPLETE,0.6
2,0.0049871717431892535,2024-10-17 20:04:13.450629,2024-10-17 20:04:20.127711,0 days 00:00:06.677082,0.00048575344722360126,0.8721184250748084,0.15475172621790168,0.02848482528919711,20,62,1.4794570312409634,0.5905062630811999,547,80,0.7326141887750807,0.6220799277996437,0.6761107815585696,4,COMPLETE,0.6
3,0.028575941559823872,2024-10-17 20:04:20.128208,2024-10-17 20:04:22.798794,0 days 00:00:02.670586,0.05087592923056262,0.7059514078539759,0.7951525623150357,0.04125018956208618,6,86,9.863397809392916,0.4705941808183499,520,73,0.3890844925284509,0.9205349753825721,0.6151692145981944,3,COMPLETE,0.6
4,0.0045003153977174306,2024-10-17 20:04:22.799065,2024-10-17 20:04:36.910433,0 days 00:00:14.111368,0.00023284370033571427,0.6890509121362265,0.9021342340357346,0.03369534234777204,15,39,3.104872403417867,0.15669623171822067,693,111,0.9966722512612151,0.625304502395285,0.9913930550357348,2,COMPLETE,0.6
5,0.027127228968944934,2024-10-17 20:04:36.910697,2024-10-17 20:04:46.797457,0 days 00:00:09.886760,0.055770696487051706,0.8417115957785075,0.0761900188814868,0.014951559241471814,10,31,9.174692714347076,0.7480905845369298,787,234,0.9424972883920709,0.20485381886800236,0.9578966558425468,2,COMPLETE,0.6
6,0.011389425760166109,2024-10-17 20:04:46.797726,2024-10-17 20:04:56.190650,0 days 00:00:09.392924,0.003309374671006704,0.7741843783187113,0.2784178597958503,0.010043969061932554,15,13,1.3722069863100368,0.7289255782858631,392,126,0.1700609659826373,0.01980396826138353,0.6249465829528532,7,COMPLETE,0.6
7,0.028575941559823872,2024-10-17 20:04:56.190919,2024-10-17 20:05:01.429684,0 days 00:00:05.238765,0.034611611397803464,0.5319224196299623,0.9238726046967508,0.016416938995557333,11,42,9.606011070008456,0.49865829081300816,247,263,0.19556472821187854,0.8611001395130229,0.6328858240214936,8,COMPLETE,0.6
8,0.004758062254639701,2024-10-17 20:05:01.429960,2024-10-17 20:05:07.995759,0 days 00:00:06.565799,0.0003058386466651718,0.605561380162702,0.7655671573508018,0.037017550036956844,11,13,7.867794847382139,0.9536759186455417,741,216,0.01258669456455408,0.8918224069371998,0.7906030794864978,1,COMPLETE,0.6
9,0.005351555190020752,2024-10-17 20:05:07.996042,2024-10-17 20:05:09.918506,0 days 00:00:01.922464,0.0005922672593112741,0.6199869919362271,0.7787907878458734,0.015421804766620716,5,72,1.2700967702857373,0.8606243552230279,463,239,0.7261555539021729,0.5077054029302094,0.580814244398728,7,COMPLETE,0.6
10,0.028575941559823872,2024-10-17 20:05:09.918789,2024-10-17 20:05:27.177788,0 days 00:00:17.258999,0.7183718780737509,0.6883402570852036,0.5681355076140023,0.08825122679291665,16,92,5.473756409374031,0.07576548885744891,988,151,0.9957030305796493,0.7207028354051057,0.9560361347984488,10,COMPLETE,0.6
11,0.004405302118864217,2024-10-17 20:05:27.178071,2024-10-17 20:05:49.919928,0 days 00:00:22.741857,0.00010677366253104671,0.5934170638565575,0.5819465766000477,0.025511730859188543,14,23,6.709820980724079,0.21457146080874256,734,300,0.4184533452727629,0.9773076303859248,0.8356723004447653,1,COMPLETE,0.6
12,0.004286931935971548,2024-10-17 20:05:49.920248,2024-10-17 20:06:05.990128,0 days 00:00:16.069880,0.00010206176339447549,0.54128258761226,0.566613834017136,0.02398500229912859,16,53,6.087737513087423,0.17917698168528262,663,291,0.47726947328186686,0.7368493731662081,0.8504618638979621,1,COMPLETE,0.6
13,0.004284230282687927,2024-10-17 20:06:05.990408,2024-10-17 20:06:28.210816,0 days 00:00:22.220408,0.0001119542676825518,0.5105627993975157,0.49570323867798605,0.023995918063395957,19,58,6.509171614723549,0.26305236070892357,967,289,0.47520674268998203,0.7980674257305607,0.8419412825988295,1,COMPLETE,0.6
14,0.008360671414141789,2024-10-17 20:06:28.211075,2024-10-17 20:06:43.113376,0 days 00:00:14.902301,0.0018552020646992573,0.516948945893487,0.39632394399396764,0.021232504032379765,20,55,5.735951006161355,0.321468273890664,975,298,0.5616813332793922,0.7448022697771173,0.8716197265165572,1,COMPLETE,0.6
15,0.004241042113398666,2024-10-17 20:06:43.113862,2024-10-17 20:06:54.971884,0 days 00:00:11.858022,0.00010908420663805132,0.552475546152214,0.4503282752516725,0.02132997021025493,18,72,7.534323401679481,0.32282374302317074,874,172,0.558013348021715,0.42366766471335504,0.7211735270970006,5,COMPLETE,0.6
16,0.006694086168174446,2024-10-17 20:06:54.972131,2024-10-17 20:06:58.429366,0 days 00:00:03.457235,0.0011673284558894072,0.5031402539138841,0.36691988180234697,0.010811215690878982,17,74,7.616281101283519,0.35386379438974847,900,22,0.5886643332557149,0.351703257324541,0.7288116364635024,6,COMPLETE,0.6
17,0.028575941559823872,2024-10-17 20:06:58.429603,2024-10-17 20:06:59.848393,0 days 00:00:01.418790,0.01667818024927825,0.5905016827952188,0.4451160675710488,0.019504190144808656,3,75,3.6955872345970846,0.007029866371815019,875,178,0.3044688284137307,0.44275660438522424,0.732559659342001,10,COMPLETE,0.6
18,0.028575941559823872,2024-10-17 20:06:59.848650,2024-10-17 20:07:06.729681,0 days 00:00:06.881031,0.9045861020984205,0.6476760758388451,0.6672143444566743,0.05723193549487523,18,64,7.713365965931171,0.345431500952999,621,165,0.570010118714816,0.17788122151210173,0.7775382230908938,5,COMPLETE,0.6
19,0.006734724251681785,2024-10-17 20:07:06.729944,2024-10-17 20:07:08.312826,0 days 00:00:01.582882,0.0009637793548963653,0.5650872101153437,0.24462423766414298,0.01902788773193332,18,84,4.4615647606065725,0.4125856686152104,111,199,0.8455842537234735,0.46337213517756193,0.901848657853943,4,COMPLETE,0.6
0,0.023974621756922464,2024-10-17 20:08:18.761419,2024-10-17 20:08:22.446812,0 days 00:00:03.685393,0.00907990508204498,0.754363854026018,0.6846724776054885,0.04721212670988806,15,6,2.5413696402782175,0.6210155266034568,343,210,0.9119599970458283,0.8069129918457527,0.9214216870138444,7,COMPLETE,0.7
1,0.02725575834617769,2024-10-17 20:08:22.447042,2024-10-17 20:08:26.664089,0 days 00:00:04.217047,0.026778063086249197,0.8510412846073901,0.7086828875876203,0.024195425359543644,16,79,6.938775446125741,0.7000369238734948,872,61,0.004239063617896388,0.8346304568209757,0.6215092685893413,7,COMPLETE,0.7
2,0.02725575834617769,2024-10-17 20:08:26.664330,2024-10-17 20:08:27.728100,0 days 00:00:01.063770,0.3332366340612204,0.7987595918628079,0.8878043823559776,0.06873080661161596,7,46,5.503518532992898,0.6837578043513343,319,27,0.6671644593376928,0.1624657905638448,0.6096479409924782,1,COMPLETE,0.7
3,0.02725575834617769,2024-10-17 20:08:27.728337,2024-10-17 20:08:29.428898,0 days 00:00:01.700561,0.03221755444811722,0.913754657540138,0.8014523373500267,0.013866901932429882,6,8,7.674445859302081,0.34696236038058825,334,63,0.9994426053999806,0.1928652312592538,0.6447428371978552,10,COMPLETE,0.7
4,0.02725575834617769,2024-10-17 20:08:29.429144,2024-10-17 20:08:32.823032,0 days 00:00:03.393888,0.07547314494281203,0.5617998809951827,0.7768800171134722,0.05023026030118265,18,22,7.397331027097302,0.8833939985984712,854,93,0.6493510641814686,0.612366401251192,0.6674203834537127,10,COMPLETE,0.7
5,0.005201158317831263,2024-10-17 20:08:32.823271,2024-10-17 20:08:35.625470,0 days 00:00:02.802199,0.000570231846216551,0.5066331423652953,0.5806772999788112,0.027459642524371775,14,90,3.043723270326104,0.05775410489075672,272,251,0.38829146666212,0.3818850401114776,0.5257698233764703,10,COMPLETE,0.7
6,0.004685458816661075,2024-10-17 20:08:35.625715,2024-10-17 20:08:38.082067,0 days 00:00:02.456352,0.0003504251435496821,0.8456594316274721,0.7202192467149824,0.04238223622879558,12,81,9.509293227264303,0.9995273752369817,707,45,0.2637349263679062,0.1756767223737754,0.885963423311211,4,COMPLETE,0.7
7,0.004977558775462704,2024-10-17 20:08:38.082301,2024-10-17 20:08:41.057342,0 days 00:00:02.975041,0.0005143028796152025,0.8607912094088832,0.4280987599203606,0.03483473074604352,6,62,8.055388764198796,0.5668063250232539,789,88,0.7901280880902888,0.5536841908076175,0.8332814438408979,4,COMPLETE,0.7
8,0.0046459996814416215,2024-10-17 20:08:41.057573,2024-10-17 20:08:45.411245,0 days 00:00:04.353672,0.0001429238871157267,0.5879403700182637,0.2686968848206055,0.056161580765352735,16,5,3.4401923356150954,0.6175576896768293,618,225,0.9307119130864487,0.39363352053141676,0.8103560010740998,9,COMPLETE,0.7
9,0.02725575834617769,2024-10-17 20:08:45.411478,2024-10-17 20:08:46.624105,0 days 00:00:01.212627,0.05967149453856132,0.6086756192552969,0.8504510752054886,0.07422849268786448,4,64,2.867032067594057,0.6436455864309617,560,126,0.6242958905186995,0.7668643138406092,0.5878927906015914,4,COMPLETE,0.7
10,0.011949922161662128,2024-10-17 20:08:46.624341,2024-10-17 20:08:48.838814,0 days 00:00:02.214473,0.0031365478613863585,0.6438019309274059,0.07374535853610409,0.014408399390728303,20,32,0.6388749782990786,0.34415690892041206,105,291,0.45763631516547676,0.37687729112518187,0.7707247166800528,8,COMPLETE,0.7
11,0.004511045348220398,2024-10-17 20:08:48.839051,2024-10-17 20:08:51.041211,0 days 00:00:02.202160,0.00014935475179041161,0.9954004625571578,0.3441198386377623,0.09256565535717572,10,98,9.820364774082368,0.9712159557865878,647,197,0.22986948533899476,0.07556103078708709,0.9930818530940649,4,COMPLETE,0.7
12,0.004547788963195519,2024-10-17 20:08:51.041462,2024-10-17 20:08:53.421077,0 days 00:00:02.379615,0.00011302484658612173,0.99028618595862,0.3010517613416516,0.0963681554648569,10,41,4.610951070028384,0.8204687149460715,614,188,0.15047635717890406,0.07246155415282653,0.9693826760075611,2,COMPLETE,0.7
13,0.007792174590726012,2024-10-17 20:08:53.421340,2024-10-17 20:08:56.916481,0 days 00:00:03.495141,0.0019128827127768073,0.9979797538234187,0.31725170940408,0.09528820001745891,10,45,5.263106614186209,0.8536202274070273,977,168,0.11175211586822935,0.002589966141551492,0.9958286959249718,1,COMPLETE,0.7
14,0.004474550211901112,2024-10-17 20:08:56.916826,2024-10-17 20:08:58.654298,0 days 00:00:01.737472,0.00012880545828942983,0.9789120254600802,0.1288438763458879,0.09505909689546665,10,98,9.332664838615536,0.9959777993242004,459,171,0.24291488036680578,0.006219611769570879,0.9945372502681166,3,COMPLETE,0.7
15,0.007043013738745435,2024-10-17 20:08:58.654542,2024-10-17 20:09:00.326977,0 days 00:00:01.672435,0.0016261855423059268,0.9453291407220337,0.01615708398441451,0.07341378523036067,9,100,9.71863487652505,0.9377455595353493,476,145,0.30993693443158765,0.26999875251225247,0.9232598912861287,3,COMPLETE,0.7
16,0.004533123134144132,2024-10-17 20:09:00.327217,2024-10-17 20:09:04.655875,0 days 00:00:04.328658,0.0002846312212195348,0.9401682011556649,0.1409516498108823,0.019416750714738088,12,93,8.83331867794303,0.44195726921051165,463,253,0.1941964065964381,0.9679103252502992,0.7204559035703938,5,COMPLETE,0.7
17,0.02725575834617769,2024-10-17 20:09:04.656120,2024-10-17 20:09:07.305075,0 days 00:00:02.648955,0.7837049727567431,0.6910702861542593,0.16111222871245867,0.06318088620989071,9,74,6.333047381791567,0.7748947766054337,701,127,0.03127852353041055,0.0035767831988385984,0.8678462671293272,6,COMPLETE,0.7
18,0.013417618152043953,2024-10-17 20:09:07.305326,2024-10-17 20:09:14.130975,0 days 00:00:06.825649,0.004459199956544194,0.8982637652681118,0.4756264874412701,0.010062324779999483,13,100,8.992724348106577,0.08774797249454613,448,193,0.33632487390407634,0.27006487481635544,0.9574856607813667,3,COMPLETE,0.7
19,0.005785881381861185,2024-10-17 20:09:14.131252,2024-10-17 20:09:14.453674,0 days 00:00:00.322422,0.000935489763103999,0.7689421630017472,0.3981757790408312,0.08628918739258447,3,66,8.564880811623267,0.9819430421604143,156,162,0.519925777623464,0.08685248927058477,0.9188886592112213,5,COMPLETE,0.7
0,0.017138442085847323,2024-10-17 20:09:24.289345,2024-10-17 20:09:26.157007,0 days 00:00:01.867662,0.005772922591387286,0.7417235375484008,0.8244044512143195,0.0465286909818374,5,18,5.511320302587105,0.4899194566819006,587,182,0.8904850209868606,0.5426614301512305,0.7022173490599688,2,COMPLETE,0.8
1,0.02593557513253151,2024-10-17 20:09:26.157238,2024-10-17 20:09:28.663772,0 days 00:00:02.506534,0.01339815765205833,0.6634599752037498,0.9254098986382385,0.015818933061107134,5,38,3.734026307077409,0.45710559799736883,902,77,0.7744173607031735,0.1927403085344941,0.5520234097457686,5,COMPLETE,0.8
2,0.02593557513253151,2024-10-17 20:09:28.664011,2024-10-17 20:09:32.901884,0 days 00:00:04.237873,0.49395865159188757,0.972296525834744,0.5089546945326506,0.02817423121199568,8,15,0.6971507000911609,0.499563748894996,807,200,0.7356361517173305,0.7596677297323927,0.6709097247234761,2,COMPLETE,0.8
3,0.0047469448996705094,2024-10-17 20:09:32.902127,2024-10-17 20:09:35.128940,0 days 00:00:02.226813,0.00013019789653088097,0.6981141121391403,0.27107163959407443,0.09024768563571056,14,67,1.5547130397488858,0.20175824706798384,236,79,0.7851795007512601,0.28408900777515,0.9662443310690239,5,COMPLETE,0.8
4,0.004598344954265882,2024-10-17 20:09:35.129176,2024-10-17 20:09:52.338450,0 days 00:00:17.209274,0.00024569099868089396,0.947457562000465,0.37284840971867317,0.02683977965969552,16,38,9.934600176733504,0.0340920213722099,888,183,0.6297871613840236,0.12527241232318675,0.8301264955359453,4,COMPLETE,0.8
5,0.00999390679141972,2024-10-17 20:09:52.338752,2024-10-17 20:09:57.206198,0 days 00:00:04.867446,0.0027611293391441335,0.7191386006917205,0.8372574286240311,0.042687397271972224,14,37,3.2583706414155698,0.21456241104610085,529,68,0.765290362415566,0.877893607650292,0.7736879568080027,10,COMPLETE,0.8
6,0.013433815017651483,2024-10-17 20:09:57.206435,2024-10-17 20:10:04.517654,0 days 00:00:07.311219,0.004172190827371657,0.735218447159179,0.7934721790353435,0.014182020351766071,20,23,3.920870218629565,0.6532304069702126,768,290,0.27185485785516816,0.8885053178759145,0.8185603854851747,10,COMPLETE,0.8
7,0.004831493005843665,2024-10-17 20:10:04.517895,2024-10-17 20:10:06.000256,0 days 00:00:01.482361,0.0002604217174655014,0.7586804549735807,0.07323009310226414,0.06709320082639869,3,55,3.976238073600921,0.920043048133271,849,51,0.605385201776504,0.687265499828264,0.8965265899312318,10,COMPLETE,0.8
8,0.021317447658678206,2024-10-17 20:10:06.000497,2024-10-17 20:10:08.589554,0 days 00:00:02.589057,0.01680140318229646,0.6650334916061322,0.2670315114188653,0.06609020129810263,4,29,8.717053328535293,0.33685829854217275,987,140,0.790452239801068,0.16917640780926013,0.955978230345309,2,COMPLETE,0.8
9,0.018150853281594492,2024-10-17 20:10:08.589786,2024-10-17 20:10:15.474674,0 days 00:00:06.884888,0.015170450351624013,0.629062792731697,0.08574501990417915,0.014394611953027653,18,77,0.517883396526657,0.3680449482961474,566,245,0.6004896023105962,0.10825066380074111,0.9271117307192851,10,COMPLETE,0.8
10,0.005303789331557521,2024-10-17 20:10:15.474914,2024-10-17 20:10:17.933115,0 days 00:00:02.458201,0.0007673821430781092,0.9645580282639711,0.552423718918392,0.02428505515233149,11,85,9.176215158869528,0.013164827069117858,254,130,0.03310622530001439,0.3724634266320353,0.5275739637708492,7,COMPLETE,0.8
11,0.004792385500587356,2024-10-17 20:10:17.933360,2024-10-17 20:10:20.507371,0 days 00:00:02.574011,0.00011650910490230785,0.8587234661966567,0.3308999784677245,0.09711132796097231,15,61,6.824000048447888,0.015616298551141335,204,108,0.9897528818554134,0.0066870421406969305,0.8569043683220621,5,COMPLETE,0.8
12,0.005137050010715461,2024-10-17 20:10:20.507625,2024-10-17 20:10:22.124318,0 days 00:00:01.616693,0.0006619174449421896,0.5273582073439372,0.3191417531032538,0.021690490488323076,15,98,2.0232134817890994,0.17454078228052633,377,24,0.3707656633797852,0.3490689134327625,0.9980206376007148,4,COMPLETE,0.8
13,0.004896595651723117,2024-10-17 20:10:22.124561,2024-10-17 20:10:23.944639,0 days 00:00:01.820078,0.00010326380545306249,0.8568814656043422,0.6547768873400265,0.040698949487462506,12,64,7.216272589982994,0.153407550887008,120,205,0.4823145038259927,0.32292653304459323,0.8321096811328634,7,COMPLETE,0.8
14,0.02593557513253151,2024-10-17 20:10:23.944880,2024-10-17 20:10:25.474716,0 days 00:00:01.529836,0.143323994470577,0.843586475053132,0.22902536127393508,0.09970471806534412,17,45,9.925640939717045,0.6971028752650882,420,163,0.5801861428567785,0.5115675843829529,0.7526768489724885,4,COMPLETE,0.8
15,0.005170963278440477,2024-10-17 20:10:25.474965,2024-10-17 20:10:33.725184,0 days 00:00:08.250219,0.0005649866662876249,0.5623800855488535,0.4546179039341651,0.019299191451504986,11,6,6.010246808938248,0.2658524009746871,686,104,0.4398149140687462,0.2587338393560402,0.6307908767744823,7,COMPLETE,0.8
16,0.0069027914423549904,2024-10-17 20:10:33.725432,2024-10-17 20:10:41.633574,0 days 00:00:07.908142,0.001564554346298864,0.9111301415302776,0.41440439954927066,0.011176621113834717,18,70,2.4107494650621506,0.07898946634587502,343,235,0.2177088479345073,0.05186554643520319,0.9938092772998457,4,COMPLETE,0.8
17,0.004604815150437341,2024-10-17 20:10:41.633822,2024-10-17 20:10:47.071594,0 days 00:00:05.437772,0.0002369825803629549,0.7987723025644022,0.1707675607478264,0.03320216611371134,9,53,7.90548052937821,0.1055754834090236,664,159,0.6682993849591092,0.4292120534706654,0.8886848559684529,1,COMPLETE,0.8
18,0.02593557513253151,2024-10-17 20:10:47.071837,2024-10-17 20:10:49.812502,0 days 00:00:02.740665,0.06630296789845906,0.8138071927241626,0.14078151550724238,0.032943829002612265,9,49,7.908349191968748,0.7025072900661637,708,237,0.6773672922269848,0.6157799785297065,0.8900415133170255,1,COMPLETE,0.8
19,0.004706409515337534,2024-10-17 20:10:49.812743,2024-10-17 20:10:56.560189,0 days 00:00:06.747446,0.0004270071181107525,0.9211288439525731,0.6316225941237199,0.03303120564789677,8,34,9.920267261253166,0.09728126984184302,991,161,0.9168954613328537,0.4300740379742486,0.7891887277225974,1,COMPLETE,0.8
0,0.024615391918885326,2024-10-17 20:12:48.315349,2024-10-17 20:12:49.747049,0 days 00:00:01.431700,0.011917029529176648,0.8495319457099686,0.8441703502806993,0.056674345337618164,11,42,4.941648724039736,0.8178608898467649,561,166,0.8951112176320366,0.7994329857334669,0.9642464257961831,5,COMPLETE,0.9
1,0.024615391918885326,2024-10-17 20:12:49.747293,2024-10-17 20:12:51.092974,0 days 00:00:01.345681,0.047628996860690054,0.953585502211131,0.7434123759262705,0.01602454487423371,19,35,2.056665270459711,0.889887416456784,571,20,0.25880575071628287,0.07904963367727003,0.5392291287155495,4,COMPLETE,0.9
2,0.024615391918885326,2024-10-17 20:12:51.093221,2024-10-17 20:12:51.990264,0 days 00:00:00.897043,0.08209981517839933,0.7319850057119117,0.966642355676252,0.04779153095288621,12,43,5.209549001385717,0.8818529070737586,290,210,0.8858254309262296,0.908689536860911,0.897093055678109,8,COMPLETE,0.9
3,0.024615391918885326,2024-10-17 20:12:51.990509,2024-10-17 20:12:52.898600,0 days 00:00:00.908091,0.2252650983801745,0.6851358401861316,0.2428379142592969,0.03825815957250447,4,22,4.869892397502057,0.252275004482564,388,293,0.3121539617204021,0.8123675430897792,0.8588071044325964,5,COMPLETE,0.9
4,0.024615391918885326,2024-10-17 20:12:52.898847,2024-10-17 20:12:54.605286,0 days 00:00:01.706439,0.591477235972011,0.646183044751918,0.2754778295439453,0.011424432009258642,4,80,0.341410750814713,0.28319530206389376,776,104,0.3060615188824827,0.1268444120338934,0.7894515662275667,7,COMPLETE,0.9
5,0.005341041069755042,2024-10-17 20:12:54.605516,2024-10-17 20:12:55.577761,0 days 00:00:00.972245,0.00010354024123519193,0.8278005517117235,0.9008015577554433,0.02164040773822788,14,59,2.631736967251884,0.9096232033954932,220,162,0.3682672918791191,0.8420471215311837,0.7884811105005628,6,COMPLETE,0.9
6,0.024615391918885326,2024-10-17 20:12:55.578003,2024-10-17 20:12:56.367263,0 days 00:00:00.789260,0.06404248229848761,0.786776349609839,0.25152413620258485,0.011366941839470722,5,89,1.2464840000797224,0.4749092832298233,260,220,0.8391600607955315,0.7441857856913314,0.5786397194873589,5,COMPLETE,0.9
7,0.008801110428835563,2024-10-17 20:12:56.367497,2024-10-17 20:12:57.465747,0 days 00:00:01.098250,0.0026301183118423214,0.653014463531695,0.9475716140202373,0.012552525741564282,4,39,4.974850027682378,0.367711595218547,501,25,0.9109981313856083,0.5729296109117602,0.7659539408879887,6,COMPLETE,0.9
8,0.024615391918885326,2024-10-17 20:12:57.465983,2024-10-17 20:12:58.446293,0 days 00:00:00.980310,0.6874800727938255,0.8669134735373486,0.2693592901603574,0.0222375745224993,20,95,6.01684496157717,0.928089160379902,217,80,0.7620206074617847,0.4433048297900892,0.9338523666537977,10,COMPLETE,0.9
9,0.005395957026649924,2024-10-17 20:12:58.446539,2024-10-17 20:12:59.156522,0 days 00:00:00.709983,0.0012560623849992192,0.8810091877908182,0.6875837822310036,0.06027085875900515,12,66,8.190589629225599,0.6613830515855419,286,69,0.2931096748842148,0.4746506167612713,0.5988192032545581,7,COMPLETE,0.9
10,0.00529336998455211,2024-10-17 20:12:59.156752,2024-10-17 20:13:12.573756,0 days 00:00:13.417004,0.00010000331120567235,0.5151750593890942,0.5188743194443299,0.025515914434195392,15,7,2.8952860046547557,0.08149081273113123,898,148,0.0527871499846978,0.9756078056073132,0.6713956784232993,1,COMPLETE,0.9
11,0.005233546553708266,2024-10-17 20:13:12.573996,2024-10-17 20:13:27.163384,0 days 00:00:14.589388,0.0001682864445853854,0.5120370298754388,0.5118836345348972,0.02845781722834098,16,5,2.7315054891736446,0.054112239172064105,964,143,0.060966203006048825,0.9945573890947644,0.6831188176824678,1,COMPLETE,0.9
12,0.005407511071066309,2024-10-17 20:13:27.163646,2024-10-17 20:13:40.081637,0 days 00:00:12.917991,0.00012265751524440275,0.5148960713992875,0.5043113283931859,0.028218907437699805,16,5,3.3684809693958804,0.036857110224597416,969,125,0.024918867364917302,0.9932253080750121,0.6643837525504123,1,COMPLETE,0.9
13,0.005081367177213463,2024-10-17 20:13:40.081883,2024-10-17 20:14:02.915960,0 days 00:00:22.834077,0.00030034962498069165,0.5004099933310313,0.4912212078739291,0.08282314661918952,17,8,3.1408324627092377,0.046696398611994594,982,213,0.013921949999273972,0.6564359597228786,0.6874525373914036,1,COMPLETE,0.9
14,0.005040198442283565,2024-10-17 20:14:02.916213,2024-10-17 20:14:17.071460,0 days 00:00:14.155247,0.0006521539187454621,0.588242895290823,0.02038822477726676,0.09760769300645519,17,19,6.811879605998695,0.16609961280781294,783,229,0.14531484921040716,0.6260878283043716,0.6946855501007936,3,COMPLETE,0.9
