number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,quantile
7,0.004333712705104839,2024-10-17 22:34:04.684753,2024-10-17 22:34:10.490024,0 days 00:00:05.805271,0.002996870048752029,0.5366628896513727,0.010046081402647527,10,60,0.5904280202317747,0.013411796212011384,464,128,0.4329919853262748,0.2336530865493459,0.7658603476535921,6,COMPLETE,0.5
8,0.004135906032886787,2024-10-17 22:34:10.490279,2024-10-17 22:34:14.373669,0 days 00:00:03.883390,0.8451125773803895,0.76711598767669,0.04826732701725035,16,80,1.9969356297946965,0.5656124929128247,649,183,0.6003083833038501,0.42183707395220804,0.9314827540692221,6,COMPLETE,0.5
9,0.0038750480653976928,2024-10-17 22:34:14.373901,2024-10-17 22:34:19.124274,0 days 00:00:04.750373,0.028538185794931576,0.748239214737596,0.057338498592371896,11,74,6.998749197766977,0.05434023288173673,539,228,0.7542404766871563,0.1647016678761638,0.7358432800600783,4,COMPLETE,0.5
10,0.00441052336369145,2024-10-17 22:34:19.124504,2024-10-17 22:34:20.986139,0 days 00:00:01.861635,0.04740125179010933,0.8615957378549942,0.08948317274292171,5,100,9.706662987479142,0.22244250513938038,738,257,0.035426204363981806,0.9738017352630731,0.5078675198070361,4,COMPLETE,0.5
11,0.0038552997135007203,2024-10-17 22:34:20.986380,2024-10-17 22:34:24.927710,0 days 00:00:03.941330,0.0001010896407405756,0.9864943107526748,0.0557943865367491,14,9,6.88745110937277,0.8180413064027263,450,291,0.19912827979979947,0.244033850505452,0.9684812825921189,10,COMPLETE,0.5
12,0.003933813671274883,2024-10-17 22:34:24.927947,2024-10-17 22:34:28.823109,0 days 00:00:03.895162,0.0001519062998623078,0.8457437234449484,0.058404925290479685,14,32,7.216862971104119,0.7531821196210939,564,234,0.1940177521607815,0.24536973763075232,0.9938426633440001,10,COMPLETE,0.5
13,0.004276182484499367,2024-10-17 22:34:28.823345,2024-10-17 22:34:30.914260,0 days 00:00:02.090915,0.001642319522448008,0.9982071600977803,0.048189957806772245,13,76,7.640383883279527,0.7571237372820264,381,295,0.9953929509488282,0.7009651783510062,0.740026685589411,10,COMPLETE,0.5
14,0.003437207731665476,2024-10-17 22:34:30.914495,2024-10-17 22:34:53.357043,0 days 00:00:22.442548,0.02640726960024486,0.7696722753378785,0.06386849456187094,20,5,9.16283782047294,0.23300378583331569,810,215,0.3026658070959898,0.3220367143271577,0.5213835687572369,4,COMPLETE,0.5
15,0.0033677662361063358,2024-10-17 22:34:53.357287,2024-10-17 22:35:14.361823,0 days 00:00:21.004536,0.0011554082291197212,0.9115102944122389,0.09726836099837302,20,7,9.928790330878291,0.27047942568818717,836,193,0.32197687404908965,0.349526674481342,0.5429502315233588,8,COMPLETE,0.5
16,0.0034017652285171208,2024-10-17 22:35:14.362112,2024-10-17 22:35:34.192723,0 days 00:00:19.830611,0.0007119974615015689,0.8949916147663544,0.09900583873753295,20,5,9.661817644047508,0.25266929559470175,890,170,0.33399791214624586,0.3996877554191361,0.5028068253886391,8,COMPLETE,0.5
17,0.003469689817746648,2024-10-17 22:35:34.193041,2024-10-17 22:35:51.312217,0 days 00:00:17.119176,0.001182533613556464,0.9043435696525032,0.09969131004708048,20,36,8.630757997557962,0.29654114612451243,937,166,0.34905483312199354,0.6194587135836098,0.5839842918771423,8,COMPLETE,0.5
18,0.0038320085341341063,2024-10-17 22:35:51.312446,2024-10-17 22:35:56.442248,0 days 00:00:05.129802,0.0005012500865747993,0.8935494592997113,0.07937581477427695,19,40,9.851689618111372,0.6234317348105093,843,140,0.0035813718762887636,0.3683479284995438,0.558884326494087,8,COMPLETE,0.5
19,0.0036571351104870203,2024-10-17 22:35:56.442476,2024-10-17 22:36:10.106825,0 days 00:00:13.664349,0.0009577391015909966,0.815601320867397,0.02040713574207003,15,14,8.469079399259405,0.33243505576954613,878,120,0.36577707215779065,0.7681550178636217,0.5869775981392897,9,COMPLETE,0.5
0,0.00396986303611413,2024-10-17 22:38:26.751871,2024-10-17 22:38:30.932492,0 days 00:00:04.180621,0.0010103169438245036,0.7319468843099708,0.03368087986581659,17,23,2.723327703083558,0.6189903176133245,262,292,0.8744044862727999,0.0037117319271249283,0.8365888027550049,9,COMPLETE,0.6
1,0.004277189883669025,2024-10-17 22:38:30.932744,2024-10-17 22:38:36.613738,0 days 00:00:05.680994,0.00040540256013624557,0.8810662027439098,0.010625413093892212,16,61,7.568037464043093,0.1341557685719722,378,291,0.6206792637064598,0.8914194939801889,0.555060133951103,10,COMPLETE,0.6
2,0.003953321567141204,2024-10-17 22:38:36.613983,2024-10-17 22:38:44.871376,0 days 00:00:08.257393,0.022552233142336533,0.7072716623577158,0.024434152803567095,15,80,8.120637455412512,0.0738535181461295,733,213,0.771669332686029,0.2557900306037487,0.7456823792601185,1,COMPLETE,0.6
3,0.004215187499629198,2024-10-17 22:38:44.871612,2024-10-17 22:38:50.135499,0 days 00:00:05.263887,0.001960246405581384,0.8243165954710329,0.0322693319885735,11,40,7.836616710214834,0.4935304620893709,916,57,0.7357053316942272,0.4985003529770945,0.9334595334423847,2,COMPLETE,0.6
4,0.003927955096843468,2024-10-17 22:38:50.135739,2024-10-17 22:38:55.320496,0 days 00:00:05.184757,0.6910977376729442,0.7565519796794027,0.04115806773742836,20,46,5.638232864357147,0.3902030379747605,470,98,0.7438727163536005,0.2701492901383362,0.7637367928168721,4,COMPLETE,0.6
5,0.004911059306366659,2024-10-17 22:38:55.320728,2024-10-17 22:38:56.098612,0 days 00:00:00.777884,0.06086503473309851,0.5114045842029973,0.04484008080369943,4,85,0.7378844811679263,0.7226266312356152,312,83,0.3413233187743172,0.9114350526692835,0.9887979795004125,3,COMPLETE,0.6
6,0.004436354985517051,2024-10-17 22:38:56.098839,2024-10-17 22:38:57.793831,0 days 00:00:01.694992,0.07372072522360552,0.8241480818161067,0.09064446356262489,8,74,8.621034036712537,0.7386436331469552,475,284,0.7935688955611776,0.8022936018003318,0.965623364193555,4,COMPLETE,0.6
7,0.004221751210702953,2024-10-17 22:38:57.794066,2024-10-17 22:39:02.698416,0 days 00:00:04.904350,0.045941816768914526,0.5835290080629816,0.01165146750075136,10,17,8.747903026326593,0.6973711374344718,538,165,0.6815946994337586,0.5148651462573934,0.7814386462232437,1,COMPLETE,0.6
8,0.004643590850986428,2024-10-17 22:39:02.698646,2024-10-17 22:39:04.075978,0 days 00:00:01.377332,0.1029043735553246,0.5986396165276162,0.020425055759360933,6,44,6.204705111158339,0.6024351065120523,303,264,0.07523418466552823,0.23773296915328435,0.6700563266707004,3,COMPLETE,0.6
9,0.004870158696982261,2024-10-17 22:39:04.076206,2024-10-17 22:39:05.077465,0 days 00:00:01.001259,0.00015687126707769196,0.972261651144096,0.07784153947707076,3,71,9.56741462236265,0.2160513586259435,633,234,0.7211394861163052,0.633542133852816,0.5063633518091468,1,COMPLETE,0.6
10,0.0044832380595602305,2024-10-17 22:39:05.077881,2024-10-17 22:39:05.822150,0 days 00:00:00.744269,0.5074027553654118,0.6657683803474241,0.054337781042319136,18,100,4.179765895863561,0.9556676897612166,101,120,0.9902867113062206,0.2393294762485838,0.64277809129559,7,COMPLETE,0.6
11,0.0037909863059377674,2024-10-17 22:39:05.822385,2024-10-17 22:39:19.754545,0 days 00:00:13.932160,0.7178979171160149,0.7243125220880486,0.01989720090805952,20,53,6.026352543627961,0.011728714078307972,742,189,0.5021601388530545,0.20781306395313182,0.7480004524564681,6,COMPLETE,0.6
12,0.0037891722106948257,2024-10-17 22:39:19.754802,2024-10-17 22:39:33.498051,0 days 00:00:13.743249,0.8714390523312104,0.7915220741054171,0.017146114902880764,20,36,5.556143870423668,0.33556619833704737,803,161,0.47659345666017444,0.05713186417877458,0.8407323512241565,6,COMPLETE,0.6
13,0.0037506708070151338,2024-10-17 22:39:33.498280,2024-10-17 22:39:49.008232,0 days 00:00:15.509952,0.23156135312366974,0.8182204091722903,0.016387906819024647,20,29,3.900229526464191,0.32706652268545694,851,169,0.38414085670662157,0.0025666848659007258,0.8553002305760308,7,COMPLETE,0.6
14,0.003798773999605159,2024-10-17 22:39:49.008518,2024-10-17 22:40:05.016879,0 days 00:00:16.008361,0.004661474761187563,0.9115345750567523,0.014782037377512228,14,5,4.012457441808438,0.3195427231345539,974,131,0.2832738972996477,0.03178709031902527,0.8795373134448492,8,COMPLETE,0.6
15,0.0038601513132422377,2024-10-17 22:40:05.017129,2024-10-17 22:40:17.688452,0 days 00:00:12.671323,0.23929258818868748,0.80329487732356,0.015269390783853113,13,29,2.2821112992025103,0.32366456310334835,849,155,0.28278206479688184,0.0862450835122805,0.8728655514214502,6,COMPLETE,0.6
16,0.004359216511683328,2024-10-17 22:40:17.688684,2024-10-17 22:40:21.747308,0 days 00:00:04.058624,0.21139924730417914,0.8762985503733497,0.015427417798919001,18,33,4.485914913322544,0.4547078315226796,803,31,0.45399036636275825,0.10804608474255414,0.8267474701092448,7,COMPLETE,0.6
17,0.003603016977462004,2024-10-17 22:40:21.747540,2024-10-17 22:40:36.933404,0 days 00:00:15.185864,0.013305559859884212,0.9989208735567657,0.024338482583883277,20,11,2.9434551666706117,0.28700076234882327,655,185,0.15280006701125665,0.399976933060012,0.9202625174543972,5,COMPLETE,0.6
18,0.0036998036308717947,2024-10-17 22:40:36.933630,2024-10-17 22:40:49.930072,0 days 00:00:12.996442,0.007170993298708725,0.9916095755074771,0.025881777442626975,13,13,2.6900126978787315,0.2108194262625126,677,214,0.09426481650884821,0.3934144520385147,0.9161523732724388,5,COMPLETE,0.6
19,0.0036614169257584753,2024-10-17 22:40:49.930307,2024-10-17 22:41:05.126971,0 days 00:00:15.196664,0.008857490907712885,0.9917213000547883,0.026581709178523007,13,8,0.022912810370097514,0.20090570942940106,636,228,0.002193217712830875,0.3983159782403941,0.9441207198315634,5,COMPLETE,0.6
0,0.004510303797839688,2024-10-17 22:42:50.283471,2024-10-17 22:42:51.283183,0 days 00:00:00.999712,0.003899844852906419,0.7256746233835293,0.06463288351246918,12,66,6.3538094270799945,0.7283796419660883,148,95,0.9348642602944148,0.10527506761425565,0.777633449855263,1,COMPLETE,0.7
1,0.00454547618077475,2024-10-17 22:42:51.283429,2024-10-17 22:42:54.574766,0 days 00:00:03.291337,0.00016793021093399732,0.9344531536605213,0.025495077078928056,8,65,1.69813745579877,0.12435137330400636,496,237,0.5310732883265391,0.6446561587420419,0.7100161703603238,8,COMPLETE,0.7
2,0.005332042314342967,2024-10-17 22:42:54.574998,2024-10-17 22:42:55.177113,0 days 00:00:00.602115,0.00046180374379668266,0.5907136496963277,0.0751669986694012,3,62,9.056026414402007,0.320065803697968,393,274,0.9407808348216462,0.8137664361799591,0.5171993497574897,10,COMPLETE,0.7
3,0.004728130646351568,2024-10-17 22:42:55.177346,2024-10-17 22:42:56.650092,0 days 00:00:01.472746,0.11750909032634221,0.8090700942341545,0.04827189721295488,7,63,3.6505044423208464,0.950464789838378,368,184,0.4614341145465034,0.18585702026035056,0.856596748309788,8,COMPLETE,0.7
4,0.004605981130080962,2024-10-17 22:42:56.650310,2024-10-17 22:42:59.329698,0 days 00:00:02.679388,0.18404611697124063,0.5248497180554732,0.03316852689169068,8,18,3.106421422572284,0.9213525698552009,463,260,0.22627319913596355,0.36487347600032816,0.974856208397987,3,COMPLETE,0.7
5,0.004291358625188651,2024-10-17 22:42:59.329929,2024-10-17 22:43:07.842819,0 days 00:00:08.512890,0.07740219141849024,0.5721675058725134,0.025572657476593028,9,13,6.922050899592587,0.07013161905860688,633,293,0.42314404004293216,0.08420127684062173,0.7116711601300685,8,COMPLETE,0.7
6,0.0044109863105536475,2024-10-17 22:43:07.843050,2024-10-17 22:43:10.386459,0 days 00:00:02.543409,0.00012545503378154368,0.9186526850539305,0.06383134150494318,10,95,3.6565416354656524,0.1365377272022943,296,272,0.6741741507817381,0.19458417529776795,0.7246423991010735,8,COMPLETE,0.7
7,0.004547846950693971,2024-10-17 22:43:10.386697,2024-10-17 22:43:13.433482,0 days 00:00:03.046785,0.0002564273804082683,0.7350426118458313,0.0235260054096159,8,49,5.506823275174661,0.25391065907473154,487,63,0.7495743629787345,0.699692562648818,0.5712209579673238,5,COMPLETE,0.7
8,0.0047310353953525786,2024-10-17 22:43:13.433713,2024-10-17 22:43:15.446757,0 days 00:00:02.013044,0.02966731218263845,0.7198620059474512,0.016037886791420576,10,92,4.1032929929662005,0.05003176880785298,182,247,0.020747527580970315,0.042960690950431646,0.5682010654755704,8,COMPLETE,0.7
9,0.004669643730821419,2024-10-17 22:43:15.446989,2024-10-17 22:43:20.558073,0 days 00:00:05.111084,0.004805328822068094,0.5503664861780464,0.011596354798793757,8,46,0.5062978267461202,0.3110090899984559,778,50,0.8690559235781103,0.34701086061741304,0.9211195965002026,2,COMPLETE,0.7
10,0.004140937647361754,2024-10-17 22:43:20.558577,2024-10-17 22:43:27.252869,0 days 00:00:06.694292,0.7271922621657195,0.6322469640770727,0.03735100282632542,18,13,8.68280766887834,0.5490369408317132,730,149,0.35127092024287737,0.9637739314312569,0.6429649206855267,5,COMPLETE,0.7
11,0.004143230305048693,2024-10-17 22:43:27.253099,2024-10-17 22:43:33.514270,0 days 00:00:06.261171,0.8046541335227633,0.6314320074589943,0.0460254009565166,19,6,8.624081316109391,0.5596810292682867,731,142,0.32002127959430005,0.9923478360642891,0.6533646051044573,5,COMPLETE,0.7
12,0.004208174797308464,2024-10-17 22:43:33.514506,2024-10-17 22:43:39.864347,0 days 00:00:06.349841,0.995927018703172,0.6419723830552982,0.04058814212987845,20,28,9.872984568601554,0.5660870678082697,869,140,0.26105916706491517,0.9982229870664155,0.6289085989067731,5,COMPLETE,0.7
13,0.004093423129263417,2024-10-17 22:43:39.864577,2024-10-17 22:43:46.789943,0 days 00:00:06.925366,0.7828964016451013,0.6545805811906877,0.043566575026819127,20,5,7.76604130285515,0.5578972547313433,673,164,0.2520736096654475,0.9628739214821292,0.6350332013751709,4,COMPLETE,0.7
14,0.0043130928406045444,2024-10-17 22:43:46.790179,2024-10-17 22:43:50.402360,0 days 00:00:03.612181,0.3694422536188808,0.8359977120278242,0.08618448656480035,16,33,7.5461253000396,0.7837364189500833,964,193,0.10350854212857863,0.8489704362704422,0.8089309302650335,3,COMPLETE,0.7
15,0.004183019771926617,2024-10-17 22:43:50.402584,2024-10-17 22:43:57.361029,0 days 00:00:06.958445,0.01624916024484798,0.6395687816232942,0.03530269415662239,16,26,8.100428978745443,0.45990403119900225,659,109,0.144426291424013,0.5617895028362622,0.6338570148482797,6,COMPLETE,0.7
16,0.004272809263177278,2024-10-17 22:43:57.361258,2024-10-17 22:44:01.702315,0 days 00:00:04.341057,0.31003607322284443,0.666715455042344,0.054511087506134474,17,5,9.998924545062899,0.6717690771457954,614,210,0.3612513799040946,0.8623033802647374,0.5055399455510008,4,COMPLETE,0.7
17,0.004200936397855261,2024-10-17 22:44:01.702540,2024-10-17 22:44:11.141506,0 days 00:00:09.438966,0.051699049730303905,0.8221913413152115,0.01892464489055849,14,34,5.959963557866642,0.4459381938535555,846,162,0.6107541930357581,0.7500318228977412,0.67026236844309,6,COMPLETE,0.7
18,0.004250829754709194,2024-10-17 22:44:11.141733,2024-10-17 22:44:16.409686,0 days 00:00:05.267953,0.0023873318563045094,0.6801763865138487,0.03744542974617843,20,17,7.196169171410446,0.6471519897780948,740,105,0.18998121989708447,0.9233522110090596,0.5737881988838623,3,COMPLETE,0.7
19,0.004156506647559471,2024-10-17 22:44:16.409922,2024-10-17 22:44:28.022696,0 days 00:00:11.612774,0.001106489383161481,0.5013996094592443,0.027848050973149224,18,41,4.840185442652395,0.3924419009725971,998,213,0.0149372925936202,0.4763283220818627,0.8228855810251368,4,COMPLETE,0.7
0,0.005000667008056102,2024-10-17 22:45:09.208464,2024-10-17 22:45:12.817717,0 days 00:00:03.609253,0.00025539879492119077,0.6172350596902507,0.02939788610469295,20,9,4.27470694867497,0.5853201189099119,901,36,0.7252691180097571,0.7312047787143237,0.5834318402792182,2,COMPLETE,0.8
1,0.005615858705365624,2024-10-17 22:45:12.817943,2024-10-17 22:45:14.583598,0 days 00:00:01.765655,0.010602121354365033,0.8646861036086937,0.0463681857533401,3,48,3.826354687456522,0.4720687095652061,964,65,0.04744605815784353,0.17965833740697534,0.9724562569617995,10,COMPLETE,0.8
2,0.00488647234347066,2024-10-17 22:45:14.583835,2024-10-17 22:45:16.983226,0 days 00:00:02.399391,0.0027150291841130177,0.6955591275809994,0.03989122774025245,17,48,2.768553708831578,0.38189940567418434,186,274,0.6629506056194024,0.24823076065530114,0.7138979754179745,8,COMPLETE,0.8
3,0.005013671027881889,2024-10-17 22:45:16.983454,2024-10-17 22:45:20.497978,0 days 00:00:03.514524,0.08283683607761884,0.9673489931016402,0.021440651101685786,12,64,1.1477902987631015,0.7511066756695052,627,128,0.5248541189160957,0.839042876646344,0.9992856075760803,8,COMPLETE,0.8
4,0.004990999883543725,2024-10-17 22:45:20.498208,2024-10-17 22:45:22.705108,0 days 00:00:02.206900,0.8804583099718448,0.5378019542063214,0.026894562342464613,10,100,9.284714306518687,0.05653233110944356,328,79,0.9065452155821103,0.42482170997647883,0.7206637712428103,1,COMPLETE,0.8
5,0.00512639413301484,2024-10-17 22:45:22.705519,2024-10-17 22:45:25.139494,0 days 00:00:02.433975,0.00027978097720542154,0.6841983919242067,0.020281580858744354,11,36,7.737674231078822,0.779253459755108,550,90,0.7641771958168339,0.2438786377104366,0.5040889989244646,3,COMPLETE,0.8
6,0.004941953644909344,2024-10-17 22:45:25.139724,2024-10-17 22:45:28.244740,0 days 00:00:03.105016,0.026843569711621416,0.6742519037452862,0.02840987532742712,12,70,2.467890367914942,0.09646254284731581,228,295,0.027638380418491315,0.5838237418103757,0.773892435937696,6,COMPLETE,0.8
7,0.005233820186419397,2024-10-17 22:45:28.244980,2024-10-17 22:45:30.494291,0 days 00:00:02.249311,0.001752208674677897,0.5186289719837256,0.011382298320906366,12,36,7.92612743707631,0.9387760923093128,300,138,0.1423049511256147,0.7767249944770596,0.5009949419443842,5,COMPLETE,0.8
8,0.004044932076106593,2024-10-17 22:45:30.494568,2024-10-17 22:45:59.488394,0 days 00:00:28.993826,0.0001490619556512874,0.8356582737985864,0.0595157382101121,20,12,2.987007674023755,0.07486483685080714,790,300,0.8038972519927415,0.7953407841071439,0.5998287539264202,2,COMPLETE,0.8
9,0.004828109665927241,2024-10-17 22:45:59.488623,2024-10-17 22:46:06.735192,0 days 00:00:07.246569,0.6079744858813394,0.7980285007830161,0.02114115086157816,8,20,8.20101829151298,0.23788208052576143,862,162,0.9682790019690598,0.30529351574102515,0.9784941548091162,3,COMPLETE,0.8
10,0.004082425569437513,2024-10-17 22:46:06.735486,2024-10-17 22:46:25.456681,0 days 00:00:18.721195,0.00011838231409651703,0.977258557436129,0.09422749507215707,17,6,5.816664898375247,0.2386102633563707,700,230,0.3343114682994785,0.990361343634032,0.6173770974286046,5,COMPLETE,0.8
11,0.004006019642616789,2024-10-17 22:46:25.456914,2024-10-17 22:46:43.449467,0 days 00:00:17.992553,0.0001148965999168237,0.994342437476564,0.09932228705313137,17,9,5.993551312976002,0.24515744519008414,705,230,0.3013561701883759,0.9804827555514253,0.6274310542428243,4,COMPLETE,0.8
12,0.004120340615333665,2024-10-17 22:46:43.449714,2024-10-17 22:47:01.833170,0 days 00:00:18.383456,0.0009424892827644013,0.882262403102499,0.09556235475001529,20,24,5.770961903100841,0.23711159345286315,759,216,0.33642949418280027,0.9899020719904903,0.6284799639893915,3,COMPLETE,0.8
13,0.004140759480753287,2024-10-17 22:47:01.833418,2024-10-17 22:47:13.905894,0 days 00:00:12.072476,0.0005834426702984343,0.8855603481525195,0.06477059349220385,16,21,0.5166589978051861,0.03152156186271367,473,248,0.35410834890646936,0.6079551291529384,0.8182278910316871,1,COMPLETE,0.8
14,0.004405646993802824,2024-10-17 22:47:13.906125,2024-10-17 22:47:23.496979,0 days 00:00:09.590854,0.00013265742754000608,0.8023144946849896,0.0628066002275622,15,5,6.345311258746433,0.34261963985443067,788,192,0.5259626758043366,0.04147951027308372,0.6588893197799669,4,COMPLETE,0.8
15,0.004205388791561867,2024-10-17 22:47:23.497213,2024-10-17 22:47:36.364837,0 days 00:00:12.867624,0.004958954592587755,0.9314161848507005,0.06784708177415544,19,32,2.196082579860208,0.15789899578004854,521,264,0.2203148626118795,0.8753777184869022,0.5656569639163411,7,COMPLETE,0.8
16,0.004873382471356977,2024-10-17 22:47:36.365096,2024-10-17 22:47:39.085684,0 days 00:00:02.720588,0.000420813922066086,0.7807753019775827,0.05018661498135477,14,88,4.632173345126424,0.38040332261411175,438,197,0.8652097491854596,0.6810271265106456,0.8865039746792547,4,COMPLETE,0.8
17,0.004668317387469483,2024-10-17 22:47:39.085913,2024-10-17 22:47:42.146007,0 days 00:00:03.060094,0.0011112150592403945,0.992787100261511,0.08021881127574554,18,13,6.727526520733207,0.5339507933536911,701,295,0.6032363208289764,0.890016555564939,0.6777057282798816,2,COMPLETE,0.8
18,0.004909049234402675,2024-10-17 22:47:42.146232,2024-10-17 22:47:45.133640,0 days 00:00:02.987408,0.0966907878042048,0.8412650999364615,0.05441543292862011,7,60,3.4668096306281506,0.15772547805253487,615,261,0.4639291290840709,0.47147951114939934,0.5817487030210665,4,COMPLETE,0.8
19,0.004206291835129664,2024-10-17 22:47:45.133863,2024-10-17 22:48:03.955640,0 days 00:00:18.821777,0.0001412385590405139,0.9230297107494931,0.038470514688685994,14,27,5.369947726055771,0.004688724910489411,836,227,0.8239222181329978,0.9245247201189665,0.7921084738202764,2,COMPLETE,0.8
0,0.006003450837554978,2024-10-17 22:50:05.290354,2024-10-17 22:50:07.322597,0 days 00:00:02.032243,0.023003854836613623,0.7339844792473488,0.06620774094052724,12,79,5.035181628791224,0.5689144018302706,890,117,0.998723375172471,0.22346287464135417,0.9315396547451824,2,COMPLETE,0.9
1,0.006204797370866389,2024-10-17 22:50:07.322839,2024-10-17 22:50:08.427178,0 days 00:00:01.104339,0.06539253259325205,0.6951906230721454,0.04208396667166893,20,36,1.1061602228480796,0.7755376175333644,574,41,0.5223330283127638,0.9258441385848635,0.5141445750350562,9,COMPLETE,0.9
2,0.005797498731426301,2024-10-17 22:50:08.427445,2024-10-17 22:50:11.835608,0 days 00:00:03.408163,0.0030704327063107847,0.5494221079208523,0.021991677838110693,15,77,9.921365948689761,0.31844512967157246,699,101,0.408893873874802,0.8136578434235313,0.9623439951159145,6,COMPLETE,0.9
3,0.006161005785943627,2024-10-17 22:50:11.835838,2024-10-17 22:50:13.036098,0 days 00:00:01.200260,0.13498380672793966,0.7629734390887026,0.02211629982109478,11,56,6.788855707158795,0.6249326025880765,316,270,0.443746555023091,0.6046816971906791,0.5755594049607267,5,COMPLETE,0.9
4,0.005253577497757285,2024-10-17 22:50:13.036323,2024-10-17 22:50:14.293949,0 days 00:00:01.257626,0.04998397802057347,0.7194520161442204,0.013180431100025567,10,26,5.188189010724398,0.42667482929626577,159,150,0.8053027104987112,0.8885105204797503,0.6077578889313633,1,COMPLETE,0.9
5,0.00631184008192172,2024-10-17 22:50:14.294179,2024-10-17 22:50:15.851879,0 days 00:00:01.557700,0.9656788929447513,0.880696692598614,0.040246319685857616,3,35,7.410400889173971,0.4289161467291397,970,66,0.7725523946988988,0.7138109459478168,0.6052123432634224,2,COMPLETE,0.9
6,0.006068118431161899,2024-10-17 22:50:15.852178,2024-10-17 22:50:17.167300,0 days 00:00:01.315122,0.0013901637540921037,0.6339468368043863,0.039630487352273806,4,24,7.883486006152446,0.2877219483829091,583,261,0.8533329141786072,0.6664083030059251,0.782771031109377,6,COMPLETE,0.9
7,0.005999547888272263,2024-10-17 22:50:17.167527,2024-10-17 22:50:18.232152,0 days 00:00:01.064625,0.004217368110129682,0.877576764158412,0.05944330845854184,12,69,3.793196533417047,0.48526638839169345,470,60,0.6917854912628976,0.04838110313495669,0.533279182318677,1,COMPLETE,0.9
8,0.006239361036190311,2024-10-17 22:50:18.232376,2024-10-17 22:50:19.077472,0 days 00:00:00.845096,0.3561874584930781,0.5434499351797093,0.05344665652536796,5,17,9.822304783400282,0.7263994829361072,429,112,0.09775561199056004,0.854733814175335,0.6143550079643864,4,COMPLETE,0.9
9,0.005286029548612479,2024-10-17 22:50:19.077701,2024-10-17 22:50:37.615246,0 days 00:00:18.537545,0.0018601319394830832,0.7062788209477159,0.010829173171308644,16,26,8.634228294395626,0.04136427215829708,779,276,0.8326382387008814,0.3240238192164183,0.6617015206987031,2,COMPLETE,0.9
10,0.00672271933770744,2024-10-17 22:50:37.615486,2024-10-17 22:50:38.212827,0 days 00:00:00.597341,0.000219589517222114,0.9938779915976039,0.010051378963475037,8,97,1.7699910314301825,0.991206658073835,105,190,0.15456378379242086,0.45510323054567703,0.7401930728455418,10,COMPLETE,0.9
11,0.005466993947685544,2024-10-17 22:50:38.213070,2024-10-17 22:50:57.576006,0 days 00:00:19.362936,0.0007865324573050071,0.6550636305367928,0.010376862509262903,17,6,4.886651209008082,0.05401727796227079,785,196,0.9495728867775135,0.3824227726323467,0.7091301561412774,3,COMPLETE,0.9
12,0.0052519713371245134,2024-10-17 22:50:57.576242,2024-10-17 22:50:59.610194,0 days 00:00:02.033952,0.016569017508688232,0.8079385724418111,0.016687273506794605,16,41,2.8676682050481395,0.00015426810572205518,130,206,0.6307720091032128,0.26163989028967033,0.6553133012203024,1,COMPLETE,0.9
13,0.0052632748000357105,2024-10-17 22:50:59.610423,2024-10-17 22:51:00.535518,0 days 00:00:00.925095,0.02472345944196832,0.8251450388283901,0.01837815479740719,8,48,3.0524463489750753,0.20119247583571234,110,206,0.6228414692280897,0.11634957376728527,0.8287820684206222,1,COMPLETE,0.9
14,0.005722663520072518,2024-10-17 22:51:00.535746,2024-10-17 22:51:04.078153,0 days 00:00:03.542407,0.010447567659495834,0.8115654650188189,0.016540690786272426,19,48,5.868974140746045,0.17653237897417395,267,154,0.3331381938952993,0.5426921136927984,0.6709974426688264,8,COMPLETE,0.9
15,0.0059182303214189765,2024-10-17 22:51:04.078378,2024-10-17 22:51:05.598174,0 days 00:00:01.519796,0.06193501411787411,0.9652697508187877,0.014298389226104123,14,36,0.25692774687619657,0.9617839697778278,243,231,0.6020360495420618,0.21946074611880262,0.8729957520447047,4,COMPLETE,0.9
16,0.0058962222884687936,2024-10-17 22:51:05.598408,2024-10-17 22:51:07.304947,0 days 00:00:01.706539,0.012850493117865668,0.7951048272953491,0.02594551631215113,9,6,3.3359646998821084,0.3361995045340929,203,155,0.7256593750806039,0.3094789184487293,0.6544413430819627,1,COMPLETE,0.9
17,0.005152035174904142,2024-10-17 22:51:07.305194,2024-10-17 22:51:11.916427,0 days 00:00:04.611233,0.16126027232275525,0.9071852775972631,0.09196647356619743,18,58,2.0637828394983186,0.14830047795951407,359,229,0.27951350937411784,0.9866156352092135,0.5775245723159438,3,COMPLETE,0.9
18,0.0049703701786780515,2024-10-17 22:51:11.916664,2024-10-17 22:51:18.706178,0 days 00:00:06.789514,0.18138217010551386,0.9241708028101188,0.07507058271208653,18,58,1.971784466604865,0.009152860930106116,382,231,0.25126531948154807,0.7315253918604989,0.5543286584393405,3,COMPLETE,0.9
19,0.005121700377077318,2024-10-17 22:51:18.706413,2024-10-17 22:51:23.586287,0 days 00:00:04.879874,0.2529272296516359,0.9340583874409915,0.09596495057359584,18,59,1.9096659334096295,0.15076452720690073,399,239,0.25630818255807336,0.9909592308219122,0.5023045238038578,4,COMPLETE,0.9
